SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Total (*),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Total (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Total (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Cooling (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Heating (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Cooling Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Heating Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Hot Water (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Hot Water - Suppl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Lights (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Lg. Appl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Vent Fan (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Misc. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Cooling (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Heating (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Cooling Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Heating Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Hot Water (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Hot Water - Suppl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Lights (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Lg. Appl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Vent Fan (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Misc. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Indoor Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Heating Setpoint,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Cooling Setpoint,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Indoor Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Indoor Relative Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Wind Speed (at Building),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Infiltration + Mech. Vent.,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Infiltration,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Mech. Vent. (rated),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Natural Ventilation,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|System Flow Rate to Zone,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Zone Glazing Transmitted Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Latent Gains/Losses,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Indoor Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Indoor Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Indoor Relative Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Infiltration,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Hot Water Use Flow Rate,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Cold Water Use Flow Rate,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Water Heater Inlet Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Delivered Hot Water Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|HPWH Sensible Heat Removed (inc. fan heat),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|HPWH Latent Heat Removed,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|Heating Delivered (main),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|Cooling Delivered (sensible),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|Cooling Delivered (latent),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|DHW Delivered Energy,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|DHW Pipe Heat Losses - Unit,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Drybulb,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Wetbulb,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Dew Point,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Ground Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Humidity Ratio,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Direct Normal Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Total Horizontal Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Diffuse Horizontal Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Wind Speed (at Weather Station),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Wind Direction,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Atmospheric Pressure,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Air Density,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Sky Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Sky Radiation Losses,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Total Vertical Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Mains Water Temperature
7774.32017,0.723341,7774.32017,0,0,0,0,0.066018,0,0.114239,0.227999,0,0.315084,0,0,0,0,709.55307,0,1227.819271,2450.486636,0,3386.461194,68.139523,64,95,0.006917,46.241381,0.919609,39.203611,39.203611,0,0,0,3545.061508,929.371475,59.793566,0.008521,76.271179,197.606461,3.330414,1.084663,64.157749,124.757789,157.025821,13.846454,0,0,0,1686.216476,252.441493,57.515,57.31245,57.2,59.231708,0.010226,106.533433,84.59504,44.245847,1.75,60,0.97508,0.07358,38.476996,105.423985,64.40748,64.159275
7592.233437,0.706399,7592.233437,0,0,0,0,0.003,0,0.116889,0.271425,0,0.315084,0,0,0,0,32.2434,0,1256.303044,2917.225799,0,3386.461194,70.015191,64,95,0.006995,43.852381,1.344381,48.984202,48.984202,0,0,0,4061.756273,1044.948937,65.738179,0.008841,64.078393,320.74953,0,0,64.159275,124.901607,0,0,0,0,0,0,221.54784,58.685,58.122852,57.725,59.231708,0.010453,105.027754,121.599442,66.091408,2.558333,36.666667,0.97508,0.073387,39.718086,106.480603,78.284044,64.159275
8595.752688,0.799769,8595.752688,0,0,0,0,0.091069,0,0.113681,0.279934,0,0.315084,0,0,0,0,978.791636,0,1221.820051,3008.679808,0,3386.461194,70.661805,64,95,0.00714,43.774776,1.918042,120.964933,20.964933,99.999999,0,0,4273.93893,2478.767294,70.433671,0.009325,57.412435,430.841598,0,0,64.159275,124.901607,316.818882,34.537268,0,0,0,0,200.941047,60.2,59.792927,59.465,59.231708,0.011153,113.110876,152.061642,80.118002,3.65,113.333333,0.97508,0.073092,41.56618,108.065528,88.041694,64.159275
7890.794413,0.734178,7890.794413,0,0,0,0,0.003,0,0.109236,0.29953,0,0.322412,0,0,0,0,32.2434,0,1174.044798,3219.290109,0,3465.216105,72.574412,64,95,0.007338,42.149204,2.64935,97.75678,97.75678,0,0,0,4394.111202,2029.836742,73.123733,0.00994,55.811635,550.21442,1.910188,0.613838,64.159275,124.674274,0,0,0,0,0,963.981585,159.727459,60.8,59.972264,59.495,59.231708,0.011128,140.741417,178.65816,81.359528,5.041667,215,0.97508,0.073011,42.118986,108.541006,96.555966,64.159275
8847.055572,0.82315,8847.055572,0,0,0,0,0.087348,0,0.106027,0.300036,0,0.329739,0,0,0,0,938.796097,0,1139.561805,3224.726653,0,3543.971017,73.031667,64,95,0.00746,42.200275,2.430395,88.899643,88.899643,0,0,0,4388.167943,1493.989436,75.260579,0.010192,53.274225,537.251262,0.738823,0.238689,64.159275,124.807958,537.13002,62.217483,0,0,0,373.333513,139.120665,60.8,58.958888,57.875,59.231708,0.010486,147.71509,181.82797,79.616109,4.625,228.333333,0.97508,0.073085,42.393238,108.778745,90.913103,64.159275
8428.40289,0.784198,8428.40289,0,0,0,0,0.082038,0,0.105083,0.267338,0,0.329739,0,0,0,0,881.723806,0,1129.414679,2873.293389,0,3543.971017,74.642205,64,95,0.007562,40.503489,2.101964,77.018516,77.018516,0,0,0,4417.677348,1199.489247,77.450648,0.010211,49.613577,512.526972,0.573403,0.181896,64.159275,124.647442,557.460484,56.436476,0,0,0,288.465418,123.640763,60.8,58.452909,56.99,59.231708,0.010171,152.337791,168.568261,71.374495,4,220,0.97508,0.073121,42.698148,109.042899,87.197124,64.159275
7493.371968,0.697201,7493.371968,0,0,0,0,0.003,0,0.105777,0.266012,0,0.322412,0,0,0,0,32.2434,0,1136.872667,2859.039796,0,3465.216105,74.545733,64,95,0.00763,41.00586,2.4085,89.114475,89.114475,0,0,0,4391.420869,1085.880587,77.218995,0.010145,49.67771,553.65013,1.131892,0.359624,64.159275,124.514582,0,0,0,0,0,569.643108,123.640763,60.8,57.698311,55.79,59.231708,0.009708,154.900088,139.715272,56.978085,4.583333,225.833333,0.97508,0.073175,42.484945,108.857991,91.523034,64.159275
8390.521468,0.780673,8390.521468,0,0,0,0,0.082149,0,0.110838,0.25062,0,0.337067,0,0,0,0,882.917948,0,1191.267397,2693.610195,0,3622.725928,75.086188,64,72,0.007706,40.661935,2.596801,97.542162,97.542162,0,0,0,4323.68629,868.11552,74.576576,0.009891,52.915954,560.39027,3.836531,1.248552,64.159275,124.639563,277.228328,28.126696,0,0,0,1942.106664,108.193936,60.59,56.557434,53.99,59.231708,0.00907,133.635666,92.903863,40.970334,4.941667,218.333333,0.97508,0.073279,41.904847,108.356098,81.730701,64.159275
13606.93145,1.26602,13606.93145,0,0,0,0,0.401725,0,0.126854,0.38572,0,0.351722,0,0,0,0,4317.655211,0,1363.40354,4145.636949,0,3780.235751,73.28106,64,72,0.007755,43.499211,2.666866,100.530626,100.530626,0,0,0,3136.053971,274.922491,70.215878,0.009586,59.505921,547.783817,10.325279,3.863691,64.159275,124.252413,1435.617427,302.486554,0,0,0,5206.215041,144.247556,59.075,55.155983,52.4,59.231708,0.008595,87.250169,40.703611,22.321039,5.075,215.833333,0.97508,0.073548,40.086954,106.797588,50.090438,64.159275
15746.44896,1.465086,15746.44896,0,0,0,0,0.471095,0,0.162081,0.425877,0.025,0.381032,0,0,0,0,5063.239575,0,1742.015779,4577.24321,268.695,4095.255397,70.791772,64,95,0.007781,47.446377,2.180787,128.967641,28.967642,99.999999,0,0,626.19218,861.51253,64.527706,0.009288,70.191902,451.883958,8.567536,2.768819,64.159275,124.256539,1442.002477,272.982133,0,0,0,4329.606719,190.621111,56.525,53.528052,51.38,59.231708,0.008251,18.887033,4.352537,3.037775,4.15,225.833333,0.97508,0.073952,37.248976,104.393783,1.853483,64.159275
10446.19597,0.971938,10446.19597,0,0,0,0,0.003,0,0.209147,0.366432,0.005,0.38836,0,0,0,0,32.2434,0,2247.866167,3938.337091,53.739,4174.010309,70.975063,64,95,0.00785,47.570875,1.449479,58.095882,58.095882,0,0,0,0,543.682767,59.549896,0.008962,80.724343,308.276958,3.459182,1.11526,64.159275,124.803328,0,0,0,0,0,1747.081546,226.707808,55.295,51.907086,49.4,59.231708,0.007639,0,0,0,2.758333,230,0.97508,0.0742,35.993438,103.337166,0,64.159275
11725.93515,1.091008,11725.93515,0,0,0,0,0.219874,0,0.237787,0.26697,0,0.366377,0,0,0,0,2363.164132,0,2555.685128,2869.340319,0,3937.745574,69.688689,64,95,0.007881,49.924981,0.503595,43.08111,43.08111,0,0,0,0,34.9461,56.409985,0.008712,87.871827,160.350695,1.010817,0.328071,64.159275,124.753353,796.608701,219.541885,0,0,0,511.351267,216.387873,54.485,50.765165,47.78,59.231708,0.007211,0,0,0,0.958333,230,0.97508,0.074368,35.325938,102.782442,0,64.159275
11777.89659,1.095843,11777.89659,0,0,0,0,0.302937,0,0.223325,0.225187,0,0.344394,0,0,0,0,3255.904663,0,2400.24933,2420.261754,0,3701.48084,68.836953,64,95,0.007915,51.625877,0,40.359492,40.359492,0,0,0,0,588.771431,53.607784,0.00863,96.411972,63.311599,14.178301,4.446921,64.159275,124.127434,1273.220843,411.230971,0,0,0,7113.387957,195.781079,53.645,50.227816,47.375,59.231708,0.007119,0,0,0,0,230,0.97508,0.0745,34.401564,102.016395,0,64.159275
12758.10593,1.187043,12758.10593,0,0,0,0,0.46773,0,0.178685,0.210889,0,0.329739,0,0,0,0,5027.070025,0,1920.475716,2266.589167,0,3543.971017,66.094024,64,95,0.007888,56.507808,0,36.518923,36.518923,0,0,0,0,-543.483326,50.858764,0.008087,100,117.684212,0,0,64.159275,123.764083,2164.795803,697.771072,0,0,0,0,159.727459,53.105,49.892414,47.3,59.231708,0.007067,0,0,0,0,230,0.97508,0.074585,33.85728,101.567332,0,64.159275
9033.016139,0.840453,9033.016139,0,0,0,0,0.217239,0,0.157152,0.172961,0,0.293102,0,0,0,0,2334.838549,0,1689.034696,1858.946435,0,3150.196459,65.639402,64,95,0.00786,57.208698,0,36.044426,36.044426,0,0,0,0,-33.456808,49.179924,0.00759,100,151.210198,0.003453,0.001037,64.159275,123.768519,1008.94977,264.39711,0,0,0,1.715011,139.120665,52.565,49.552898,47.195,59.231708,0.007013,0,0,0,0,230,0.97508,0.07467,33.471761,101.250347,0,64.159275
4813.588958,0.447867,4813.588958,0,0,0,0,0.003,0,0.060574,0.120502,0,0.263791,0,0,0,0,32.2434,0,651.034208,1295.134536,0,2835.176813,66.275553,64,95,0.007879,56.090227,0,38.444124,38.444124,0,0,0,0,316.28472,47.942056,0.007242,100,167.259461,0,0,64.159275,123.774727,0,0,0,0,0,0,77.267207,52.025,49.30586,47.12,59.231708,0.007008,0,0,0,0,230,0.97508,0.074749,32.859167,100.748454,0,64.159275
4473.969547,0.416268,4473.969547,0,0,0,0,0.045352,0,0.030077,0.084375,0,0.256464,0,0,0,0,487.437297,0,323.26627,906.844078,0,2756.421902,65.505893,64,95,0.007898,57.745472,0,38.149502,38.149502,0,0,0,0,250.402914,46.994052,0.006985,100,176.948839,0,0,64.159275,123.774727,197.249746,47.286406,0,0,0,0,20.606794,51.485,49.025235,47.015,59.231708,0.006987,0,0,0,0,230,0.97508,0.074831,32.309746,100.299392,0,64.19603
4106.607872,0.382088,4106.607872,0,0,0,0,0.047176,0,0.018046,0.075057,0,0.241809,0,0,0,0,507.033832,0,193.959762,806.7022,0,2598.912079,65.056474,64,95,0.00792,58.815275,0,38.379787,38.379787,0,0,0,0,232.726805,46.163557,0.006767,100,182.914823,0,0,64.159275,123.774727,199.514522,55.399752,0,0,0,0,10.319935,50.945,48.765156,46.94,59.231708,0.006976,0,0,0,0,230,0.97508,0.074911,31.692788,99.797498,0,64.19603
3376.510382,0.314158,3376.510382,0,0,0,0,0.003,0,0.012031,0.064646,0,0.234481,0,0,0,0,32.2434,0,129.306508,694.803307,0,2520.157167,64.537482,64,95,0.007939,60.032245,0,38.177462,38.177462,0,0,0,0,273.960095,45.443124,0.006582,100,186.588716,0,0,64.159275,123.774727,0,0,0,0,0,0,2.579984,50.405,48.472502,46.835,59.231708,0.00695,0,0,0,0,230,0.97508,0.074994,31.139439,99.348436,0,64.19603
3824.302671,0.355822,3824.302671,0,0.008654,0,0.000231,0.04842,0,0.012031,0.059332,0,0.227154,0,93.015358,0,2.486502,520.408636,0,129.306508,637.683411,0,2441.402256,64.169004,64,95,0.007959,60.963154,0,38.394063,38.394063,0,0,3.586504,0,199.820662,44.823888,0.006428,100,190.456246,0,0,64.159275,123.774727,200.041961,61.701784,118.986759,0,0,0,2.579984,49.97,48.210394,46.76,59.231708,0.006916,0,0,0,0,206.666667,0.97508,0.075062,30.74747,99.031451,0,64.19603
3581.45274,0.333227,3581.45274,0,0.015033,0,0.000286,0.003,0,0.013307,0.067119,0,0.234481,0,161.56908,0,3.076288,32.2434,0,143.020325,721.386479,0,2520.157167,64.006252,64,95,0.007978,61.450807,0,38.833615,38.833615,0,0,6.192445,0,253.953738,44.275158,0.006293,100,192.049563,0,0,64.159275,123.774727,0,0,205.510919,0,0,0,10.319935,49.505,47.915984,46.655,59.231708,0.006874,0,0,0,0,190,0.97508,0.075135,30.354559,98.714466,0,64.19603
4860.126538,0.452197,4860.126538,0,0.045879,0,0.001153,0.04908,0,0.036358,0.077918,0,0.241809,0,493.09488,0,12.395449,527.504191,0,390.772815,837.447125,0,2598.912079,64,64,95,0.007994,61.592167,0,39.767101,39.767101,0,0,18.794081,0,184.96146,43.732177,0.006163,100,192.135796,0,0,64.159275,123.774727,200.535316,65.104504,623.71683,0,0,0,72.140316,48.965,47.634231,46.58,59.231708,0.006855,0,0,0,0,190,0.97508,0.075217,29.730161,98.212573,0,64.19603
7316.169237,0.680713,7316.169237,0,0.121005,0,0.002569,0.05132,0,0.085359,0.124341,0.025,0.271119,0,1300.542863,0,27.609526,551.575239,0,917.426698,1336.388186,268.695,2913.931725,64,64,95,0.007998,61.623191,0,107.972567,7.972567,99.999999,0,49.198744,525.337953,-183.58235,43.205295,0.006038,100,192.229901,0.429394,0.131751,64.181928,124.216719,212.344929,70.527019,1632.732671,0,0,214.141809,247.314602,48.425,47.321592,46.475,59.231708,0.006822,19.459368,4.099719,2.870477,0,190,0.97508,0.075301,29.170119,97.76351,8.78844,64.19603
27305.54742,2.540571,27305.54742,0,0,0,0.000778,0.056147,1.875,0.10802,0.187869,0.005,0.307757,0,0,0,8.367069,603.456037,20152.125,1160.979835,2019.174195,53.739,3307.706282,65.981639,64,95,0.008046,57.929308,0.122615,42.595343,42.595343,0,0,0,2608.946937,2338.501126,44.746721,0.006052,94.59007,182.860523,41.875403,8.651046,64.193571,111.632492,105.039169,31.716465,0,0,0,18711.5389,262.761428,49.04,47.629543,46.4,59.231708,0.006836,86.325629,38.963218,21.343668,0.233333,190,0.97508,0.075209,29.926095,98.371065,43.810255,64.19603
50088.2105,4.660322,50088.2105,0,0,0,0,0.003,4,0.114239,0.227999,0,0.315084,0,0,0,0,32.2434,42991.2,1227.819271,2450.486636,0,3386.461194,66.821651,64,95,0.008082,56.448122,0.424772,38.873801,38.873801,0,0,0,3948.1598,92.099181,52.175973,0.006124,72.832869,127.909171,0.552604,0.028742,64.19603,99.879164,0,0,0,0,0,211.055429,252.441493,52.475,49.419746,46.715,59.231708,0.006967,126.133683,89.972812,41.709966,0.808333,190,0.97508,0.074689,33.295014,101.11827,71.109847,64.19603
8292.12468,0.771518,8292.12468,0,0,0,0,0.059958,0,0.116889,0.279587,0,0.315084,0,0,0,0,644.413779,0,1256.303044,3004.946663,0,3386.461194,69.282265,64,95,0.008091,51.927318,0.24085,36.084814,36.084814,0,0,0,4747.452232,111.023006,62.641403,0.006229,50.754112,218.851132,3.454789,1.109883,64.19603,124.155416,0,0,0,0,0,1713.759247,221.54784,56.075,51.20243,47.15,59.231708,0.007083,148.692461,136.945596,57.981871,0.458333,190,0.97508,0.074154,36.778283,103.997552,90.617893,64.19603
7649.204453,0.7117,7649.204453,0,0,0,0,0.003,0,0.113681,0.279934,0,0.315084,0,0,0,0,32.2434,0,1221.820051,3008.679808,0,3386.461194,71.026755,64,95,0.00808,48.855039,0.275883,106.675285,6.675286,99.999999,0,0,4947.637576,-477.83766,71.974694,0.006349,37.396655,335.049032,0.490897,0.157788,64.19603,124.725363,0,0,0,0,0,247.54845,200.941047,57.41,51.042862,45.725,59.231708,0.006696,169.904052,174.661524,66.48764,0.525,190,0.97508,0.074008,37.223265,104.367368,101.880009,64.19603
9686.738425,0.901276,9686.738425,0,0,0,0,0.064769,0,0.109236,0.40486,0,0.322412,0,0,0,0,696.127825,0,1174.044798,4351.349696,0,3465.216105,73.04302,64,95,0.008048,45.468912,1.239283,52.112325,52.112325,0,0,0,4656.758617,-269.529584,78.1071,0.006369,30.487743,451.431597,1.164652,1.33076,64.19603,124.870841,165.02339,26.687501,0,0,0,588.454871,159.727459,58.4,50.780834,44.39,59.231708,0.006332,182.134397,195.683852,69.683907,2.358333,190,0.97508,0.073909,37.411805,104.525861,103.231416,64.19603
8786.852594,0.817549,8786.852594,0,0,0,0,0.081746,0,0.106027,0.300036,0,0.329739,0,0,0,0,878.593119,0,1139.561805,3224.726653,0,3543.971017,74.776441,64,95,0.008026,42.770083,1.572094,61.229667,61.229667,0,0,0,4644.738225,-239.592898,80.329701,0.00634,28.196728,494.585766,2.401235,0.75239,64.19603,124.748803,555.292391,82.361008,0,0,0,1203.473804,139.120665,59,50.836731,43.82,59.231708,0.006226,189.926949,198.922817,67.385765,2.991667,201.666667,0.97508,0.073836,37.883154,104.922092,96.253324,64.19603
7712.503227,0.717589,7712.503227,0,0,0,0,0.015429,0,0.105083,0.267338,0,0.329739,0,0,0,0,165.824143,0,1129.414679,2873.293389,0,3543.971017,75.207345,64,95,0.008006,42.063011,1.54144,61.173573,61.173573,0,0,0,4689.763916,-308.006953,81.146761,0.006335,27.431,502.925746,0,0,64.19603,124.366563,0,0,0,0,0,0,123.640763,58.79,51.170105,44.675,59.231708,0.00645,190.745828,183.033333,61.178138,2.933333,204.166667,0.97508,0.07384,37.883154,104.922092,92.177591,64.19603
8216.029089,0.764438,8216.029089,0,0,0,0,0.070238,0,0.105777,0.266012,0,0.322412,0,0,0,0,754.90052,0,1136.872667,2859.039796,0,3465.216105,76.012557,64,95,0.007986,40.834803,1.598368,65.435749,65.435749,0,0,0,4617.971515,-328.733909,79.635286,0.006361,28.945318,510.197881,0,0,64.19603,124.366563,189.72709,20.760571,0,0,0,0,123.640763,57.38,50.019374,43.505,59.231708,0.006167,180.470225,148.03096,51.378013,3.041667,205.833333,0.97508,0.074074,35.665732,103.073012,96.399112,64.19603
7539.84692,0.701525,7539.84692,0,0,0,0,0.003,0,0.110838,0.25062,0,0.337067,0,0,0,0,32.2434,0,1191.267397,2693.610195,0,3622.725928,74.046346,64,72,0.007919,43.249438,1.453858,62.320227,62.320227,0,117.516233,0,4401.921388,-1529.210573,75.752899,0.006274,32.483803,481.180822,0,0,64.19603,124.366563,0,0,0,0,0,0,108.193936,55.22,48.675074,42.605,59.231708,0.005963,138.152704,94.541842,40.732595,2.766667,210,0.97508,0.074409,32.953666,100.8277,83.183338,64.19603
9261.892158,0.861748,9261.892158,0,0,0,0,0.059077,0,0.126854,0.324094,0,0.351722,0,0,0,0,634.950928,0,1363.40354,3483.301939,0,3780.235751,73.843135,64,72,0.007837,43.103813,1.366276,62.053424,62.053424,0,45.122421,0,3198.836793,-587.524827,70.115001,0.006221,39.000246,438.83173,0.017087,0.005358,64.19603,124.36379,179.721749,20.402943,0,0,0,8.56533,144.247556,53.27,48.318097,43.82,59.231708,0.006224,89.548311,41.549911,22.690855,2.6,210,0.97508,0.074661,31.464458,99.61259,51.068302,64.19603
10715.45279,0.99699,10715.45279,0,0,0,0,0.003,0,0.162081,0.425877,0.025,0.381032,0,0,0,0,32.2434,0,1742.015779,4577.24321,268.695,4095.255397,72.605407,64,95,0.007825,44.86549,1.366276,117.745175,17.745176,99.999999,0,0,841.675267,98.692617,63.668692,0.006291,49.311396,384.105755,3.705139,1.183547,64.19603,124.494283,0,0,0,0,0,1865.601057,190.621111,52.1,49.204506,46.625,59.231708,0.00694,27.181479,5.494096,4.015146,2.6,221.666667,0.97508,0.074747,30.976347,99.216359,2.482043,64.19603
12538.91346,1.166649,12538.91346,0,0,0,0,0.197711,0,0.209147,0.366432,0.005,0.38836,0,0,0,0,2124.960888,0,2247.866167,3938.337091,53.739,4174.010309,70.674093,64,95,0.007843,48.062335,1.304969,59.019219,59.019219,0,0,0,0,189.241515,57.742981,0.006478,62.585991,311.055615,2.239661,0.696241,64.19603,124.312102,599.584166,148.906386,0,0,0,1120.387391,226.707808,51.8,50.167687,48.725,59.231708,0.007507,0,0,0,2.483333,230,0.97508,0.074723,31.204676,99.401267,0,64.19603
9395.014421,0.874134,9395.014421,0,0,0,0,0.003,0,0.237787,0.26697,0,0.366377,0,0,0,0,32.2434,0,2555.685128,2869.340319,0,3937.745574,69.602404,64,95,0.007859,49.892568,1.138564,54.459194,54.459194,0,0,0,0,411.724794,53.561038,0.006639,74.562821,241.244871,0.48789,0.151814,64.19603,124.147238,0,0,0,0,0,244.121178,216.387873,51.065,49.561493,48.365,59.231708,0.007359,0,0,0,2.166667,230,0.97508,0.074848,29.757852,98.238988,0,64.19603
11274.05892,1.048964,11274.05892,0,0,0,0,0.256059,0,0.223325,0.225187,0,0.344394,0,0,0,0,2752.066991,0,2400.24933,2420.261754,0,3701.48084,67.792823,64,95,0.007882,53.301023,0.989675,51.125887,51.125887,0,0,0,0,-80.298519,50.723272,0.006723,83.778971,182.908601,5.014813,1.552809,64.19603,124.128937,804.167147,250.954594,0,0,0,2506.309999,195.781079,50.33,48.781419,47.63,59.231708,0.007124,0,0,0,1.883333,230,0.97508,0.074984,28.375683,97.12954,0,64.19603
7763.279301,0.722313,7763.279301,0,0,0,0,0.003,0,0.178685,0.210889,0,0.329739,0,0,0,0,32.2434,0,1920.475716,2266.589167,0,3543.971017,66.82561,64,95,0.007882,55.048136,0.884576,47.717754,47.717754,0,0,0,0,319.831858,48.613818,0.006761,91.133954,173.362442,0,0,64.19603,123.973015,0,0,0,0,0,0,159.727459,49.97,48.431968,47.165,59.231708,0.007028,0,0,0,1.683333,230,0.97508,0.075048,27.743634,96.627647,0,64.19603
7554.478206,0.702886,7554.478206,0,0,0,0,0.079672,0,0.157152,0.172961,0,0.293102,0,0,0,0,856.300616,0,1689.034696,1858.946435,0,3150.196459,65.96765,64,95,0.0079,56.845105,0.810132,46.327936,46.327936,0,0,0,0,142.691272,47.27731,0.006788,96.18577,184.547878,0,0,64.19603,123.973015,429.134031,135.730469,0,0,0,0,139.120665,49.61,48.082515,46.73,59.231708,0.006934,0,0,0,1.541667,230,0.97508,0.075113,27.176706,96.178584,0,64.19603
5649.005094,0.525596,5649.005094,0,0,0,0,0.080729,0,0.060574,0.120502,0,0.263791,0,0,0,0,867.659536,0,651.034208,1295.134536,0,2835.176813,65.303891,64,95,0.007912,58.258573,0.726929,44.811876,44.811876,0,0,0,0,254.923908,46.20844,0.006756,99.679101,188.745381,1.274037,0.39593,64.19603,124.1358,420.169607,149.857374,0,0,0,637.285943,77.267207,49.25,47.643319,46.265,59.231708,0.006795,0,0,0,1.383333,230,0.97508,0.075182,25.831092,95.121967,0,64.19603
