SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Total (*),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Total (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Total (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Cooling (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Heating (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Cooling Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Heating Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Hot Water (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Hot Water - Suppl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Lights (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Lg. Appl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Vent Fan (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Site Energy|Misc. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Cooling (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Heating (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Cooling Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Heating Fan/Pump (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Hot Water (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Hot Water - Suppl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Lights (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Lg. Appl. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Vent Fan (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Source Energy|Misc. (E),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Indoor Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Heating Setpoint,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Cooling Setpoint,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Indoor Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Indoor Relative Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Wind Speed (at Building),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Infiltration + Mech. Vent.,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Infiltration,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Mech. Vent. (rated),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Natural Ventilation,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|System Flow Rate to Zone,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Zone Glazing Transmitted Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Living Space|Latent Gains/Losses,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Indoor Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Indoor Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Indoor Relative Humidity,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Unfinished Attic|Infiltration,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Hot Water Use Flow Rate,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Cold Water Use Flow Rate,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Water Heater Inlet Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|Delivered Hot Water Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|HPWH Sensible Heat Removed (inc. fan heat),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Domestic Water System|HPWH Latent Heat Removed,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|Heating Delivered (main),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|Cooling Delivered (sensible),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|Cooling Delivered (latent),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|DHW Delivered Energy,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Delivered Energy|DHW Pipe Heat Losses - Unit,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Drybulb,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Wetbulb,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Dew Point,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Ground Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Humidity Ratio,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Direct Normal Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Total Horizontal Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Diffuse Horizontal Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Wind Speed (at Weather Station),SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Wind Direction,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Atmospheric Pressure,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Outdoor Air Density,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Sky Temperature,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Sky Radiation Losses,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Total Vertical Solar,SF PT4 Elec All Elec + EE (Analysis Years 1 - 1) - Weather|Mains Water Temperature
7380.929611,0.686739,7380.929611,0,0,0,0,0.054049,0,0.195356,0.221967,0,0.215367,0,0,0,0,580.911495,0,2099.646757,2385.653615,0,2314.717744,88.717067,64,95,0.011132,37.592049,1.642159,60.921777,60.921777,0,0,0,0,619.517857,78.014553,0.011392,54.315348,312.749867,0,0,78.810756,124.608766,319.90664,43.137354,0,0,0,0,159.727459,75.575,66.033741,61.34,72.056977,0.011848,0,0,0,3.125,200,0.976067,0.070987,51.32602,116.72979,0,78.810756
5567.087937,0.517975,5567.087937,0,0,0,0,0.003,0,0.137517,0.18602,0,0.191437,0,0,0,0,32.2434,0,1478.009105,1999.308547,0,2057.526884,87.532303,64,95,0.011179,39.171563,1.484512,55.68131,55.68131,0,0,0,0,654.31451,74.787068,0.011467,60.834826,259.249766,0,0,78.810756,124.608766,0,0,0,0,0,0,139.120665,74.57,65.69073,61.34,72.056977,0.011832,0,0,0,2.825,200,0.976067,0.071122,50.486011,115.963742,0,78.810756
3974.056812,0.369755,3974.056812,0,0,0,0,0.003,0,0.060574,0.133888,0,0.172293,0,0,0,0,32.2434,0,651.034208,1439.005008,0,1851.774196,86.257937,64,95,0.011234,40.987322,1.326865,51.061055,51.061055,0,0,0,0,607.58199,72.527723,0.011528,65.957054,235.078696,0,0,78.810756,124.608766,0,0,0,0,0,0,77.267207,73.595,65.352813,61.235,72.056977,0.011814,0,0,0,2.525,200,0.976067,0.071254,49.582555,115.144864,0,78.810756
3719.443005,0.346066,3719.443005,0,0,0,0,0.049885,0,0.030077,0.098596,0,0.167507,0,0,0,0,536.150161,0,323.26627,1059.690551,0,1800.336023,84.984466,64,95,0.011272,42.832795,1.169217,46.740691,46.740691,0,0,0,0,506.017554,70.808895,0.011564,70.128496,222.870512,0,0,78.810756,124.608766,316.65712,61.348592,0,0,0,0,20.606794,72.59,64.967217,61.16,72.056977,0.01177,0,0,0,2.225,200,0.976067,0.071394,48.527819,114.193908,0,78.810756
2878.80486,0.267851,2878.80486,0,0,0,0,0.003,0,0.018046,0.088869,0,0.157936,0,0,0,0,32.2434,0,193.959762,955.142019,0,1697.459679,84.269592,64,95,0.011317,43.994914,1.01157,43.777644,43.777644,0,0,0,0,560.850365,69.193556,0.011595,74.294394,211.149305,0,0,78.810756,124.608766,0,0,0,0,0,0,10.319935,71.615,64.730862,61.16,72.056977,0.011827,0,0,0,1.925,200,0.976067,0.071518,47.67382,113.427861,0,78.805701
3154.239718,0.293478,3154.239718,0,0,0,0,0.049316,0,0.012031,0.078981,0,0.15315,0,0,0,0,530.03824,0,129.306508,848.873463,0,1646.021507,83.338704,64,95,0.011358,45.498123,0.823269,40.694275,40.694275,0,0,0,0,469.346902,67.74569,0.011629,78.305266,195.500641,0,0,78.810756,124.608766,292.608103,71.324695,0,0,0,0,2.579984,70.61,64.401489,61.055,72.056977,0.011827,0,0,0,1.566667,205.833333,0.976067,0.071654,46.755192,112.608983,0,78.805701
2543.480157,0.236651,2543.480157,0,0,0,0,0.003,0,0.012031,0.073257,0,0.148364,0,0,0,0,32.2434,0,129.306508,787.346915,0,1594.583335,82.825205,64,95,0.011394,46.398281,0.643726,39.117864,39.117864,0,0,0,0,516.514923,66.219862,0.011647,82.666652,185.809567,0,0,78.810756,124.608766,0,0,0,0,0,0,2.579984,69.635,63.978519,60.98,72.056977,0.011756,0,0,0,1.225,210,0.976067,0.071794,45.682616,111.658027,0,78.805701
3137.302223,0.291902,3137.302223,0,0,0,0,0.046634,0,0.012418,0.079701,0,0.15315,0,0,0,0,501.213339,0,133.461038,856.606339,0,1646.021507,82.203841,64,95,0.011437,47.517834,0.486079,38.634246,38.634246,0,0,0,0,438.426075,64.749514,0.01166,87.102157,181.666142,0,0,78.810756,124.608766,262.104956,74.31957,0,0,0,0,10.319935,68.63,63.64094,60.98,72.056977,0.011753,0,0,0,0.925,210,0.976067,0.071931,44.603167,110.707071,0,78.805701
3032.093399,0.282113,3032.093399,0,0,0,0,0.003,0,0.031923,0.089254,0,0.157936,0,0,0,0,32.2434,0,343.105989,959.284331,0,1697.459679,81.594985,64,95,0.011467,48.586791,0.328432,38.259782,38.259782,0,0,0,0,508.170523,63.267425,0.011669,91.809061,181.381938,0,0,78.810756,124.608766,0,0,0,0,0,0,72.140316,67.655,63.271261,60.875,72.056977,0.011723,0,0,0,0.625,210,0.976067,0.072067,43.729018,109.941024,0,78.805701
5328.646901,0.49579,5328.646901,0,0,0,0,0.086624,0,0.074947,0.132139,0.025,0.177079,0,0,0,0,931.021975,0,805.518148,1420.19941,268.695,1903.212368,81.778578,64,95,0.011537,48.559486,0.170785,107.681406,7.681407,99.999999,0,0,2800.650004,959.953068,62.511951,0.011673,94.256675,176.356176,5.200418,2.403081,78.80664,124.404909,536.37754,190.397849,0,0,0,1976.115191,247.314602,66.65,62.885519,60.8,72.056977,0.011699,96.83897,21.053466,10.011448,0.325,210,0.975491,0.072165,42.788528,109.122146,48.279654,78.805701
5422.466418,0.504519,5422.466418,0,0,0,0,0.012471,0,0.094844,0.191195,0.005,0.201009,0,0,0,0,134.039294,0,1019.36245,2054.922446,53.739,2160.403228,83.31565,64,95,0.011573,46.38985,0.043791,41.640787,41.640787,0,0,0,5029.170415,353.114206,66.260258,0.011674,82.956198,109.00956,3.382214,1.604105,78.805701,124.658331,0,0,0,0,0,1295.921883,262.761428,66.725,62.849334,60.8,72.056977,0.011655,174.526753,78.377864,24.196535,0.083333,210,0.975656,0.072172,42.758599,109.09573,87.503937,78.805701
5731.555101,0.533277,5731.555101,0,0,0,0,0.003,0,0.093992,0.23049,0,0.205795,0,0,0,0,32.2434,0,1010.211415,2477.258886,0,2211.8414,85.623632,64,95,0.011598,43.179137,0.122615,42.024812,42.024812,0,124.342774,0,5783.959375,98.397482,75.750932,0.011662,60.257754,208.789152,0.063186,0.029964,78.805701,124.787223,0,0,0,0,0,24.209321,252.441493,69.41,63.481288,60.275,72.056977,0.011464,236.735093,150.129737,31.117378,0.233333,210,0.976067,0.071858,45.165207,111.208965,106.936535,78.805701
7228.726047,0.672577,7228.726047,0,0,0,0,0.103481,0,0.090008,0.273294,0,0.205795,0,0,0,0,1112.194548,0,967.383377,2937.306722,0,2211.8414,84.334707,64,95,0.011542,44.767751,0.57804,35.481448,35.481448,0,381.667412,0,4952.984858,-1547.830534,86.93328,0.011554,41.481038,340.482144,0.067779,0.032105,78.805701,124.777225,143.676516,42.938338,0,0,0,25.959415,221.54784,72.845,63.592756,58.325,72.056977,0.010751,276.35824,219.467601,32.966458,1.1,210,0.976067,0.071474,48.112266,113.824092,106.598842,78.805701
6225.61951,0.579246,6225.61951,0,0,0,0,0.003,0,0.087191,0.283261,0,0.205795,0,0,0,0,32.2434,0,937.106651,3044.428059,0,2211.8414,84.600255,64,95,0.011389,43.79982,0.840785,106.945649,6.94565,99.999999,432.778061,0,3708.180492,-2730.86186,95.487341,0.011311,30.998984,439.485858,0,0,78.805701,124.789029,0,0,0,0,0,0,200.941047,73.595,63.084958,57.2,72.056977,0.010232,301.241576,277.31843,32.041918,1.6,233.333333,0.976067,0.071432,48.527819,114.193908,92.511839,78.805701
7127.96219,0.663202,7127.96219,0,0,0,0,0.068968,0,0.083288,0.300366,0,0.210581,0,0,0,0,741.250498,0,895.159068,3228.273052,0,2263.279572,86.318693,64,95,0.011278,41.09004,0.472942,21.689999,21.689999,0,270.23963,0,2581.55563,-1085.019252,105.443865,0.011104,22.692308,455.830605,0.310507,0.147387,78.805701,124.817426,120.760844,23.632756,0,0,0,119.004503,159.727459,80.255,65.523084,57.2,72.056977,0.010416,315.928555,317.83476,30.087176,0.9,226.666667,0.976067,0.070534,54.863962,120.08455,83.515553,78.805701
6430.946744,0.59835,6430.946744,0,0,0,0,0.003,0,0.080471,0.299513,0,0.215367,0,0,0,0,32.2434,0,864.882342,3219.103258,0,2314.717744,89.673737,64,95,0.011214,36.732041,0.792615,22.127729,22.127729,0,317.696384,0,2629.973325,-1105.228957,116.493348,0.010923,16.158368,507.516679,0,0,78.805701,124.865302,0,0,0,0,0,0,139.120665,87.275,67.657965,57.41,72.056977,0.010361,322.426751,337.767661,28.951312,1.508333,210,0.976067,0.069632,61.613658,126.424253,77.126766,78.805701
6107.406407,0.568247,6107.406407,0,0,0,0,0.003,0,0.079642,0.270239,0,0.215367,0,0,0,0,32.2434,0,855.972971,2904.472292,0,2314.717744,91.10309,64,95,0.011115,34.815843,1.423205,40.52837,40.52837,0,517.052877,0,3235.186229,-1190.625117,121.424583,0.010781,13.866597,567.553168,0,0,78.805701,124.865302,0,0,0,0,0,0,123.640763,89.855,68.700795,57.98,72.056977,0.010559,321.73995,335.378442,29.109805,2.708333,204.166667,0.976067,0.069283,64.292716,129.039381,74.252456,78.805701
6554.448291,0.609841,6554.448291,0,0,0,0,0.054162,0,0.07961,0.265488,0,0.210581,0,0,0,0,582.118023,0,855.634295,2853.416401,0,2263.279572,92.252011,64,95,0.011025,33.326831,1.883009,58.513588,58.513588,0,678.399511,0,3541.001804,-1031.792148,121.687787,0.010734,13.704477,604.687262,0.506378,0.241067,78.805701,124.85869,403.56993,34.588924,0,0,0,194.257607,123.640763,91.1,69.205227,58.175,72.056977,0.010661,313.392674,310.660461,30.615485,3.583333,200,0.976067,0.069115,65.604993,130.333737,94.727376,78.805701
32892.8813,3.060429,32892.8813,2.454852,0,0.048675,0,0.003,0,0.080016,0.253733,0,0.220153,26384.26231,0,523.152938,0,32.2434,0,859.992967,2727.073772,0,2366.155917,82.967161,64,72,0.01079,43.864398,2.500461,88.381681,88.381681,0,133.247632,768.50308,4414.884271,-513.292987,118.347313,0.010609,14.873339,646.503667,0.044116,0.020975,78.805701,124.826212,0,0,0,19287.59468,6416.2483,16.916936,108.193936,91.4,68.249191,56.315,72.056977,0.009864,296.539629,265.67327,32.332488,4.758333,200,0.976067,0.069165,65.311626,130.043167,108.852469,78.805701
34437.02865,3.2041,34437.02865,2.461297,0,0.054575,0,0.063149,0,0.081858,0.313496,0,0.229724,26453.53295,0,586.565416,0,678.712396,0,879.791993,3369.393628,0,2469.032261,80.814952,64,72,0.010316,44.91225,2.999677,112.487426,112.487426,0,0,764.622217,5449.559903,-127.965369,112.379421,0.010224,16.99118,672.710284,0.285597,0.134137,78.805701,124.586121,22.644882,5.004481,0,19181.00277,6522.840206,109.086976,144.247556,90.77,67.584664,55.145,72.056977,0.009507,268.856257,204.729664,32.834381,5.708333,200,0.976067,0.069283,64.349227,129.092211,111.665957,78.805701
8243.693036,0.767012,8243.693036,0,0,0.00295,0,0.003,0,0.08833,0.398864,0.025,0.248868,0,0,31.706239,0,32.2434,0,949.350417,4286.913031,268.695,2674.784949,89.433935,64,95,0.010094,33.435321,2.907716,145.148343,45.148344,99.999999,679.997774,0,5507.138459,-691.034584,106.055413,0.010037,20.047338,626.571904,0,0,78.805701,124.511038,0,0,0,0,0,0,190.621111,88.955,67.355743,55.64,72.056977,0.009751,224.478333,133.652253,29.981514,5.533333,205.833333,0.976067,0.069485,62.812514,127.586532,98.9958,78.805701
8176.702536,0.760779,8176.702536,0,0,0,0,0.003,0,0.104909,0.394216,0.005,0.253654,0,0,0,0,32.2434,0,1127.545327,4236.951688,53.739,2726.223121,90.426287,64,95,0.01002,32.109345,2.517977,88.064771,88.064771,0,924.423001,0,4084.322674,-1306.104093,99.544199,0.009942,24.123741,551.719081,0.310832,0.724587,78.805701,124.469437,0,0,0,0,0,118.135278,226.707808,85.25,66.00686,55.31,72.056977,0.009614,159.179387,63.5748,21.238007,4.791667,210,0.976067,0.069973,59.303567,124.205357,70.05256,78.805701
9818.221947,0.91351,9818.221947,0,0,0,0,0.055357,0,0.13507,0.483786,0,0.239296,0,0,0,0,594.966801,0,1451.709109,5199.637431,0,2571.908605,88.142221,64,95,0.009992,34.412753,2.272748,78.264726,78.264726,0,846.991012,0,1604.817851,1733.937563,92.45721,0.009896,29.849013,487.361573,3.131012,0.739144,78.805701,124.478915,183.547189,6.485432,0,0,0,1197.731873,216.387873,81.83,65.812832,56.96,72.056977,0.010254,68.477602,11.911898,5.476799,4.325,210,0.976067,0.070344,56.394655,121.431736,26.00651,78.805701
10499.12592,0.976863,10499.12592,0,0,0,0,0.003,0,0.171662,0.577262,0,0.224939,0,0,0,0,32.2434,0,1844.989206,6204.299226,0,2417.594089,86.69933,64,95,0.010224,36.847932,2.084447,70.921548,70.921548,0,785.919503,0,0,2543.667103,85.377782,0.010095,38.026752,414.587054,5.248252,1.29062,78.805701,124.529832,0,0,0,0,0,2002.665913,195.781079,79.73,65.74049,58.355,72.056977,0.010683,0,0,0,3.966667,210,0.976067,0.07057,54.702379,119.846811,0,78.805701
9565.465767,0.889993,9565.465767,0,0,0,0,0.257304,0,0.195356,0.221967,0,0.215367,0,0,0,0,2765.44765,0,2099.646757,2385.653615,0,2314.717744,84.117868,64,95,0.010346,40.492955,1.874251,61.618625,61.618625,0,707.427926,0,0,1793.562479,80.541483,0.010211,44.902898,345.431085,10.584912,5.042938,78.805701,124.594555,1146.465353,241.977852,0,0,0,4061.608073,159.727459,78.35,65.40418,58.49,72.056977,0.010758,0,0,0,3.566667,210,0.976067,0.070742,53.394897,118.631701,0,78.805701
10758.70934,1.001015,10758.70934,0,0,0,0,0.48604,0,0.137517,0.18602,0,0.191437,0,0,0,0,5223.864808,0,1478.009105,1999.308547,0,2057.526884,82.079016,64,95,0.010451,43.673362,1.694708,54.210093,54.210093,0,642.479214,0,0,1469.020239,77.438159,0.010325,50.248746,292.570465,7.571852,3.420955,78.805701,124.389029,2521.156367,656.31431,0,0,0,2856.981182,139.120665,77.27,65.395036,58.955,72.056977,0.010999,0,0,0,3.225,210,0.976067,0.070858,52.565035,117.865653,0,78.805701
4284.712403,0.398659,4284.712403,0,0,0,0,0.031904,0,0.060574,0.133888,0,0.172293,0,0,0,0,342.898991,0,651.034208,1439.005008,0,1851.774196,81.491013,64,95,0.010589,45.084474,1.506407,47.438066,47.438066,0,579.54759,0,0,1752.05094,75.19835,0.010467,54.846988,262.996036,0,0,78.805701,124.051584,191.539342,47.074616,0,0,0,0,77.267207,76.19,65.176905,59.39,72.056977,0.011092,0,0,0,2.866667,210,0.976067,0.07099,51.67258,117.046775,0,78.805701
3215.536244,0.299181,3215.536244,0,0,0,0,0.003,0,0.030077,0.098596,0,0.167507,0,0,0,0,32.2434,0,323.26627,1059.690551,0,1800.336023,81.336221,64,95,0.010739,45.941345,1.326865,42.607191,42.607191,0,528.982251,0,0,1670.765926,73.41874,0.010584,58.85659,244.940602,0,0,78.805701,124.051584,0,0,0,0,0,0,20.606794,75.11,64.970608,59.855,72.056977,0.011193,0,0,0,2.525,210,0.976067,0.071122,50.630778,116.095819,0,78.805701
3583.792551,0.333444,3583.792551,0,0,0,0,0.065911,0,0.018046,0.091551,0,0.157936,0,0,0,0,708.397209,0,193.959762,983.975901,0,1697.459679,82.64962,64,95,0.010816,44.339263,1.138564,40.148099,40.148099,0,0,0,0,510.015315,71.779562,0.010693,62.83155,224.797243,0,0,78.805701,124.051584,135.159816,29.695443,0,0,0,0,10.319935,73.925,64.902905,60.29,72.056977,0.011417,0,0,0,2.166667,210,0.976067,0.071255,49.582555,115.144864,0,78.798436
2675.667466,0.24895,2675.667466,0,0,0,0,0.003,0,0.012031,0.08077,0,0.15315,0,0,0,0,32.2434,0,129.306508,868.096051,0,1646.021507,83.166595,64,95,0.010866,43.797573,0.959021,38.928471,38.928471,0,0,0,0,582.929534,70.145283,0.01082,67.196223,207.400267,0,0,78.805701,124.051584,0,0,0,0,0,0,2.579984,72.77,64.768884,60.65,72.056977,0.011588,0,0,0,1.825,210,0.976067,0.07139,48.527819,114.193908,0,78.798436
3083.152156,0.286864,3083.152156,0,0,0,0,0.052318,0,0.012031,0.074151,0,0.148364,0,0,0,0,562.304105,0,129.306508,796.958209,0,1594.583335,82.381744,64,95,0.010909,45.106968,0.77072,36.539176,36.539176,0,0,0,0,524.740051,68.617911,0.010932,71.514943,193.10883,0,0,78.805701,124.051584,319.473232,74.966698,0,0,0,0,2.579984,71.69,64.695674,61.115,72.056977,0.011785,0,0,0,1.466667,210,0.976067,0.071513,47.67382,113.427861,0,78.798436
2687.554872,0.250056,2687.554872,0,0,0,0,0.003,0,0.012418,0.081489,0,0.15315,0,0,0,0,32.2434,0,133.461038,875.828927,0,1646.021507,82.315352,64,95,0.010952,45.371566,0.591177,35.793095,35.793095,0,0,0,0,635.114826,67.028052,0.011048,76.329757,183.898643,0,0,78.805701,124.051584,0,0,0,0,0,0,10.319935,70.61,64.677221,61.55,72.056977,0.012021,0,0,0,1.125,210,0.976067,0.071632,46.755192,112.608983,0,78.798436
3584.246846,0.333487,3584.246846,0,0,0,0,0.051691,0,0.031923,0.091937,0,0.157936,0,0,0,0,555.562964,0,343.105989,988.118214,0,1697.459679,81.732119,64,95,0.011004,46.457821,0.402876,35.718751,35.718751,0,0,0,0,588.98441,65.529087,0.011181,81.350876,178.6848,0,0,78.805701,124.051584,303.284247,77.827133,0,0,0,0,72.140316,69.53,64.60957,62.015,72.056977,0.012222,0,0,0,0.766667,221.666667,0.976067,0.071755,45.682616,111.658027,0,78.798436
4506.758679,0.419319,4506.758679,0,0,0,0,0.003,0,0.074947,0.139293,0.025,0.177079,0,0,0,0,32.2434,0,805.518148,1497.089763,268.695,1903.212368,81.583906,64,95,0.011067,46.941182,0.223334,106.370978,6.370979,99.999999,0,0,2711.845859,1150.318746,64.674135,0.011301,84.684357,169.82536,0,0,78.805701,124.051584,0,0,0,0,0,0,247.314602,68.45,64.495278,62.45,72.056977,0.01239,92.982317,20.692988,10.11711,0.425,230,0.976067,0.071883,44.814072,110.89198,46.796141,78.798436
6166.664809,0.573761,6166.664809,0,0,0,0,0.067405,0,0.094844,0.205503,0.005,0.201009,0,0,0,0,724.456979,0,1019.36245,2208.703152,53.739,2160.403228,83.888913,64,95,0.011132,43.833429,0.065686,39.733573,39.733573,0,0,0,4875.003161,630.539715,68.160623,0.011397,75.867444,106.388846,2.5758,1.178245,78.802838,124.162836,192.937956,41.132389,0,0,0,975.88664,262.761428,68.525,64.548383,62.6,72.056977,0.012411,165.862492,76.531016,25.041829,0.125,230,0.976067,0.07187,44.934202,110.997641,84.978078,78.798436
5962.22616,0.554739,5962.22616,0,0,0,0,0.003,0,0.093992,0.251952,0,0.205795,0,0,0,0,32.2434,0,1010.211415,2707.929945,0,2211.8414,86.481473,64,95,0.011172,40.492705,0,39.137561,39.137561,0,0,0,5669.981729,466.338878,77.381527,0.011475,56.15008,204.643943,0,0,78.798447,124.836882,0,0,0,0,0,0,252.441493,71.21,65.129147,62.075,72.056977,0.012203,226.248167,147.162004,33.41552,0,230,0.976067,0.071531,47.310255,113.110876,104.92646,78.798436
6475.5589,0.602501,6475.5589,0,0,0,0,0.003,0,0.090008,0.303698,0,0.205795,0,0,0,0,32.2434,0,967.383377,3264.090722,0,2211.8414,89.30671,64,95,0.011207,37.134258,0.030654,38.507263,38.507263,0,0,0,4910.388656,311.901788,88.699517,0.011561,39.245172,325.151417,0.079188,0.037531,78.798446,124.812542,0,0,0,0,0,30.341718,221.54784,74.54,65.541618,60.965,72.056977,0.011731,264.973189,215.273771,36.453295,0.058333,230,0.976067,0.071137,50.220408,115.726003,105.502406,78.798436
7140.275843,0.664348,7140.275843,0,0,0,0,0.053226,0,0.087191,0.318137,0,0.205795,0,0,0,0,572.059262,0,937.106651,3419.26853,0,2211.8414,89.557455,64,95,0.011227,36.909072,0.267125,105.757969,5.75797,99.999999,0,0,3699.475262,140.069453,99.395448,0.011534,28.114061,415.440373,0,0,78.798445,124.739957,163.283932,20.588648,0,0,0,0,200.941047,77.63,65.855921,59.81,72.056977,0.011247,289.53954,271.953798,36.215556,0.508333,230,0.976067,0.070782,53.045765,118.314716,91.794459,78.798436
6808.212504,0.633452,6808.212504,0,0,0,0,0.003,0,0.083288,0.336583,0,0.210581,0,0,0,0,32.2434,0,895.159068,3617.530464,0,2263.279572,91.419921,64,95,0.011239,34.847906,0.634968,33.668136,33.668136,0,0,0,2606.022002,182.711451,108.439194,0.011412,21.246397,482.459425,0,0,78.798445,124.739957,0,0,0,0,0,0,159.727459,80.975,66.530555,59.15,72.056977,0.01097,304.200104,311.840967,34.789123,1.208333,230,0.976067,0.070375,56.109242,121.167582,83.178999,78.798436
6786.564627,0.631438,6786.564627,0,0,0,0,0.003,0,0.080471,0.3326,0,0.215367,0,0,0,0,32.2434,0,864.882342,3574.72114,0,2314.717744,91.996253,64,95,0.011253,34.268244,1.002812,35.734968,35.734968,0,0,0,2647.334487,189.845361,115.025926,0.011276,17.3493,530.722489,0.219397,0.1027,78.798444,124.717558,0,0,0,0,0,83.73107,139.120665,84.29,67.561469,59.105,72.056977,0.010972,310.6983,331.274704,33.70609,1.908333,230,0.976067,0.069946,59.119078,124.020449,76.822234,78.798436
6946.988818,0.646364,6946.988818,0,0,0,0,0.051159,0,0.079642,0.300196,0,0.215367,0,0,0,0,549.847458,0,855.972971,3226.450645,0,2314.717744,92.85229,64,95,0.011268,33.415469,1.370655,43.22534,43.22534,0,0,0,3238.958105,165.301075,118.834511,0.01119,15.455057,564.810667,0,0,78.798441,124.490103,33.377016,2.24737,0,0,0,0,123.640763,87.11,68.518201,59.39,72.056977,0.011048,310.011499,328.901802,33.811752,2.608333,230,0.976067,0.069577,61.88846,126.688407,74.013261,78.798436
