SF PT 1 Elec All Elec + EE - Source Energy|Total (*),SF PT 1 Elec All Elec + EE - Site Energy|Total (E),SF PT 1 Elec All Elec + EE - Source Energy|Total (E),SF PT 1 Elec All Elec + EE - Site Energy|Cooling (E),SF PT 1 Elec All Elec + EE - Site Energy|Heating (E),SF PT 1 Elec All Elec + EE - Site Energy|Cooling Fan/Pump (E),SF PT 1 Elec All Elec + EE - Site Energy|Heating Fan/Pump (E),SF PT 1 Elec All Elec + EE - Site Energy|Hot Water (E),SF PT 1 Elec All Elec + EE - Site Energy|Hot Water - Suppl. (E),SF PT 1 Elec All Elec + EE - Site Energy|Lights (E),SF PT 1 Elec All Elec + EE - Site Energy|Lg. Appl. (E),SF PT 1 Elec All Elec + EE - Site Energy|Vent Fan (E),SF PT 1 Elec All Elec + EE - Site Energy|Misc. (E),SF PT 1 Elec All Elec + EE - Source Energy|Cooling (E),SF PT 1 Elec All Elec + EE - Source Energy|Heating (E),SF PT 1 Elec All Elec + EE - Source Energy|Cooling Fan/Pump (E),SF PT 1 Elec All Elec + EE - Source Energy|Heating Fan/Pump (E),SF PT 1 Elec All Elec + EE - Source Energy|Hot Water (E),SF PT 1 Elec All Elec + EE - Source Energy|Hot Water - Suppl. (E),SF PT 1 Elec All Elec + EE - Source Energy|Lights (E),SF PT 1 Elec All Elec + EE - Source Energy|Lg. Appl. (E),SF PT 1 Elec All Elec + EE - Source Energy|Vent Fan (E),SF PT 1 Elec All Elec + EE - Source Energy|Misc. (E),SF PT 1 Elec All Elec + EE - Living Space|Indoor Temperature,SF PT 1 Elec All Elec + EE - Living Space|Heating Setpoint,SF PT 1 Elec All Elec + EE - Living Space|Cooling Setpoint,SF PT 1 Elec All Elec + EE - Living Space|Indoor Humidity,SF PT 1 Elec All Elec + EE - Living Space|Indoor Relative Humidity,SF PT 1 Elec All Elec + EE - Living Space|Wind Speed (at Building),SF PT 1 Elec All Elec + EE - Living Space|Infiltration + Mech. Vent.,SF PT 1 Elec All Elec + EE - Living Space|Infiltration,SF PT 1 Elec All Elec + EE - Living Space|Mech. Vent. (rated),SF PT 1 Elec All Elec + EE - Living Space|Natural Ventilation,SF PT 1 Elec All Elec + EE - Living Space|System Flow Rate to Zone,SF PT 1 Elec All Elec + EE - Living Space|Zone Glazing Transmitted Solar,SF PT 1 Elec All Elec + EE - Living Space|Latent Gains/Losses,SF PT 1 Elec All Elec + EE - Unfinished Attic|Indoor Temperature,SF PT 1 Elec All Elec + EE - Unfinished Attic|Indoor Humidity,SF PT 1 Elec All Elec + EE - Unfinished Attic|Indoor Relative Humidity,SF PT 1 Elec All Elec + EE - Unfinished Attic|Infiltration,SF PT 1 Elec All Elec + EE - Domestic Water System|Hot Water Use Flow Rate,SF PT 1 Elec All Elec + EE - Domestic Water System|Cold Water Use Flow Rate,SF PT 1 Elec All Elec + EE - Domestic Water System|Water Heater Inlet Temperature,SF PT 1 Elec All Elec + EE - Domestic Water System|Delivered Hot Water Temperature,SF PT 1 Elec All Elec + EE - Domestic Water System|HPWH Sensible Heat Removed (inc. fan heat),SF PT 1 Elec All Elec + EE - Domestic Water System|HPWH Latent Heat Removed,SF PT 1 Elec All Elec + EE - Delivered Energy|Heating Delivered (main),SF PT 1 Elec All Elec + EE - Delivered Energy|Cooling Delivered (sensible),SF PT 1 Elec All Elec + EE - Delivered Energy|Cooling Delivered (latent),SF PT 1 Elec All Elec + EE - Delivered Energy|DHW Delivered Energy,SF PT 1 Elec All Elec + EE - Delivered Energy|DHW Pipe Heat Losses - Unit,SF PT 1 Elec All Elec + EE - Weather|Outdoor Drybulb,SF PT 1 Elec All Elec + EE - Weather|Outdoor Wetbulb,SF PT 1 Elec All Elec + EE - Weather|Outdoor Dew Point,SF PT 1 Elec All Elec + EE - Weather|Ground Temperature,SF PT 1 Elec All Elec + EE - Weather|Outdoor Humidity Ratio,SF PT 1 Elec All Elec + EE - Weather|Direct Normal Solar,SF PT 1 Elec All Elec + EE - Weather|Total Horizontal Solar,SF PT 1 Elec All Elec + EE - Weather|Diffuse Horizontal Solar,SF PT 1 Elec All Elec + EE - Weather|Wind Speed (at Weather Station),SF PT 1 Elec All Elec + EE - Weather|Wind Direction,SF PT 1 Elec All Elec + EE - Weather|Atmospheric Pressure,SF PT 1 Elec All Elec + EE - Weather|Outdoor Air Density,SF PT 1 Elec All Elec + EE - Weather|Sky Temperature,SF PT 1 Elec All Elec + EE - Weather|Sky Radiation Losses,SF PT 1 Elec All Elec + EE - Weather|Total Vertical Solar,SF PT 1 Elec All Elec + EE - Weather|Mains Water Temperature
4587.684557,0.426849,4587.684557,0,0,0,0,0.003,0,0.013376,0.061269,0,0.349204,0,0,0,0,32.2434,0,143.759738,658.511794,0,3753.169624,67.302754,65,95,0.010058,68.85808,0,37.022821,37.022821,0,0,0,0,-40.247088,46.681787,0.006902,100,224.189207,0,0,63.968831,132.106683,0,0,0,0,0,0,10.319935,53.825,50.468957,47.705,61.095585,0.007205,0,0,0,0,200,0.97508,0.074464,27.577349,96.49557,0,63.96876
5081.343166,0.47278,5081.343166,0,0,0,0,0.003,0,0.036701,0.072962,0,0.360116,0,0,0,0,32.2434,0,394.459857,784.183735,0,3870.456175,66.926103,65,95,0.010053,69.729003,0,37.384504,37.384504,0,0,0,0,-60.611828,46.112903,0.006754,100,224.674145,0.094845,0.044888,63.968826,131.923091,0,0,0,0,0,53.588947,72.140316,53.285,49.961991,47.27,61.095585,0.007062,0,0,0,0,200,0.97508,0.074559,26.942178,95.993676,0,63.96876
11396.95307,1.060399,11396.95307,0,0.407572,0,0.011464,0.003,0,0.086165,0.123432,0.025,0.403767,0,4380.497069,0,123.21206,32.2434,0,926.082854,1326.620307,268.695,4339.602378,70.934421,71,95,0.010007,60.508558,0,109.194244,9.194245,99.999999,0,214.690548,0,-1083.216831,45.588816,0.006619,100,226.448592,1.57313,0.660966,63.96879,130.195832,0,0,6703.405122,0,0,856.797259,247.314602,52.85,49.553587,46.805,61.095585,0.006949,0,0,0,0,200,0.97508,0.074636,26.372439,95.544614,0,63.96876
10725.70294,0.997944,10725.70294,0,0.197705,0,0.00809,0.02609,0,0.109039,0.193689,0.005,0.45833,0,2124.896272,0,86.950695,280.412153,0,1171.933979,2081.735709,53.739,4926.035132,71.187574,71,95,0.009961,59.72298,0,44.487901,44.487901,0,0,92.833062,1962.863712,824.838189,46.442633,0.006576,96.259257,224.240767,14.003354,5.371457,63.968761,128.484388,167.200514,86.814999,3033.770736,0,0,7430.425674,262.761428,53.225,49.604168,46.475,61.095585,0.00689,153.764224,26.813188,9.668048,0,200,0.97508,0.074589,26.674143,95.782353,57.245503,63.96876
16083.02562,1.496402,16083.02562,0,0.222112,0,0.006679,0.441728,0,0.115878,0.240762,0,0.469242,0,2387.219242,0,71.782997,4747.607006,0,1245.436669,2587.658023,0,5043.321682,71.046035,71,95,0.009961,60.00162,0,41.355836,41.355836,0,0,108.614374,3208.716004,-1829.854602,53.24451,0.006609,75.489719,131.332984,3.337221,1.145594,63.96876,125.90741,827.908289,456.488857,4145.085622,0,0,1719.202737,252.441493,55.28,50.551244,46.61,61.095585,0.006919,236.86717,83.150277,18.041739,0,200,0.97508,0.074288,28.635249,97.340863,98.233684,63.96876
14510.97066,1.350134,14510.97066,0,0.043024,0,0.001503,0.404053,0,0.119115,0.313198,0,0.469242,0,462.408459,0,16.15147,4342.6759,0,1280.221803,3366.19134,0,5043.321682,71.116178,71,95,0.009843,59.165172,0,27.10129,27.10129,0,0,20.16245,3859.189377,-1189.187425,64.998569,0.006638,49.963205,122.480096,1.634438,0.665637,63.96876,123.457223,436.399466,197.933572,658.986694,0,0,812.782512,221.54784,62.36,53.961445,47.39,61.095585,0.007175,280.901694,137.90209,22.505947,0,200,0.97508,0.073252,35.6036,103.073012,121.256505,63.96876
9613.279623,0.894442,9613.279623,0,0,0,0,0.003,0,0.115876,0.306323,0,0.469242,0,0,0,0,32.2434,0,1245.413454,3292.301087,0,5043.321682,74.284865,71,95,0.009771,52.832706,0,102.014003,2.014004,99.999999,0,0,3817.950182,-1036.90867,77.824366,0.006693,32.549735,261.919473,5.652546,1.802016,63.96876,124.442532,0,0,0,0,0,2858.895836,200.941047,68.24,55.914162,46.79,61.095585,0.006944,303.169902,178.009967,24.645597,0,200,0.975656,0.072504,41.043538,107.616466,129.898289,63.96876
12030.09429,1.119308,12030.09429,0,0,0,0,0.200503,0,0.111389,0.32726,0,0.480155,0,0,0,0,2154.970296,0,1197.18743,3517.328329,0,5160.608233,76.416066,71,95,0.009738,49.050969,0,17.61768,17.61768,0,0,0,3445.35831,-496.500988,88.805506,0.006686,22.764789,360.963646,3.607362,1.112671,63.96876,124.429894,447.963504,149.962991,0,0,0,1810.177731,159.727459,71.75,56.459878,44.99,61.095585,0.006464,312.705873,198.155737,25.305983,0,200,0.976067,0.07211,43.872792,110.073101,127.790988,63.96876
9957.081648,0.92643,9957.081648,0,0,0,0,0.003,0,0.10815,0.324212,0,0.491067,0,0,0,0,32.2434,0,1162.379081,3484.564384,0,5277.894784,79.270938,71,95,0.00973,44.619225,0,18.626769,18.626769,0,0,0,3248.542351,21.832049,96.417622,0.00661,17.724319,422.73116,3.93007,1.269271,63.96876,124.806554,0,0,0,0,0,1993.997126,139.120665,73.715,56.78092,43.715,61.095585,0.006209,312.309641,196.396234,25.253152,0,200,0.976067,0.071874,45.44408,111.446704,116.470434,63.96876
12047.0029,1.120881,12047.0029,0,0,0,0,0.234232,0,0.107197,0.288384,0,0.491067,0,0,0,0,2517.480308,0,1152.136213,3099.49159,0,5277.894784,80.75889,71,95,0.00972,42.445516,0.245229,21.591621,21.591621,0,0,0,3262.786887,-335.323668,100.351545,0.00651,15.4759,452.769602,4.078488,1.28009,63.96876,124.706228,1207.406034,307.547602,0,0,0,2055.06577,123.640763,74.99,57.405317,44.075,61.095585,0.006293,302.192531,173.113501,24.460689,0.466667,200,0.976067,0.071693,46.841795,112.688229,106.541168,63.96876
10523.215,0.979104,10523.215,0,0,0,0,0.10787,0,0.108493,0.282586,0,0.480155,0,0,0,0,1159.364903,0,1166.06034,3037.181527,0,5160.608233,80.683938,71,95,0.009676,42.381382,1.064119,32.182109,32.182109,0,0,0,3192.583774,-593.202097,100.374498,0.006474,15.380266,481.392564,0,0,63.96876,124.420264,783.878094,202.0476,0,0,0,0,123.640763,76.475,58.165342,44.6,61.095585,0.006415,278.84129,130.675068,22.294624,2.025,200,0.976067,0.07148,48.351388,114.035416,112.419182,63.96876
9577.736977,0.891135,9577.736977,0,0,0,0,0.003,0,0.116959,0.269195,0,0.50198,0,0,0,0,32.2434,0,1257.057249,2893.254994,0,5395.181335,82.958503,71,72,0.009646,39.219966,1.217387,40.782538,40.782538,0,0,0,3136.761909,-359.325781,95.691481,0.006471,17.742334,456.744212,0.180574,0.056648,63.96876,124.440394,0,0,0,0,0,90.977067,108.193936,75.635,57.981718,45.02,61.095585,0.006493,232.165223,74.834895,17.619093,2.316667,188.333333,0.976067,0.071584,47.552738,113.322199,101.746406,63.96876
11651.30384,1.084064,11651.30384,0,0,0,0,0.079797,0,0.141111,0.339351,0,0.523805,0,0,0,0,857.644492,0,1516.633498,3647.271416,0,5629.754436,82.891233,71,72,0.009626,39.232329,0.783857,35.476376,35.476376,0,0,0,1868.25371,-219.995958,89.51533,0.006499,21.597655,390.186431,0.1346,0.042502,63.96876,124.517574,283.836136,44.355233,0,0,0,67.920369,144.247556,72.875,57.373768,45.95,61.095585,0.006752,140.0282,20.631491,9.166155,1.491667,180,0.976067,0.071925,45.199987,111.23538,38.530313,63.96876
13133.83415,1.222002,13133.83415,0,0,0,0,0.003,0,0.186709,0.439837,0.025,0.567456,0,0,0,0,32.2434,0,2006.709993,4727.285121,268.695,6098.900639,81.717063,71,95,0.009592,40.612537,0.446667,106.475388,6.475388,99.999999,0,0,0,-688.792062,81.368695,0.006586,28.471397,318.601179,2.701638,0.864788,63.96876,124.728345,0,0,0,0,0,1367.758557,190.621111,69.395,56.509825,46.925,61.095585,0.007028,0,0,0,0.85,180,0.976067,0.072367,42.233292,108.646668,0,63.96876
14336.27916,1.33388,14336.27916,0,0,0,0,0.138314,0,0.233572,0.378626,0.005,0.578368,0,0,0,0,1486.566652,0,2510.385217,4069.401101,53.739,6216.18719,79.725748,71,95,0.009574,43.264339,0.131373,36.888696,36.888696,0,0,0,0,-44.377354,73.1734,0.006667,37.680982,228.722713,0,0,63.96876,124.727116,389.902759,91.354469,0,0,0,0,226.707808,66.665,55.657278,47.405,61.095585,0.007154,0,0,0,0.25,180,0.975491,0.072684,39.780028,106.533433,0,63.96876
11518.59656,1.071717,11518.59656,0,0,0,0,0.003,0,0.243497,0.279589,0,0.545631,0,0,0,0,32.2434,0,2617.060336,3004.965289,0,5864.327538,78.653967,71,95,0.009575,44.757439,0,37.816116,37.816116,0,0,0,0,100.864073,67.418651,0.00671,46.067972,147.283064,0.740617,0.235888,63.96876,124.67106,0,0,0,0,0,374.498805,216.387873,64.79,54.651185,46.955,61.095585,0.007005,0,0,0,0,180,0.97508,0.07293,37.911885,104.948508,0,63.96876
12544.58042,1.167177,12544.58042,0,0,0,0,0.190784,0,0.206964,0.256536,0,0.512893,0,0,0,0,2050.506606,0,2224.41275,2757.193181,0,5512.467885,76.376183,71,95,0.009571,48.288689,0,37.246418,37.246418,0,0,0,0,-406.442341,62.448576,0.006719,54.82923,75.589743,3.63854,1.288643,63.96876,124.245446,580.416106,189.357108,0,0,0,1827.200854,195.781079,63.305,53.776711,46.475,61.095585,0.006848,0,0,0,0,180,0.97508,0.073156,36.466945,103.733398,0,63.96876
9415.838607,0.876071,9415.838607,0,0,0,0,0.003,0,0.156731,0.225273,0,0.491067,0,0,0,0,32.2434,0,1684.508385,2421.192038,0,5277.894784,75.217329,71,95,0.009555,50.049484,0,36.148761,36.148761,0,0,0,0,70.902936,58.912313,0.006727,62.210454,142.832886,0.687587,0.2158,63.96876,124.432799,0,0,0,0,0,346.457716,159.727459,62.15,53.25158,46.295,61.095585,0.006818,0,0,0,0,180,0.97508,0.073321,35.325938,102.782442,0,63.96876
9351.660364,0.8701,9351.660364,0,0,0,0,0.115441,0,0.134857,0.183298,0,0.436504,0,0,0,0,1240.731482,0,1449.413057,1970.053794,0,4691.46203,73.981084,71,95,0.009557,52.188212,0,36.515169,36.515169,0,0,0,0,-131.672484,56.530331,0.006736,67.848543,174.59076,1.252022,0.389021,63.96876,124.347505,505.932412,177.814618,0,0,0,629.355628,139.120665,61.07,52.767114,46.115,61.095585,0.006796,0,0,0,0,180,0.97508,0.073476,34.176985,101.831487,0,63.96876
6222.56383,0.578962,6222.56383,0,0,0,0,0.003,0,0.060574,0.122534,0,0.392854,0,0,0,0,32.2434,0,651.034208,1316.970394,0,4222.315827,72.720005,65,95,0.009548,54.383963,0,35.75288,35.75288,0,0,0,0,11.962929,54.63549,0.006741,72.728606,190.366059,0,0,63.96876,124.187689,0,0,0,0,0,0,77.267207,59.99,52.261106,45.935,61.095585,0.006765,0,0,0,0,180,0.97508,0.073632,33.019957,100.880531,0,63.96876
6075.956086,0.565321,6075.956086,0,0,0,0,0.072943,0,0.030077,0.080359,0,0.381941,0,0,0,0,783.979183,0,323.26627,863.681357,0,4105.029276,71.475976,65,95,0.009543,56.700521,0,35.650285,35.650285,0,0,0,0,-163.840404,53.103298,0.006741,76.925986,200.04094,0,0,63.96876,124.187689,399.923522,156.796131,0,0,0,0,20.606794,58.91,51.734195,45.755,61.095585,0.006725,0,0,0,0,180,0.97508,0.07379,31.854719,99.929576,0,63.948569
4843.256706,0.450628,4843.256706,0,0,0,0,0.003,0,0.018046,0.069465,0,0.360116,0,0,0,0,32.2434,0,193.959762,746.59737,0,3870.456175,70.720236,65,95,0.009535,58.115853,0,36.09717,36.09717,0,0,0,0,-24.100453,51.695623,0.006736,80.949677,205.691747,0,0,63.96876,124.187689,0,0,0,0,0,0,10.319935,57.83,51.18699,45.575,61.095585,0.006677,0,0,0,0,180,0.97508,0.07395,30.910562,99.163528,0,63.948569
5170.983038,0.48112,5170.983038,0,0,0,0,0.061514,0,0.012031,0.058372,0,0.349204,0,0,0,0,661.139244,0,129.306508,627.367663,0,3753.169624,69.756046,65,95,0.009525,59.995013,0,36.24408,36.24408,0,0,0,0,-175.274419,50.479126,0.006725,84.546588,208.668852,0,0,63.96876,124.187689,310.71936,133.510696,0,0,0,0,2.579984,56.75,50.620065,45.395,61.095585,0.006621,0,0,0,0,215,0.97508,0.074111,29.894038,98.34465,0,63.948569
4941.105295,0.459732,4941.105295,0,0,0,0,0.057035,0,0.012031,0.052375,0,0.338291,0,0,0,0,612.998762,0,129.306508,562.916953,0,3635.883073,69.077796,65,95,0.009517,61.355169,0,37.484967,37.484967,0,0,0,0,-200.454301,49.263532,0.006705,88.196766,209.169924,0.117965,0.036391,63.965706,124.208648,271.987426,126.1113,0,0,0,59.223132,2.579984,55.565,49.939628,45.215,61.095585,0.006534,0,0,0,0,240,0.97508,0.074292,28.706227,97.393694,0,63.948569
4587.684557,0.426849,4587.684557,0,0,0,0,0.003,0,0.013376,0.061269,0,0.349204,0,0,0,0,32.2434,0,143.759738,658.511794,0,3753.169624,68.467934,65,95,0.009503,62.5545,0,37.9761,37.9761,0,0,0,0,-80.750779,48.07706,0.006681,91.879371,209.534984,0,0,63.963561,124.223366,0,0,0,0,0,0,10.319935,54.41,49.371398,45.035,61.095585,0.006502,0,0,0,0,240,0.97508,0.074463,27.509685,96.442739,0,63.948569
5651.023323,0.525784,5651.023323,0,0,0,0,0.056004,0,0.036701,0.072962,0,0.360116,0,0,0,0,601.923557,0,394.459857,784.183735,0,3870.456175,67.827848,65,95,0.009491,63.87852,0,39.071895,39.071895,0,0,0,0,-218.390621,46.95321,0.006655,95.479318,210.679616,0,0,63.963561,124.223366,255.768997,124.053335,0,0,0,0,72.140316,53.33,48.817846,44.855,61.095585,0.006463,0,0,0,0,240,0.97508,0.074624,26.53996,95.676691,0,63.948569
10632.68447,0.989289,10632.68447,0,0.33867,0,0.009256,0.003,0,0.086165,0.123432,0.025,0.403767,0,3639.958597,0,99.481936,32.2434,0,926.082854,1326.620307,268.695,4339.602378,70.953167,71,95,0.00944,57.094088,0,109.70064,9.700641,99.999999,0,166.635389,0,-891.849134,45.85763,0.00662,99.005526,211.21649,3.431129,1.059852,63.961351,124.223633,0,0,4926.414835,0,0,1723.089956,247.314602,52.25,48.171112,44.675,61.095585,0.00638,0,0,0,0,240,0.97508,0.074791,25.495635,94.857813,0,63.948569
22389.34777,2.083156,22389.34777,0,0.18707,0,0.00698,0.282146,0.75,0.109039,0.284592,0.005,0.45833,0,2010.587109,0,75.01755,3032.445575,8060.85,1171.933979,3058.73943,53.739,4926.035132,71.047047,71,95,0.009452,56.978097,0.153268,46.130427,46.130427,0,0,92.537644,1897.402133,396.468983,46.217392,0.006532,96.430516,214.894116,32.198677,7.726098,63.948569,118.003243,1759.880963,857.982608,3035.522325,0,0,15004.24956,262.761428,52.325,48.482759,45.125,61.095585,0.006521,142.722574,26.392183,10.460511,0.291667,240,0.97508,0.074764,25.698168,95.016305,55.529101,63.948569
48440.18283,4.506986,48440.18283,0,0.051437,0,0.001667,0.003,3.625,0.115878,0.240762,0,0.469242,0,552.831196,0,17.916864,32.2434,38960.775,1245.436669,2587.658023,0,5043.321682,71.043638,71,95,0.009447,56.95415,0.599935,43.131144,43.131144,0,0,22.22051,3095.771258,-174.504111,52.723705,0.006554,76.334243,181.419707,1.911506,0.50294,63.948569,113.001185,0,0,726.711638,0,0,926.369379,252.441493,55.325,50.697152,46.865,61.095585,0.006988,221.942452,81.061841,20.049312,1.141667,240,0.97508,0.074273,28.988078,97.631433,94.996559,63.948569
9506.297013,0.884488,9506.297013,0,0,0,0,0.003,0,0.119115,0.293131,0,0.469242,0,0,0,0,32.2434,0,1280.221803,3150.510128,0,5043.321682,72.555361,71,95,0.009441,54.097874,0.350327,32.829663,32.829663,0,0,0,3742.466392,-13.545403,64.036472,0.006613,51.411451,145.329464,6.912348,2.331112,63.948569,125.501097,0,0,0,0,0,3546.510381,221.54784,61.4,53.370713,47,61.095585,0.007056,264.10148,134.213055,25.72863,0.666667,240,0.97508,0.0734,34.785855,102.359795,117.903285,63.948569
14027.92279,1.30519,14027.92279,0,0,0,0,0.403365,0,0.115876,0.316706,0,0.469242,0,0,0,0,4335.28998,0,1245.413454,3403.897677,0,5043.321682,73.402136,71,95,0.009408,52.433451,0.030654,101.824918,1.824918,99.999999,0,0,3737.993207,-1432.93225,76.922117,0.006653,33.419763,242.863663,13.799292,4.442625,63.948569,123.61349,634.655015,263.276585,0,0,0,6963.152426,200.941047,68.6,55.980586,46.4,61.095585,0.006905,285.392317,173.109869,28.739989,0.058333,240,0.975656,0.07246,41.383336,107.933451,127.257693,63.948569
15502.86588,1.442422,15502.86588,0,0,0,0,0.484556,0,0.111389,0.366322,0,0.480155,0,0,0,0,5207.914854,0,1197.18743,3937.155365,0,5160.608233,74.634677,71,95,0.009305,49.779947,0.696275,18.943438,18.943438,0,0,0,3376.191027,-898.155745,88.175918,0.006676,23.158104,366.550724,1.465825,0.720444,63.948569,121.172259,956.328699,261.179334,0,0,0,703.894038,159.727459,72.65,57.08418,45.35,61.095585,0.00663,294.426394,192.509373,29.770191,1.325,240,0.976067,0.071969,44.993109,111.050472,125.130265,63.948569
11215.38404,1.043505,11215.38404,0,0,0,0,0.083684,0,0.10815,0.360603,0,0.491067,0,0,0,0,899.421536,0,1162.379081,3875.688642,0,5277.894784,77.93659,71,95,0.009263,44.453033,1.309348,39.053372,39.053372,0,0,0,3186.820335,-376.668142,93.360992,0.006633,19.512062,457.016432,4.513383,1.751218,63.948569,123.462535,212.270561,39.525491,0,0,0,2277.884668,139.120665,73.4,57.031473,44.6,61.095585,0.006429,294.267902,191.128406,29.875853,2.491667,240,0.976067,0.071891,45.593762,111.578781,114.414947,63.948569
11513.3444,1.071228,11513.3444,0,0,0,0,0.079125,0,0.107197,0.393838,0,0.491067,0,0,0,0,850.421087,0,1152.136213,4232.892317,0,5277.894784,80.670468,71,95,0.009238,40.489578,1.510786,49.598092,49.598092,0,0,0,3193.310856,-293.769684,94.422492,0.006581,18.729618,489.523052,7.756886,3.344771,63.948569,124.537911,620.69303,125.426209,0,0,0,3895.193794,123.640763,73.19,57.050187,44.81,61.095585,0.006487,284.520608,168.489163,28.528666,2.875,216.666667,0.976067,0.071913,45.384208,111.393873,104.5867,63.948569
12608.03497,1.173081,12608.03497,0,0,0,0,0.231036,0,0.108493,0.353397,0,0.480155,0,0,0,0,2483.129801,0,1166.06034,3798.236598,0,5160.608233,79.44062,71,95,0.009186,41.938873,1.453858,48.092231,48.092231,0,0,0,3107.548954,-785.890731,92.687487,0.006604,19.837449,481.320345,1.227581,1.028446,63.948569,124.408332,952.180098,215.329428,0,0,0,620.99076,123.640763,71.99,57.282033,46.325,61.095585,0.006897,262.041076,127.461869,25.622968,2.766667,217.5,0.976067,0.072028,44.603167,110.707071,109.529717,63.948569
9577.736977,0.891135,9577.736977,0,0,0,0,0.003,0,0.116959,0.269195,0,0.50198,0,0,0,0,32.2434,0,1257.057249,2893.254994,0,5395.181335,81.436439,71,72,0.009161,39.160717,1.458237,52.579893,52.579893,0,0,0,3036.230938,-155.869064,88.577592,0.006773,23.166371,462.058864,0,0,63.948569,124.781337,0,0,0,0,0,0,108.193936,70.19,57.689713,48.875,61.095585,0.007551,217.821644,73.410746,19.732327,2.775,212.5,0.976067,0.072198,43.51674,109.756116,98.663653,63.948569
11840.73981,1.10169,11840.73981,0,0,0,0,0.097423,0,0.141111,0.339351,0,0.523805,0,0,0,0,1047.080461,0,1516.633498,3647.271416,0,5629.754436,81.135953,71,72,0.009155,39.53072,1.646538,61.012822,61.012822,0,0,0,1819.637352,-6.562779,82.217434,0.00708,29.720794,444.350462,0,0,63.948569,124.781337,205.107337,31.023262,0,0,0,0,144.247556,67.76,57.921244,51.26,61.095585,0.008244,130.941292,20.784984,10.064279,3.133333,205.833333,0.976067,0.072451,41.779396,108.250436,37.767893,63.948569
13133.83415,1.222002,13133.83415,0,0,0,0,0.003,0,0.186709,0.439837,0.025,0.567456,0,0,0,0,32.2434,0,2006.709993,4727.285121,268.695,6098.900639,79.598771,71,95,0.009171,41.614805,1.427584,115.115452,15.115453,99.999999,0,0,0,399.899476,74.223907,0.007478,40.825533,368.238321,3.354103,1.068586,63.948569,124.636177,0,0,0,0,0,1696.887975,190.621111,64.775,57.671902,52.895,61.095585,0.008779,0,0,0,2.716667,198.333333,0.975491,0.072758,39.343576,106.163617,0,63.948569
14475.6005,1.346843,14475.6005,0,0,0,0,0.151276,0,0.233572,0.378626,0.005,0.578368,0,0,0,0,1625.887988,0,2510.385217,4069.401101,53.739,6216.18719,77.914988,71,95,0.0092,44.10489,0.9634,47.180386,47.180386,0,0,0,0,319.554928,67.750567,0.007718,52.311477,260.676287,0,0,63.948569,124.523899,413.20215,94.419204,0,0,0,0,226.707808,62.66,56.69363,52.58,61.095585,0.008678,0,0,0,1.833333,190,0.97508,0.073034,37.1587,104.314537,0,63.948569
11518.59656,1.071717,11518.59656,0,0,0,0,0.003,0,0.243497,0.279589,0,0.545631,0,0,0,0,32.2434,0,2617.060336,3004.965289,0,5864.327538,76.870119,71,95,0.009225,45.765195,0.81889,45.279851,45.279851,0,0,0,0,349.661594,62.955164,0.007798,62.406366,186.070753,3.518457,1.128459,63.948569,124.773135,0,0,0,0,0,1782.91837,216.387873,61.22,55.031749,50.615,61.095585,0.008035,0,0,0,1.558333,190,0.97508,0.07331,35.260602,102.729611,0,63.948569
15074.08994,1.402528,15074.08994,0,0,0,0,0.385052,0,0.206964,0.297619,0,0.512893,0,0,0,0,4138.45945,0,2224.41275,3198.749854,0,5512.467885,74.186074,71,95,0.009228,50.114645,0.871439,44.076391,44.076391,0,0,0,0,-552.139507,59.583249,0.007792,70.224525,160.859733,5.002638,2.070978,63.948569,124.007402,1363.562387,469.131043,0,0,0,2509.655792,195.781079,60.2,53.501769,48.59,61.095585,0.0074,0,0,0,1.658333,190,0.97508,0.073528,33.792213,101.514501,0,63.948569
9757.57379,0.907867,9757.57379,0,0,0,0,0.034796,0,0.156731,0.225273,0,0.491067,0,0,0,0,373.978583,0,1684.508385,2421.192038,0,5277.894784,72.989816,71,95,0.009205,51.988158,0.923988,42.962526,42.962526,0,0,0,0,-96.901612,57.346452,0.007726,75.438068,195.07482,0.60128,0.18512,63.948569,123.876207,0,0,0,0,0,301.724265,159.727459,59.585,52.342382,46.79,61.095585,0.006901,0,0,0,1.758333,190,0.97508,0.073674,32.859167,100.748454,0,63.948569
9004.943358,0.837841,9004.943358,0,0.005844,0,0,0.077337,0,0.134857,0.183298,0,0.436504,0,62.810809,0,0,831.203667,0,1449.413057,1970.053794,0,4691.46203,72.460016,71,95,0.009204,52.91906,0.976537,44.64163,44.64163,0,0,2.693606,0,-216.614232,55.857717,0.007573,78.043172,218.310184,0,0,63.948569,124.398454,434.281963,140.92729,264.215173,0,0,0,139.120665,58.94,51.284492,44.99,61.095585,0.006478,0,0,0,1.858333,190,0.97508,0.073815,31.854719,99.929576,0,63.948569
11768.04168,1.094926,11768.04168,0,0,0,0.000171,0.003,0,0.060574,0.638327,0,0.392854,0,0,0,1.840462,32.2434,0,651.034208,6860.607781,0,4222.315827,71.643006,65,95,0.009193,54.33497,0.998433,44.190457,44.190457,0,0,0,0,85.752105,54.793634,0.007397,79.254555,228.665792,3.742975,0,63.948569,124.502124,0,0,0,0,0,1890.536951,77.267207,58.325,50.225643,43.19,61.095585,0.006059,0,0,0,1.9,190,0.97508,0.073952,30.910562,99.163528,0,63.948569
