SF PT 1 Elec All Elec + EE - Source Energy|Total (*),SF PT 1 Elec All Elec + EE - Site Energy|Total (E),SF PT 1 Elec All Elec + EE - Source Energy|Total (E),SF PT 1 Elec All Elec + EE - Site Energy|Cooling (E),SF PT 1 Elec All Elec + EE - Site Energy|Heating (E),SF PT 1 Elec All Elec + EE - Site Energy|Cooling Fan/Pump (E),SF PT 1 Elec All Elec + EE - Site Energy|Heating Fan/Pump (E),SF PT 1 Elec All Elec + EE - Site Energy|Hot Water (E),SF PT 1 Elec All Elec + EE - Site Energy|Hot Water - Suppl. (E),SF PT 1 Elec All Elec + EE - Site Energy|Lights (E),SF PT 1 Elec All Elec + EE - Site Energy|Lg. Appl. (E),SF PT 1 Elec All Elec + EE - Site Energy|Vent Fan (E),SF PT 1 Elec All Elec + EE - Site Energy|Misc. (E),SF PT 1 Elec All Elec + EE - Source Energy|Cooling (E),SF PT 1 Elec All Elec + EE - Source Energy|Heating (E),SF PT 1 Elec All Elec + EE - Source Energy|Cooling Fan/Pump (E),SF PT 1 Elec All Elec + EE - Source Energy|Heating Fan/Pump (E),SF PT 1 Elec All Elec + EE - Source Energy|Hot Water (E),SF PT 1 Elec All Elec + EE - Source Energy|Hot Water - Suppl. (E),SF PT 1 Elec All Elec + EE - Source Energy|Lights (E),SF PT 1 Elec All Elec + EE - Source Energy|Lg. Appl. (E),SF PT 1 Elec All Elec + EE - Source Energy|Vent Fan (E),SF PT 1 Elec All Elec + EE - Source Energy|Misc. (E),SF PT 1 Elec All Elec + EE - Living Space|Indoor Temperature,SF PT 1 Elec All Elec + EE - Living Space|Heating Setpoint,SF PT 1 Elec All Elec + EE - Living Space|Cooling Setpoint,SF PT 1 Elec All Elec + EE - Living Space|Indoor Humidity,SF PT 1 Elec All Elec + EE - Living Space|Indoor Relative Humidity,SF PT 1 Elec All Elec + EE - Living Space|Wind Speed (at Building),SF PT 1 Elec All Elec + EE - Living Space|Infiltration + Mech. Vent.,SF PT 1 Elec All Elec + EE - Living Space|Infiltration,SF PT 1 Elec All Elec + EE - Living Space|Mech. Vent. (rated),SF PT 1 Elec All Elec + EE - Living Space|Natural Ventilation,SF PT 1 Elec All Elec + EE - Living Space|System Flow Rate to Zone,SF PT 1 Elec All Elec + EE - Living Space|Zone Glazing Transmitted Solar,SF PT 1 Elec All Elec + EE - Living Space|Latent Gains/Losses,SF PT 1 Elec All Elec + EE - Unfinished Attic|Indoor Temperature,SF PT 1 Elec All Elec + EE - Unfinished Attic|Indoor Humidity,SF PT 1 Elec All Elec + EE - Unfinished Attic|Indoor Relative Humidity,SF PT 1 Elec All Elec + EE - Unfinished Attic|Infiltration,SF PT 1 Elec All Elec + EE - Domestic Water System|Hot Water Use Flow Rate,SF PT 1 Elec All Elec + EE - Domestic Water System|Cold Water Use Flow Rate,SF PT 1 Elec All Elec + EE - Domestic Water System|Water Heater Inlet Temperature,SF PT 1 Elec All Elec + EE - Domestic Water System|Delivered Hot Water Temperature,SF PT 1 Elec All Elec + EE - Domestic Water System|HPWH Sensible Heat Removed (inc. fan heat),SF PT 1 Elec All Elec + EE - Domestic Water System|HPWH Latent Heat Removed,SF PT 1 Elec All Elec + EE - Delivered Energy|Heating Delivered (main),SF PT 1 Elec All Elec + EE - Delivered Energy|Cooling Delivered (sensible),SF PT 1 Elec All Elec + EE - Delivered Energy|Cooling Delivered (latent),SF PT 1 Elec All Elec + EE - Delivered Energy|DHW Delivered Energy,SF PT 1 Elec All Elec + EE - Delivered Energy|DHW Pipe Heat Losses - Unit,SF PT 1 Elec All Elec + EE - Weather|Outdoor Drybulb,SF PT 1 Elec All Elec + EE - Weather|Outdoor Wetbulb,SF PT 1 Elec All Elec + EE - Weather|Outdoor Dew Point,SF PT 1 Elec All Elec + EE - Weather|Ground Temperature,SF PT 1 Elec All Elec + EE - Weather|Outdoor Humidity Ratio,SF PT 1 Elec All Elec + EE - Weather|Direct Normal Solar,SF PT 1 Elec All Elec + EE - Weather|Total Horizontal Solar,SF PT 1 Elec All Elec + EE - Weather|Diffuse Horizontal Solar,SF PT 1 Elec All Elec + EE - Weather|Wind Speed (at Weather Station),SF PT 1 Elec All Elec + EE - Weather|Wind Direction,SF PT 1 Elec All Elec + EE - Weather|Atmospheric Pressure,SF PT 1 Elec All Elec + EE - Weather|Outdoor Air Density,SF PT 1 Elec All Elec + EE - Weather|Sky Temperature,SF PT 1 Elec All Elec + EE - Weather|Sky Radiation Losses,SF PT 1 Elec All Elec + EE - Weather|Total Vertical Solar,SF PT 1 Elec All Elec + EE - Weather|Mains Water Temperature
4415.125937,0.410793,4415.125937,0,0,0,0,0.048535,0,0.012605,0.071801,0,0.277852,0,0,0,0,521.643285,0,135.481153,771.705476,0,2986.296023,72.901488,65,95,0.007903,44.858103,1.116668,45.159313,45.159313,0,0,0,0,515.502228,57.591332,0.007956,76.966085,238.321258,0,0,74.347284,123.890633,260.850543,22.184312,0,0,0,0,10.319935,60.74,55.195574,51.365,63.517741,0.008237,0,0,0,2.125,200,0.97508,0.073354,35.008448,102.518288,0,74.464587
6826.845812,0.635185,6826.845812,0,0,0,0,0.222669,0,0.032861,0.093121,0,0.286535,0,0,0,0,2393.20608,0,353.179174,1000.842784,0,3079.617774,73.080048,65,95,0.00796,44.955056,0.989675,44.13243,44.13243,0,0,0,386.621648,1628.745583,56.641909,0.007991,79.994853,226.453829,19.064298,7.892993,74.42475,124.14836,563.359526,141.512439,0,0,0,7945.549627,72.140316,60.02,55.057034,51.545,63.517741,0.008321,27.683372,2.72181,2.025183,1.883333,200,0.97508,0.073446,34.401564,102.016395,11.626579,74.464587
11547.43785,1.0744,11547.43785,0,0.055324,0,0.001676,0.462329,0,0.077148,0.131658,0.025,0.321266,0,594.607136,0,18.009549,4969.024341,0,829.167207,1415.029839,268.695,3452.904777,71.724081,71,95,0.007973,47.12016,0.884576,107.774087,7.774088,99.999999,0,26.282884,1905.403395,2.034321,56.98539,0.00804,79.494422,199.813993,31.216185,9.233837,74.464587,122.875268,2314.865859,517.471538,861.812016,0,0,11975.77623,247.314602,59.3,54.868572,51.725,63.517741,0.008377,108.884407,34.118948,16.166244,1.683333,200,0.97508,0.073542,33.632174,101.382424,58.421983,74.464587
51536.58613,4.795082,51536.58613,0,0,0,0,0.003,4.125,0.097628,0.199773,0.005,0.364681,0,0,0,0,32.2434,44334.675,1049.289725,2147.12547,53.739,3919.51353,73.671362,71,95,0.007983,44.172322,0.840785,42.925207,42.925207,0,0,0,2716.353786,424.775332,61.28469,0.008072,68.595619,183.995491,0,0,74.464587,114.966868,0,0,0,0,0,0,262.761428,59.315,54.931344,51.8,63.517741,0.008409,155.032165,89.994749,34.524968,1.6,200,0.97508,0.073536,35.09722,102.597534,85.552212,74.464587
7749.182911,0.721002,7749.182911,0,0,0,0,0.003,0,0.098125,0.246513,0,0.373363,0,0,0,0,32.2434,0,1054.626622,2649.477608,0,4012.835281,75.835925,71,95,0.008024,41.273551,0.994054,46.841222,46.841222,0,0,0,2625.144152,426.756377,68.725616,0.008129,53.309743,295.245489,2.579193,1.078221,74.464587,123.717492,0,0,0,0,0,1082.826994,252.441493,60.59,55.443446,51.8,63.517741,0.008415,147.266028,138.823366,58.21961,1.891667,205.833333,0.97508,0.073355,40.275456,106.982496,91.159341,74.464587
8279.177433,0.770314,8279.177433,0,0,0,0,0.003,0,0.095396,0.298554,0,0.373363,0,0,0,0,32.2434,0,1025.297798,3208.800954,0,4012.835281,77.413777,71,95,0.008059,39.337734,1.072877,47.077726,47.077726,0,0,0,2380.165012,378.376426,76.374641,0.008188,41.491928,367.823722,4.351568,1.981882,74.464587,126.202892,0,0,0,0,0,1875.103489,221.54784,62.915,56.258159,51.8,63.517741,0.008362,173.760705,194.272518,70.132969,2.041667,163.333333,0.97508,0.073035,44.539213,110.654241,94.788162,74.464587
8396.901713,0.781267,8396.901713,0,0,0,0,0.003,0,0.092496,0.312407,0,0.373363,0,0,0,0,32.2434,0,994.132183,3357.690849,0,4012.835281,77.851164,71,95,0.008089,38.935324,0.989675,108.628147,8.628148,99.999999,0,0,1904.326122,341.366191,84.730925,0.008225,31.746411,421.407381,0.025848,0.011521,74.464587,125.853716,0,0,0,0,0,11.063638,200.941047,65.615,57.203702,51.695,63.517741,0.008303,190.640166,239.218876,78.057599,1.883333,130,0.975656,0.072709,47.048272,112.873137,86.557015,74.464587
8657.956553,0.805556,8657.956553,0,0,0,0,0.003,0,0.088479,0.332031,0,0.382046,0,0,0,0,32.2434,0,950.953069,3568.603053,0,4106.157032,79.24219,71,95,0.008116,37.335065,1.313727,48.450792,48.450792,0,0,0,1515.482498,362.210379,91.836201,0.008247,25.393631,491.92191,4.114026,1.751486,74.464587,125.156804,0,0,0,0,0,1736.564019,159.727459,68.105,58.183206,51.725,63.517741,0.008325,192.674154,265.671364,85.902982,2.5,182.5,0.976067,0.072394,49.317096,114.907125,76.505956,74.464587
9505.554947,0.884419,9505.554947,0,0,0,0,0.079628,0,0.085579,0.328482,0,0.390729,0,0,0,0,855.825575,0,919.787454,3530.463135,0,4199.478782,79.646169,71,95,0.008143,36.961876,1.913663,66.917834,66.917834,0,0,0,1578.833318,329.336771,94.993906,0.008284,23.102439,565.375171,0,0,74.464587,124.963897,626.98813,72.281973,0,0,0,0,139.120665,69.5,58.79357,51.8,63.517741,0.008383,177.353204,269.147877,96.786139,3.641667,220,0.976067,0.072196,50.60218,116.069404,71.269931,74.464587
9860.9177,0.917482,9860.9177,0,0,0,0,0.141103,0,0.084726,0.300925,0,0.390729,0,0,0,0,1516.544112,0,910.616514,3234.278291,0,4199.478782,78.180853,71,95,0.008153,38.846822,2.123859,72.620223,72.620223,0,0,0,1750.378617,68.693423,95.607905,0.008288,22.68348,583.138995,0.054716,0.098439,74.464587,124.96117,236.361572,28.02123,0,0,0,23.013412,123.640763,70.85,58.876884,50.96,63.517741,0.008127,178.832468,265.947628,94.540828,4.041667,196.666667,0.976067,0.072042,51.901863,117.258098,72.535531,74.464587
8131.665186,0.756589,8131.665186,0,0,0,0,0.003,0,0.084686,0.286857,0,0.382046,0,0,0,0,32.2434,0,910.184476,3083.080278,0,4106.157032,80.139711,71,95,0.008168,36.479222,2.07131,71.014426,71.014426,0,0,0,1906.894166,261.238974,96.098082,0.008212,22.142367,572.493045,2.236074,0.920902,74.464587,124.60255,0,0,0,0,0,934.665439,123.640763,71.915,59.228284,50.99,63.517741,0.008104,179.492854,247.920787,87.593569,3.941667,197.5,0.976067,0.0719,53.023618,118.2883,89.217391,74.464587
21344.15523,1.985909,21344.15523,0.957989,0,0.03213,0,0.170612,0,0.085047,0.340719,0,0.399412,10296.2707,0,345.327797,0,1833.703739,0,914.070991,3661.981464,0,4292.800533,72.607535,71,72,0.008075,46.374342,2.172029,71.499277,71.499277,0,0,507.354503,2317.954142,974.517564,95.508823,0.008186,22.474935,574.746761,15.770335,7.223785,74.464587,124.303454,721.660989,179.609897,0,10666.61975,2462.505481,6581.660408,108.193936,72.665,59.458819,50.915,63.517741,0.008077,192.859062,221.647833,71.004679,4.133333,210,0.976067,0.071802,53.709195,118.922271,99.646549,74.464587
58475.29102,5.440675,58475.29102,1.017762,0,0.034964,0,0.003,3.125,0.086725,0.756447,0,0.416778,10938.70448,0,375.788009,0,32.2434,33586.875,932.098093,8130.138006,0,4479.444035,72.421043,71,72,0.008047,46.47007,2.045035,65.085084,65.085084,0,0,524.818909,2769.24381,2552.735512,93.905678,0.008129,23.45,547.0019,44.834113,3.043835,74.464587,93.235193,0,0,0,10992.64429,2537.097055,9812.795723,144.247556,72.725,59.154337,50.225,63.517741,0.007873,202.368617,180.652221,52.751616,3.891667,215.833333,0.976067,0.071817,52.993233,118.261885,101.422417,74.464587
60392.33649,5.619042,60392.33649,0,0,0.005669,0,0.113337,4.5,0.092738,0.430788,0.025,0.451509,0,0,60.934552,0,1218.125207,48365.1,996.730082,4630.020614,268.695,4852.731037,77.826504,71,95,0.007984,38.524547,1.891767,117.661866,17.661867,99.999999,0,0,2701.500651,336.21838,90.913878,0.008038,25.466799,515.648131,0.001627,0,74.464587,95.391248,274.966159,0,0,0,0,0.283479,190.621111,71.45,58.299654,49.475,63.517741,0.007636,175.345631,119.881154,40.177871,3.6,220,0.976067,0.072017,51.063315,116.492051,86.86427,74.464587
10235.26967,0.952313,10235.26967,0,0,0,0,0.003,0,0.108478,0.375643,0.005,0.460192,0,0,0,0,32.2434,0,1165.898675,4037.335811,53.739,4946.052788,81.411333,71,95,0.008014,34.376372,1.891767,66.314601,66.314601,0,0,0,2024.700977,1215.798125,85.813176,0.007932,29.546318,483.80067,10.090223,3.8017,74.464587,100.103894,0,0,0,0,0,4112.891859,226.707808,70.07,57.777341,49.31,63.517741,0.007631,133.080942,59.076097,24.434274,3.6,220,0.976067,0.072205,49.787321,115.329772,60.737259,74.464587
13949.8152,1.297923,13949.8152,0,0,0,0,0.440661,0,0.137804,0.285314,0,0.434144,0,0,0,0,4736.140787,0,1481.091923,3066.494957,0,4666.087536,80.180411,71,95,0.008072,36.066352,1.891767,68.303824,68.303824,0,0,0,855.0555,759.508864,79.879356,0.007944,35.893784,444.869731,9.064438,3.691789,74.464587,124.421589,1066.257675,93.042206,0,0,0,3776.653683,216.387873,68.36,58.326442,51.455,63.517741,0.008355,61.125307,11.886303,6.242847,3.6,220,0.976067,0.072355,48.674081,114.325986,23.538417,74.464587
8958.762814,0.833544,8958.762814,0,0,0,0,0.003,0,0.17448,0.247969,0,0.408095,0,0,0,0,32.2434,0,1875.27246,2665.12467,0,4386.122284,80.229144,71,95,0.008117,36.131078,1.891767,69.191213,69.191213,0,0,0,0,675.848727,72.942306,0.00812,46.130862,395.062501,0,0,74.464587,124.973883,0,0,0,0,0,0,195.781079,66.515,58.145797,52.565,63.517741,0.008671,0,0,0,3.6,220,0.975491,0.07253,47.050469,112.873137,0,74.464587
11029.78909,1.026237,11029.78909,0,0,0,0,0.130096,0,0.19968,0.305732,0,0.390729,0,0,0,0,1398.246116,0,2146.117902,3285.946291,0,4199.478782,79.36039,71,95,0.008168,37.39999,1.891767,69.994186,69.994186,0,0,0,0,612.001275,68.067472,0.008227,55.056173,353.624874,2.004268,1.626164,74.464587,124.493723,610.162433,58.985025,0,0,0,834.294164,159.727459,65.42,57.518415,52.34,63.517741,0.008543,0,0,0,3.6,220,0.97508,0.072665,45.89217,111.842935,0,74.464587
7370.250241,0.685745,7370.250241,0,0,0,0,0.003,0,0.140482,0.194948,0,0.347315,0,0,0,0,32.2434,0,1509.870012,2095.2668,0,3732.870029,77.786252,71,95,0.008208,39.560886,1.891767,68.804481,68.804481,0,0,0,0,610.773899,65.384082,0.008286,60.818352,331.519873,0,0,74.464587,124.228719,0,0,0,0,0,0,139.120665,64.7,57.244389,52.445,63.517741,0.008542,0,0,0,3.6,220,0.97508,0.072765,45.384208,111.393873,0,74.464587
9654.303559,0.898259,9654.303559,0,0,0,0,0.39107,0,0.060574,0.134031,0,0.312583,0,0,0,0,4203.143054,0,651.034208,1440.54327,0,3359.583026,75.872421,65,95,0.008252,42.443903,1.891767,68.166634,68.166634,0,0,0,0,301.09859,63.668902,0.008342,64.987987,322.038947,9.171518,3.713112,74.464587,124.311475,1684.610123,299.16366,0,0,0,3814.66887,77.267207,63.98,57.050885,52.625,63.517741,0.00859,0,0,0,3.6,220,0.97508,0.07286,44.814072,110.89198,0,74.464587
5164.81541,0.480546,5164.81541,0,0,0,0,0.05438,0,0.030077,0.092189,0,0.3039,0,0,0,0,584.463456,0,323.26627,990.82441,0,3266.261275,74.70279,65,95,0.008268,44.155996,1.891767,67.036121,67.036121,0,0,0,0,476.877961,62.441128,0.008393,68.264509,325.913538,0,0,74.464587,124.283655,319.659854,45.710907,0,0,0,0,20.606794,63.26,56.967432,52.805,63.517741,0.008704,0,0,0,3.6,214.166667,0.97508,0.072947,44.091482,110.258009,0,74.464587
4599.529396,0.427951,4599.529396,0,0,0,0,0.057091,0,0.018046,0.066279,0,0.286535,0,0,0,0,613.598613,0,193.959762,712.353248,0,3079.617774,74.554613,65,95,0.0083,44.537177,1.891767,67.907662,67.907662,0,0,0,0,165.491845,61.4862,0.008468,71.227635,328.571479,0,0,74.464587,124.283655,331.562954,46.976249,0,0,0,0,10.319935,62.54,56.707714,52.88,63.517741,0.008713,0,0,0,3.6,210,0.97508,0.073046,43.365769,109.624039,0,74.580965
3795.408545,0.353134,3795.408545,0,0,0,0,0.003,0,0.012031,0.060251,0,0.277852,0,0,0,0,32.2434,0,129.306508,647.562614,0,2986.296023,73.556178,65,95,0.008308,46.094509,1.891767,67.585702,67.585702,0,0,0,0,123.859799,60.684363,0.008515,73.679459,329.682535,0,0,74.464587,124.283655,0,0,0,0,0,0,2.579984,61.82,56.502632,52.985,63.517741,0.008756,0,0,0,3.6,210,0.97508,0.073142,42.636901,108.990068,0,74.580965
4268.662542,0.397166,4268.662542,0,0,0,0,0.05714,0,0.012031,0.058827,0,0.269169,0,0,0,0,614.123923,0,129.306508,632.257839,0,2892.974272,73.122899,65,95,0.008322,46.853791,1.891767,67.932128,67.932128,0,0,0,0,135.893602,59.898226,0.008577,76.315068,330.428148,0,0,74.464587,124.283655,317.730842,51.442684,0,0,0,0,2.579984,61.1,56.333899,53.165,63.517741,0.00882,0,0,0,3.6,210,0.97508,0.073236,41.904847,108.356098,0,74.580965
3820.459497,0.355464,3820.459497,0,0,0,0,0.003,0,0.012605,0.062007,0,0.277852,0,0,0,0,32.2434,0,135.481153,666.438921,0,2986.296023,72.510202,65,95,0.008332,47.884429,1.891767,67.850073,67.850073,0,0,0,0,213.361052,59.148602,0.008628,78.843449,330.638038,0,0,74.464587,124.283655,0,0,0,0,0,0,10.319935,60.38,56.180424,53.345,63.517741,0.008894,0,0,0,3.6,210,0.97508,0.073329,41.384658,107.907036,0,74.580965
4780.322858,0.444772,4780.322858,0,0,0,0,0.057231,0,0.032861,0.068146,0,0.286535,0,0,0,0,615.105845,0,353.179174,732.420065,0,3079.617774,72.168582,65,95,0.008349,48.541089,1.891767,68.326594,68.326594,0,0,0,319.371574,176.817244,58.440321,0.008692,81.461436,330.856899,0,0,74.464587,124.283655,307.664878,54.070383,0,0,0,0,72.140316,59.66,55.977823,53.42,63.517741,0.008939,20.885801,2.714114,2.201286,3.6,210,0.97508,0.073425,40.800718,107.405143,9.708885,74.580965
5576.974004,0.518894,5576.974004,0,0,0,0,0.003,0,0.077148,0.092481,0.025,0.321266,0,0,0,0,32.2434,0,829.167207,993.96362,268.695,3452.904777,71.925157,71,95,0.008369,49.053296,1.891767,121.294066,21.294067,99.999999,0,0,1508.928935,388.203886,58.586704,0.008737,81.452399,325.406793,0,0,74.464587,124.283655,0,0,0,0,0,0,247.314602,58.94,55.680448,53.525,63.517741,0.008929,72.114127,30.029164,18.173817,3.6,210,0.97508,0.073528,40.060553,106.771172,47.082316,74.580965
6892.377808,0.641283,6892.377808,0,0,0,0,0.052554,0,0.097628,0.12142,0.005,0.364681,0,0,0,0,564.842519,0,1049.289725,1304.993033,53.739,3919.51353,72.994333,71,95,0.008394,47.459674,1.891767,69.574872,69.574872,0,0,0,2337.536002,256.90189,61.036684,0.008777,75.027265,340.863265,0,0,74.464587,124.283655,41.283121,6.575923,0,0,0,0,262.761428,58.85,55.642781,53.6,63.517741,0.008927,114.616555,80.987205,39.649562,3.6,210,0.97508,0.073541,39.968102,106.691926,74.638828,74.580965
6485.984255,0.603471,6485.984255,0,0,0,0,0.003,0,0.098125,0.128983,0,0.373363,0,0,0,0,32.2434,0,1054.626622,1386.278953,0,4012.835281,74.299143,71,95,0.008414,45.531187,1.769153,66.929897,66.929897,0,0,0,2532.581684,222.928345,65.460694,0.0088,64.429555,372.859514,0,0,74.464587,124.283655,0,0,0,0,0,0,252.441493,58.79,55.397754,53.075,63.517741,0.008799,131.152615,133.78432,62.102678,3.366667,210,0.97508,0.073565,39.689233,106.454187,88.057192,74.580965
6976.79079,0.649137,6976.79079,0,0,0,0,0.048325,0,0.095396,0.132052,0,0.373363,0,0,0,0,519.388186,0,1025.297798,1419.269525,0,4012.835281,75.014925,71,95,0.008423,44.506313,1.313727,56.547578,56.547578,0,0,0,2286.321945,-29.239063,70.724251,0.008725,53.34794,386.133307,0,0,74.464587,124.283655,253.760515,29.248601,0,0,0,0,221.54784,57.8,53.842998,50.915,63.517741,0.008138,133.820574,178.691344,83.340685,2.5,215.833333,0.97508,0.073783,38.287198,105.265493,89.861987,74.580965
6344.203897,0.590279,6344.203897,0,0,0,0,0.003,0,0.092496,0.12142,0,0.373363,0,0,0,0,32.2434,0,994.132183,1304.993033,0,4012.835281,75.347764,71,95,0.008406,43.915607,0.928367,111.48637,11.486371,99.999999,0,0,1909.530476,-400.472725,76.940741,0.008492,42.205006,416.001762,0,0,74.464587,124.283655,0,0,0,0,0,0,200.941047,58.04,52.77162,48.8,63.517741,0.007486,145.469779,218.821623,95.808768,1.766667,231.666667,0.97508,0.073825,38.163833,105.159831,83.944994,74.580965
7014.043776,0.652603,7014.043776,0,0,0,0,0.04838,0,0.088479,0.133698,0,0.382046,0,0,0,0,519.978354,0,950.953069,1436.955321,0,4106.157032,76.486098,71,95,0.00838,42.159303,0.994054,48.022546,48.022546,0,0,0,1597.465181,-165.34376,83.834966,0.008163,32.401053,464.839546,0,0,74.464587,124.283655,103.493267,7.574775,0,0,0,0,159.727459,60.425,53.4158,48.2,63.517741,0.007301,171.488978,255.384723,95.333291,1.891667,240,0.97508,0.073508,40.363343,107.035327,77.661486,74.580965
6734.541511,0.626597,6734.541511,0,0,0,0,0.003,0,0.085579,0.147289,0,0.390729,0,0,0,0,32.2434,0,919.787454,1583.031875,0,4199.478782,77.348538,71,95,0.008367,40.907114,1.226145,54.412838,54.412838,0,0,0,1626.358098,-163.786423,88.178223,0.007911,27.281638,524.455084,0,0,74.464587,124.283655,0,0,0,0,0,0,139.120665,60.125,53.274195,47.99,63.517741,0.00729,172.122949,266.555312,99.295605,2.333333,216.666667,0.97508,0.073552,39.431535,106.242864,72.519378,74.580965
7013.5465,0.652556,7013.5465,0,0,0,0,0.046695,0,0.084726,0.130407,0,0.390729,0,0,0,0,501.867474,0,910.616514,1401.583728,0,4199.478782,76.932262,71,95,0.008349,41.388015,1.681571,67.409318,67.409318,0,0,0,1828.944013,-350.914811,88.315807,0.007682,26.37732,576.933962,0,0,74.464587,124.283655,273.379184,17.73346,0,0,0,0,123.640763,59,52.320168,47,63.517741,0.007021,166.3908,259.892974,100.431469,3.2,200,0.97508,0.073743,37.663691,104.737184,74.707854,74.580965
6631.616783,0.617021,6631.616783,0,0,0,0,0.003,0,0.084686,0.147289,0,0.382046,0,0,0,0,32.2434,0,910.184476,1583.031875,0,4106.157032,77.070652,71,95,0.008317,41.038517,1.913663,74.465959,74.465959,0,0,0,1939.136724,-412.838105,86.253012,0.007409,27.170908,583.628487,0,0,74.464587,124.283655,0,0,0,0,0,0,123.640763,59,51.983229,46.4,63.517741,0.006838,163.03604,240.400399,94.910644,3.641667,200,0.97508,0.073764,37.506932,104.605107,88.955263,74.580965
12525.22915,1.165376,12525.22915,0.482807,0,0.021929,0,0.050268,0,0.085047,0.125913,0,0.399412,5189.113033,0,235.68535,0,540.270858,0,914.070991,1353.288381,0,4292.800533,72.182386,71,72,0.008235,47.872993,1.523924,58.082225,58.082225,0,0,376.230226,2306.291848,-375.917788,85.034509,0.007247,27.637385,533.991958,0,0,74.464587,124.283655,261.243896,43.078792,0,5912.474523,476.083658,0,108.193936,59,51.983229,46.4,63.517741,0.006838,186.62502,219.071814,73.170744,2.9,170.833333,0.97508,0.073764,37.506932,104.605107,98.868823,74.580965
11946.66889,1.111546,11946.66889,0.375415,0,0.025774,0,0.003,0,0.086725,0.203853,0,0.416778,4034.887954,0,277.018975,0,32.2434,0,932.098093,2190.976436,0,4479.444035,71.999655,71,72,0.008169,47.776531,0.525491,40.972274,40.972274,0,0,366.506917,2593.391525,10.546778,84.676029,0.007182,27.713289,482.111324,0,0,74.464587,124.283655,0,0,0,6801.886803,519.28275,0,144.247556,57.845,52.442577,48.185,63.517741,0.00735,171.59464,170.043013,61.415877,1,150,0.97508,0.073869,36.845537,104.050383,95.07301,74.580965
9894.680395,0.920624,9894.680395,0,0,0.004194,0,0.048617,0,0.092738,0.298565,0.025,0.451509,0,0,45.080354,0,522.521796,0,996.730082,3208.922126,268.695,4852.731037,75.095452,71,95,0.00816,43.032141,0,109.83727,9.837271,99.999999,0,0,2449.251422,256.105857,82.348795,0.007322,30.479533,464.938572,0,0,74.464587,124.283655,100.037979,7.537749,0,0,0,0,190.621111,56.075,53.214955,51.14,63.517741,0.008178,140.371601,111.087897,47.362868,0,150,0.97508,0.074025,35.70715,103.099427,79.520897,74.580965
8893.121102,0.827436,8893.121102,0,0,0,0,0.003,0,0.108478,0.250766,0.005,0.460192,0,0,0,0,32.2434,0,1165.898675,2695.187239,53.739,4946.052788,77.95795,71,95,0.008186,39.241274,0,51.936841,51.936841,0,0,0,1873.67653,294.726974,77.63093,0.007632,37.081156,428.346454,0,0,74.464587,124.283655,0,0,0,0,0,0,226.707808,55.19,53.426774,52.235,63.517741,0.008497,113.348615,56.373286,27.049401,0,150,0.97508,0.074114,35.008448,102.518288,56.833547,74.580965
8373.610541,0.7791,8373.610541,0,0,0,0,0.046715,0,0.137804,0.160437,0,0.434144,0,0,0,0,502.084697,0,1481.091923,1724.346386,0,4666.087536,77.822708,71,95,0.008204,39.504485,0,53.824873,53.824873,0,0,0,813.939099,266.281657,71.776934,0.007847,46.393687,375.132064,0,0,74.464587,124.283655,184.930384,4.930555,0,0,0,0,216.387873,54.305,53.612417,53.104999,63.517741,0.008803,56.564243,11.811474,6.630273,0,150,0.97508,0.074206,34.401564,102.016395,22.542175,74.580965
7590.297603,0.706219,7590.297603,0,0,0,0,0.003,0,0.17448,0.120644,0,0.408095,0,0,0,0,32.2434,0,1875.27246,1296.65946,0,4386.122284,77.105277,71,95,0.008226,40.553219,0,54.319662,54.319662,0,0,0,0,255.592867,64.428446,0.008063,61.401647,296.336506,0,0,74.464587,124.283655,0,0,0,0,0,0,195.781079,53.36,53.359988,53.359988,63.517741,0.008878,0,0,0,0,150,0.97508,0.074334,33.632174,101.382424,0,74.580965
7965.119166,0.741093,7965.119166,0,0,0,0,0.046812,0,0.19968,0.103873,0,0.390729,0,0,0,0,503.120657,0,2146.117902,1116.401824,0,4199.478782,75.825555,71,95,0.008243,42.398456,0,52.82783,52.82783,0,0,0,0,203.937933,58.609126,0.008181,76.394235,210.216182,0,0,74.464587,124.283655,3.634211,0.238585,0,0,0,0,159.727459,53.06,53.059986,53.059986,63.517741,0.008779,0,0,0,0,150,0.97508,0.074389,33.310971,101.11827,0,74.580965
6212.31814,0.578008,6212.31814,0,0,0,0,0.003,0,0.140482,0.087212,0,0.347315,0,0,0,0,32.2434,0,1509.870012,937.334699,0,3732.870029,74.482389,71,95,0.008259,44.428921,0,50.76177,50.76177,0,0,0,0,177.788359,54.581914,0.008252,89.056412,111.055164,0,0,74.464587,124.283655,0,0,0,0,0,0,139.120665,53.06,53.059986,53.059986,63.517741,0.008779,0,0,0,0,150,0.97508,0.074389,33.310971,101.11827,0,74.580965
5311.015988,0.494149,5311.015988,0,0,0,0,0.045726,0,0.060574,0.075266,0,0.312583,0,0,0,0,491.454811,0,651.034208,808.943943,0,3359.583026,73.171777,65,95,0.00827,46.488067,0,48.44862,48.44862,0,0,0,0,115.543803,51.591672,0.008201,98.714375,89.148417,0,0,74.464587,124.283655,241.518984,27.228077,0,0,0,0,77.267207,53.165,52.977037,52.85,63.517741,0.008709,0,0,0,0,150,0.97508,0.074382,33.310971,101.11827,0,74.580965
