MF PT 1 Elec IAQ Range + EE - Source Energy|Total (*),MF PT 1 Elec IAQ Range + EE - Site Energy|Total (E),MF PT 1 Elec IAQ Range + EE - Source Energy|Total (E),MF PT 1 Elec IAQ Range + EE - Site Energy|Cooling (E),MF PT 1 Elec IAQ Range + EE - Site Energy|Heating Fan/Pump (E),MF PT 1 Elec IAQ Range + EE - Site Energy|Lights (E),MF PT 1 Elec IAQ Range + EE - Site Energy|Lg. Appl. (E),MF PT 1 Elec IAQ Range + EE - Site Energy|Vent Fan (E),MF PT 1 Elec IAQ Range + EE - Site Energy|Misc. (E),MF PT 1 Elec IAQ Range + EE - Site Energy|Total (G),MF PT 1 Elec IAQ Range + EE - Source Energy|Total (G),MF PT 1 Elec IAQ Range + EE - Site Energy|Heating (G),MF PT 1 Elec IAQ Range + EE - Site Energy|Hot Water (G),MF PT 1 Elec IAQ Range + EE - Source Energy|Cooling (E),MF PT 1 Elec IAQ Range + EE - Source Energy|Heating Fan/Pump (E),MF PT 1 Elec IAQ Range + EE - Source Energy|Lights (E),MF PT 1 Elec IAQ Range + EE - Source Energy|Lg. Appl. (E),MF PT 1 Elec IAQ Range + EE - Source Energy|Vent Fan (E),MF PT 1 Elec IAQ Range + EE - Source Energy|Misc. (E),MF PT 1 Elec IAQ Range + EE - Source Energy|Heating (G),MF PT 1 Elec IAQ Range + EE - Source Energy|Hot Water (G),MF PT 1 Elec IAQ Range + EE - Living Space|Indoor Temperature,MF PT 1 Elec IAQ Range + EE - Living Space|Heating Setpoint,MF PT 1 Elec IAQ Range + EE - Living Space|Cooling Setpoint,MF PT 1 Elec IAQ Range + EE - Living Space|Indoor Humidity,MF PT 1 Elec IAQ Range + EE - Living Space|Indoor Relative Humidity,MF PT 1 Elec IAQ Range + EE - Living Space|Wind Speed (at Building),MF PT 1 Elec IAQ Range + EE - Living Space|Infiltration + Mech. Vent.,MF PT 1 Elec IAQ Range + EE - Living Space|Infiltration,MF PT 1 Elec IAQ Range + EE - Living Space|Mech. Vent. (rated),MF PT 1 Elec IAQ Range + EE - Living Space|Natural Ventilation,MF PT 1 Elec IAQ Range + EE - Living Space|System Flow Rate to Zone,MF PT 1 Elec IAQ Range + EE - Living Space|Zone Glazing Transmitted Solar,MF PT 1 Elec IAQ Range + EE - Living Space|Latent Gains/Losses,MF PT 1 Elec IAQ Range + EE - Domestic Water System|Hot Water Use Flow Rate,MF PT 1 Elec IAQ Range + EE - Domestic Water System|Cold Water Use Flow Rate,MF PT 1 Elec IAQ Range + EE - Domestic Water System|Water Heater Inlet Temperature,MF PT 1 Elec IAQ Range + EE - Domestic Water System|Delivered Hot Water Temperature,MF PT 1 Elec IAQ Range + EE - Delivered Energy|Heating Delivered (main),MF PT 1 Elec IAQ Range + EE - Delivered Energy|Cooling Delivered (sensible),MF PT 1 Elec IAQ Range + EE - Delivered Energy|Cooling Delivered (latent),MF PT 1 Elec IAQ Range + EE - Delivered Energy|DHW Delivered Energy,MF PT 1 Elec IAQ Range + EE - Delivered Energy|DHW Pipe Heat Losses - Unit,MF PT 1 Elec IAQ Range + EE - HVAC System|Total Supply Air Flow Rate,MF PT 1 Elec IAQ Range + EE - HVAC System|Supply Air Temperature,MF PT 1 Elec IAQ Range + EE - Weather|Outdoor Drybulb,MF PT 1 Elec IAQ Range + EE - Weather|Outdoor Wetbulb,MF PT 1 Elec IAQ Range + EE - Weather|Outdoor Dew Point,MF PT 1 Elec IAQ Range + EE - Weather|Ground Temperature,MF PT 1 Elec IAQ Range + EE - Weather|Outdoor Humidity Ratio,MF PT 1 Elec IAQ Range + EE - Weather|Direct Normal Solar,MF PT 1 Elec IAQ Range + EE - Weather|Total Horizontal Solar,MF PT 1 Elec IAQ Range + EE - Weather|Diffuse Horizontal Solar,MF PT 1 Elec IAQ Range + EE - Weather|Wind Speed (at Weather Station),MF PT 1 Elec IAQ Range + EE - Weather|Wind Direction,MF PT 1 Elec IAQ Range + EE - Weather|Atmospheric Pressure,MF PT 1 Elec IAQ Range + EE - Weather|Outdoor Air Density,MF PT 1 Elec IAQ Range + EE - Weather|Sky Temperature,MF PT 1 Elec IAQ Range + EE - Weather|Sky Radiation Losses,MF PT 1 Elec IAQ Range + EE - Weather|Total Vertical Solar,MF PT 1 Elec IAQ Range + EE - Weather|Mains Water Temperature
10479.69893,0.439747,4726.315049,0,0.000757,0.081193,0.113004,0,0.244793,5278.333833,5753.383878,1460.324907,3818.008926,0,8.135419,872.651186,1214.546751,0,2630.981693,1591.754149,4161.629729,71.025568,71,95,0.003219,19.612126,0.670001,29.33101,29.33101,0,0,18.097821,1064.580326,16.157628,4.901374,1.608295,64.696598,124.794589,876.194944,0,0,2457.045789,182.930503,18.097821,114.422502,51.875,37.488035,12.725,61.095585,0.001614,295.984905,140.306364,18.649294,1.275,190,0.97508,0.075419,17.297521,88.623771,122.733383,64.696598
13633.81021,0.427193,4591.381412,0,0,0.078986,0.103414,0,0.244793,8295.806235,9042.428796,0,8295.806235,0,0,848.924401,1111.475318,0,2630.981693,0,9042.428796,72.647408,71,95,0.003231,18.677641,1.121047,29.695813,29.695813,0,0,0,1602.198708,1235.813958,22.190588,3.51569,64.696598,123.533924,0,0,0,9702.721538,165.915617,0,71.991979,56.075,39.532815,11.675,61.095585,0.001533,318.279529,181.007128,19.917235,2.133333,184.166667,0.97508,0.074814,21.074861,91.450222,131.14486,64.696598
11306.34496,0.441148,4741.366217,0,0,0.075927,0.114735,0,0.250485,6022.91628,6564.978745,0,6022.91628,0,0,816.051584,1233.147319,0,2692.167314,0,6564.978745,76.373997,71,95,0.003354,17.072795,0.503595,28.676667,28.676667,0,0,0,2018.800314,-80.524749,1.22402,0.305807,64.696598,121.629162,0,0,0,577.426398,131.885846,0,71.991979,57.515,39.998786,9.725,61.095585,0.001411,327.181529,201.198291,20.260636,0.958333,180,0.97508,0.07462,21.875969,92.057777,128.264727,64.696598
6110.610737,0.456737,4908.92292,0,0,0.07372,0.126839,0,0.256178,1102.465888,1201.687818,0,1102.465888,0,0,792.324799,1363.245186,0,2753.352935,0,1201.687818,77.560582,71,95,0.003339,16.340693,0.33719,27.631391,27.631391,0,0,0,2263.588377,-71.975795,1.132402,0.362257,64.696598,124.535864,0,0,0,564.152534,114.870961,0,71.991979,58.475,40.26203,8.6,61.095585,0.001311,325.649434,198.779107,20.23422,0.641667,180,0.97508,0.074494,22.426695,92.480424,116.065179,64.696598
4734.641963,0.440522,4734.641963,0,0,0.07307,0.111274,0,0.256178,0,0,0,0,0,0,785.342845,1195.946184,0,2753.352935,0,0,79.356969,71,95,0.003318,15.308183,1.620264,41.438924,41.438924,0,0,0,2312.323432,-222.209078,0,0,64.696598,124.66104,0,0,0,0,102.089313,0,71.991979,59.42,40.896068,9.02,61.095585,0.001375,313.102104,173.857566,19.732327,3.083333,180,0.97508,0.07435,23.422608,93.246472,105.293536,64.696598
6051.507696,0.451278,4850.246595,0,0,0.073953,0.126839,0,0.250485,1102.074405,1201.261102,0,1102.074405,0,0,794.834095,1363.245186,0,2692.167314,0,1201.261102,79.270181,71,95,0.003275,15.153771,2.303402,53.695099,53.695099,0,0,0,2123.494456,-272.153625,1.380523,0.452927,64.696598,124.638295,0,0,0,692.027442,102.089313,0,71.991979,59.93,41.320406,10.16,61.095585,0.001446,284.837593,128.791473,17.936078,4.383333,185.833333,0.97508,0.074269,24.24165,93.880442,109.745751,64.696598
10338.23492,0.448939,4825.110591,0,0,0.079724,0.107344,0,0.261871,5057.912224,5513.124325,0,5057.912224,0,0,856.861285,1153.710751,0,2814.538556,0,5513.124325,79.640167,71,72,0.003242,14.81936,2.075689,48.946513,48.946513,0,0,0,1673.090619,-156.911659,5.736201,1.902369,64.696598,124.705848,0,0,0,2883.144522,89.334977,0,71.991979,59.765,41.364647,11.285,61.095585,0.001502,233.987888,71.090526,13.498285,3.95,190,0.97508,0.074286,24.344116,93.959688,98.186459,64.696598
5889.903855,0.54801,5889.903855,0,0,0.096187,0.178566,0,0.273257,0,0,0,0,0,0,1033.799,1919.195057,0,2936.909797,0,0,78.93982,71,72,0.003225,15.084808,1.423205,39.520643,39.520643,0,0,0,751.898584,-69.991573,0,0,64.696598,124.433034,0,0,0,0,119.104199,0,71.991979,56.6,39.849742,11.66,61.095585,0.001552,119.142399,16.055109,3.883068,2.708333,195.833333,0.97508,0.074736,21.51452,91.793623,43.999469,64.696598
7666.789125,0.713336,7666.789125,0,0,0.127268,0.265039,0.025,0.296028,0,0,0,0,0,0,1367.855047,2848.586798,268.695,3181.65228,0,0,75.557709,71,95,0.003202,16.757288,0.437909,105.23211,5.232111,99.999999,0,0,0,-333.263203,0,0,64.696598,124.433034,0,0,0,0,157.394519,0,71.991979,52.4,38.063126,14.075,61.095585,0.001733,0,0,0,0.833333,200,0.97508,0.075327,18.131598,89.231326,0,64.696598
8580.579756,0.686474,7378.082099,0,0,0.159212,0.22054,0.005,0.301721,1103.20886,1202.497657,0,1103.20886,0,0,1711.18054,2370.324658,53.739,3242.837901,0,1202.497657,74.747713,71,95,0.003203,17.218641,0,33.536955,33.536955,0,0,0,0,269.92889,0,0,64.696598,124.433034,0,0,0,0,187.191052,0,71.991979,49.115,36.581563,15.8,61.095585,0.001856,0,0,0,0,200,0.97508,0.075798,15.564764,87.329415,0,64.696598
7597.065192,0.588302,6322.952456,0,0,0.165978,0.137682,0,0.284643,1168.910767,1274.112737,0,1168.910767,0,0,1783.894634,1479.776783,0,3059.281039,0,1274.112737,72.903802,71,95,0.003237,18.511292,0,34.099984,34.099984,0,0,0,0,185.556697,0.737912,0.237425,64.696598,124.530851,0,0,0,368.136766,178.669954,0,71.991979,47,35.377797,15.8,61.095585,0.001842,0,0,0,0,200,0.97508,0.076116,13.72505,85.982228,0,64.696598
7025.341568,0.509903,5480.338999,0,0.000059,0.141075,0.101205,0,0.267564,1417.43355,1545.002569,313.612866,1103.820684,0,0.630387,1516.25009,1087.734346,0,2875.724176,341.838024,1203.164545,71.241154,71,95,0.003262,19.732456,0.030654,33.489489,33.489489,0,0,3.886581,0,154.700867,0.479826,0.15672,64.696598,124.876421,188.16772,0,0,240.261675,161.655068,3.886581,97.448163,45.875,34.916372,16.325,61.095585,0.001909,0,0,0,0.058333,200,0.97508,0.076277,12.667816,85.216181,0,64.696598
7302.831417,0.4496,4832.213142,0,0.000633,0.106834,0.085955,0,0.256178,2266.622271,2470.618275,2266.622271,0,0,6.803954,1148.229343,923.826911,0,2753.352935,2470.618275,0,71.04405,71,95,0.003286,20.005833,0.113856,33.852005,33.852005,0,0,28.091196,0,170.127099,0,0,64.696598,124.892315,1359.973362,0,0,0,131.885846,28.091196,122.894954,45.08,34.624987,17.12,61.095585,0.001971,0,0,0,0.216667,200,0.97508,0.07639,12.044759,84.767118,0,64.696598
9514.657448,0.391827,4211.281664,0,0.001169,0.091924,0.07102,0,0.227714,4865.48237,5303.375783,3752.322079,1113.160291,0,12.566971,987.978818,763.311044,0,2447.424831,4090.031067,1213.344717,71.068049,71,95,0.003309,20.131611,0.188301,34.527929,34.527929,0,0,46.505371,0,156.045046,0.110314,0.036223,64.696598,124.884401,2251.393248,0,0,55.309737,114.870961,46.505371,122.874177,44.36,34.334201,17.84,61.095585,0.002017,0,0,0,0.358333,200,0.97508,0.076493,11.603146,84.450133,0,64.696598
9351.932086,0.308604,3316.819213,0,0.001726,0.04129,0.060646,0,0.204943,5536.800801,6035.112873,5536.800801,0,0,18.551757,443.771363,651.813745,0,2202.682348,6035.112873,0,71.096081,71,95,0.003332,20.246434,0.24085,35.204469,35.204469,0,0,68.621365,0,148.751546,0,0,64.696598,124.861139,3322.080481,0,0,0,63.798993,68.621365,122.847207,43.64,34.097261,18.56,61.095585,0.002084,0,0,0,0.458333,200,0.97508,0.076594,11.160288,84.133148,0,64.696598
10928.95222,0.275669,2962.831191,0,0.00203,0.020502,0.053886,0,0.19925,7308.367917,7966.121029,6204.53002,1103.837897,0,21.822731,220.351421,579.160312,0,2141.496727,6762.937722,1203.183307,71.104066,71,95,0.003353,20.371403,0.293399,35.876886,35.876886,0,0,76.895462,0,151.585992,0,0,64.696598,124.861139,3722.718012,0,0,0,17.014886,76.895462,122.814648,42.92,33.934712,19.28,61.095585,0.002181,0,0,0,0.558333,118.333333,0.97508,0.076692,10.716176,83.816163,0,64.638645
12122.50303,0.255315,2744.072893,0,0.002363,0.012301,0.052787,0,0.187864,8604.064345,9378.430136,7399.030098,1205.034247,0,25.393676,132.210853,567.342879,0,2019.125485,8064.942807,1313.487329,71.120335,71,95,0.003376,20.500588,0.376602,36.695588,36.695588,0,0,91.697212,0,178.310815,1.105862,0.358316,64.681121,124.795405,4439.418059,0,0,553.354388,8.521098,91.697212,122.779734,42.095,33.731865,20.105,61.095585,0.002286,0,0,0,0.716667,60,0.97508,0.076805,10.009952,83.31427,0,64.638645
11257.81997,0.240423,2584.014621,0,0.002609,0.008201,0.047442,0,0.182171,7957.619585,8673.805348,7957.619585,0,0,28.035742,88.140568,509.898446,0,1957.939865,8673.805348,0,71.127749,71,95,0.003402,20.646984,0.451046,37.500758,37.500758,0,0,98.617531,0,158.903686,0,0,64.642201,124.630099,4774.571751,0,0,0,2.130275,98.617531,122.742027,41.3,33.445949,20.9,61.095585,0.002352,0,0,0,0.858333,60,0.97508,0.076919,9.37624,82.865207,0,64.638645
13108.19335,0.233831,2513.173953,0,0.00281,0.008201,0.046343,0,0.176478,9720.201281,10595.0194,8616.394483,1103.806798,0,30.198128,88.140568,498.081013,0,1896.754244,9391.869986,1203.14941,71.134393,71,95,0.003425,20.781982,0.503595,38.218839,38.218839,0,0,106.77869,0,164.546705,0,0,64.642201,124.630099,5169.83669,0,0,0,2.130275,106.77869,122.704011,40.58,33.22675,21.62,61.095585,0.002427,0,0,0,0.958333,60,0.97508,0.077021,8.927032,82.548222,0,64.638645
12505.35276,0.243747,2619.742131,0,0.00297,0.009117,0.049488,0,0.182171,9069.367551,9885.61063,9069.367551,0,0,31.919209,97.992477,531.890581,0,1957.939865,9885.61063,0,71.138553,71,95,0.003449,20.92802,0.586798,39.044903,39.044903,0,0,112.389103,0,178.04412,0,0,64.642201,124.630099,5441.62053,0,0,0,8.521098,112.389103,122.66577,39.86,33.048449,22.34,61.095585,0.002519,0,0,0,1.116667,60,0.97508,0.07712,8.476528,82.231237,0,64.638645
16512.53571,0.27105,2913.196167,0,0.003021,0.025017,0.055149,0,0.187864,12476.4583,13599.33955,9227.870919,3248.587381,0,32.464238,268.879862,592.726581,0,2019.125485,10058.3793,3540.960245,71.138025,71,95,0.003485,21.146073,0.661243,40.375595,40.375595,0,0,114.351557,0,265.631092,4.202587,1.385676,64.638701,124.984845,5536.722551,0,0,2111.963709,59.565755,114.351557,122.62808,38.51,32.621264,23.48,61.095585,0.002656,0,0,0,1.258333,60,0.97508,0.077312,7.494665,81.544436,0,64.638645
18345.87549,0.362547,3896.584522,0,0.003519,0.058733,0.077159,0.0125,0.210635,13256.23025,14449.29097,10878.24837,2377.981872,0,37.825912,631.255693,829.287449,134.3475,2263.867969,11857.29073,2592.00024,71.157562,71,95,0.003512,21.291904,0.713792,64.728134,14.728134,50,0,134.800909,0,163.479386,1.753145,0.580867,64.638645,125.013545,6526.949024,0,0,882.089361,204.205938,134.800909,122.589073,37.865,32.449072,24.185,61.095585,0.002734,0,0,0,1.358333,60,0.97508,0.077403,7.192988,81.333112,0,64.638645
17011.22274,0.422452,4540.424881,0,0.003112,0.074326,0.103414,0.0025,0.2391,11441.09895,12470.79786,8954.538534,2486.560419,0,33.446185,798.837806,1111.475318,26.8695,2569.796072,9760.447002,2710.350856,71.12999,71,95,0.003541,21.487446,0.766341,39.612335,39.612335,0,0,110.960356,163.059747,254.640842,2.938298,0.963049,64.638645,124.960955,5372.72312,0,0,1474.430031,216.960274,110.960356,122.552722,40.04,33.60204,23.735,61.095585,0.002694,170.538023,27.214196,8.188784,1.458333,60,0.97508,0.077071,9.219103,82.759545,61.300237,64.638645
13645.98508,0.436357,4689.882831,0,0.002403,0.078987,0.110174,0,0.244793,8216.607566,8956.102247,6847.614091,1368.993476,0,25.832162,848.940226,1184.128751,0,2630.981693,7463.899359,1492.202889,71.101038,71,95,0.003569,21.679251,0.788236,35.044628,35.044628,0,0,84.852455,541.116774,80.503209,2.546213,0.847537,64.638645,125.174065,4108.568454,0,0,1282.594601,208.439175,84.852455,122.522598,45.74,36.349426,22.205,61.095585,0.002515,259.082548,85.917913,14.660564,1.5,71.666667,0.97508,0.076225,14.097096,86.272798,102.556998,64.638645
8956.530009,0.440167,4730.825829,0,0.001177,0.081193,0.113004,0,0.244793,3876.792826,4225.70418,2772.92827,1103.864555,0,12.646198,872.651186,1214.546751,0,2630.981693,3022.491815,1203.212365,71.04237,71,95,0.003572,21.735896,0.665622,27.443138,27.443138,0,0,34.360391,1077.182166,-2.380524,0,0,64.638645,125.189065,1663.756962,0,0,0,182.930503,34.360391,122.503665,53.465,39.946774,19.91,61.095585,0.002294,305.468045,142.64135,17.090784,1.266667,80,0.97508,0.075104,20.798006,91.265314,124.741557,64.638645
4591.908129,0.427242,4591.908129,0,0.000049,0.078986,0.103414,0,0.244793,0,0,0,0,0,0.526717,848.924401,1111.475318,0,2630.981693,0,0,71.965025,71,95,0.003572,21.075384,0.363465,21.356986,21.356986,0,0,0,1626.634491,2.679361,0.04039,0.013534,64.638645,125.209419,0,0,0,20.379394,165.915617,0,71.619239,58.94,42.181796,17.6,61.095585,0.002047,328.132484,184.117691,18.041739,0.691667,138.333333,0.97508,0.074339,25.423108,94.804982,133.104726,64.638645
10071.89851,0.441148,4741.366217,0,0,0.075927,0.114735,0,0.250485,4890.396596,5330.53229,0,4890.396596,0,0,816.051584,1233.147319,0,2692.167314,0,5330.53229,74.917455,71,95,0.003572,19.087072,0.547386,24.244491,24.244491,0,0,0,2055.093405,54.118388,5.623059,1.861954,64.638645,125.346882,0,0,0,2828.799331,131.885846,0,71.619239,59.6,41.971621,14.915,61.095585,0.001807,337.298639,204.891372,18.358725,1.041667,180,0.97508,0.074273,25.188014,94.620074,130.190726,64.638645
