SF PT 3 Elec All Elec + EE - Source Energy|Total (*),SF PT 3 Elec All Elec + EE - Site Energy|Total (E),SF PT 3 Elec All Elec + EE - Source Energy|Total (E),SF PT 3 Elec All Elec + EE - Site Energy|Cooling (E),SF PT 3 Elec All Elec + EE - Site Energy|Heating (E),SF PT 3 Elec All Elec + EE - Site Energy|Cooling Fan/Pump (E),SF PT 3 Elec All Elec + EE - Site Energy|Heating Fan/Pump (E),SF PT 3 Elec All Elec + EE - Site Energy|Hot Water (E),SF PT 3 Elec All Elec + EE - Site Energy|Hot Water - Suppl. (E),SF PT 3 Elec All Elec + EE - Site Energy|Lights (E),SF PT 3 Elec All Elec + EE - Site Energy|Lg. Appl. (E),SF PT 3 Elec All Elec + EE - Site Energy|Vent Fan (E),SF PT 3 Elec All Elec + EE - Site Energy|Misc. (E),SF PT 3 Elec All Elec + EE - Source Energy|Cooling (E),SF PT 3 Elec All Elec + EE - Source Energy|Heating (E),SF PT 3 Elec All Elec + EE - Source Energy|Cooling Fan/Pump (E),SF PT 3 Elec All Elec + EE - Source Energy|Heating Fan/Pump (E),SF PT 3 Elec All Elec + EE - Source Energy|Hot Water (E),SF PT 3 Elec All Elec + EE - Source Energy|Hot Water - Suppl. (E),SF PT 3 Elec All Elec + EE - Source Energy|Lights (E),SF PT 3 Elec All Elec + EE - Source Energy|Lg. Appl. (E),SF PT 3 Elec All Elec + EE - Source Energy|Vent Fan (E),SF PT 3 Elec All Elec + EE - Source Energy|Misc. (E),SF PT 3 Elec All Elec + EE - Living Space|Indoor Temperature,SF PT 3 Elec All Elec + EE - Living Space|Heating Setpoint,SF PT 3 Elec All Elec + EE - Living Space|Cooling Setpoint,SF PT 3 Elec All Elec + EE - Living Space|Indoor Humidity,SF PT 3 Elec All Elec + EE - Living Space|Indoor Relative Humidity,SF PT 3 Elec All Elec + EE - Living Space|Wind Speed (at Building),SF PT 3 Elec All Elec + EE - Living Space|Infiltration + Mech. Vent.,SF PT 3 Elec All Elec + EE - Living Space|Infiltration,SF PT 3 Elec All Elec + EE - Living Space|Mech. Vent. (rated),SF PT 3 Elec All Elec + EE - Living Space|Natural Ventilation,SF PT 3 Elec All Elec + EE - Living Space|System Flow Rate to Zone,SF PT 3 Elec All Elec + EE - Living Space|Zone Glazing Transmitted Solar,SF PT 3 Elec All Elec + EE - Living Space|Latent Gains/Losses,SF PT 3 Elec All Elec + EE - Domestic Water System|Hot Water Use Flow Rate,SF PT 3 Elec All Elec + EE - Domestic Water System|Cold Water Use Flow Rate,SF PT 3 Elec All Elec + EE - Domestic Water System|Water Heater Inlet Temperature,SF PT 3 Elec All Elec + EE - Domestic Water System|Delivered Hot Water Temperature,SF PT 3 Elec All Elec + EE - Domestic Water System|HPWH Sensible Heat Removed (inc. fan heat),SF PT 3 Elec All Elec + EE - Domestic Water System|HPWH Latent Heat Removed,SF PT 3 Elec All Elec + EE - Delivered Energy|Heating Delivered (main),SF PT 3 Elec All Elec + EE - Delivered Energy|Cooling Delivered (sensible),SF PT 3 Elec All Elec + EE - Delivered Energy|Cooling Delivered (latent),SF PT 3 Elec All Elec + EE - Delivered Energy|DHW Delivered Energy,SF PT 3 Elec All Elec + EE - Delivered Energy|DHW Pipe Heat Losses - Unit,SF PT 3 Elec All Elec + EE - Weather|Outdoor Drybulb,SF PT 3 Elec All Elec + EE - Weather|Outdoor Wetbulb,SF PT 3 Elec All Elec + EE - Weather|Outdoor Dew Point,SF PT 3 Elec All Elec + EE - Weather|Ground Temperature,SF PT 3 Elec All Elec + EE - Weather|Outdoor Humidity Ratio,SF PT 3 Elec All Elec + EE - Weather|Direct Normal Solar,SF PT 3 Elec All Elec + EE - Weather|Total Horizontal Solar,SF PT 3 Elec All Elec + EE - Weather|Diffuse Horizontal Solar,SF PT 3 Elec All Elec + EE - Weather|Wind Speed (at Weather Station),SF PT 3 Elec All Elec + EE - Weather|Wind Direction,SF PT 3 Elec All Elec + EE - Weather|Atmospheric Pressure,SF PT 3 Elec All Elec + EE - Weather|Outdoor Air Density,SF PT 3 Elec All Elec + EE - Weather|Sky Temperature,SF PT 3 Elec All Elec + EE - Weather|Sky Radiation Losses,SF PT 3 Elec All Elec + EE - Weather|Total Vertical Solar,SF PT 3 Elec All Elec + EE - Weather|Mains Water Temperature
5636.823745,0.524463,5636.823745,0,0,0,0,0.088953,0,0.074854,0.117188,0,0.243469,0,0,0,0,956.049119,0,804.514916,1259.508086,0,2616.751624,66.865902,64,95,0.009727,67.660029,0.455425,18.59755,18.59755,0,0,0,717.230396,-174.331797,0.066479,0.02178,65.133293,124.696426,390.389747,240.549796,0,0,0,32.991782,208.439175,55.715,52.839625,50.6,59.082442,0.008052,101.805071,103.796529,55.366743,0.866667,141.666667,0.97508,0.074091,37.314739,104.446614,65.523189,65.133293
5561.926721,0.517494,5561.926721,0,0,0,0,0.078677,0,0.075605,0.119744,0,0.243469,0,0,0,0,845.600582,0,812.587634,1286.986881,0,2616.751624,69.556891,64,95,0.009719,61.635062,0.919609,21.438356,21.438356,0,0,0,1178.579842,-23.622908,0.712563,0.229425,65.133293,124.600889,410.059941,196.588479,0,0,0,352.121748,182.930503,59.15,53.818263,49.79,59.082442,0.007816,126.080852,151.525714,72.800928,1.75,200,0.97508,0.073629,40.421431,107.088157,85.023264,65.133293
4627.929272,0.430593,4627.929272,0,0,0,0,0.003,0,0.073474,0.11065,0,0.243469,0,0,0,0,32.2434,0,789.688528,1189.24572,0,2616.751624,71.478998,64,95,0.009689,57.605585,1.037845,22.494184,22.494184,0,0,0,1710.520764,-277.058703,0.21711,0.069729,65.133293,124.415914,0,0,0,0,0,107.222761,165.915617,61.01,53.973024,48.59,59.082442,0.007479,143.594283,187.663655,82.944453,1.975,223.333333,0.97508,0.073405,41.966364,108.408929,96.451321,65.133293
5814.367505,0.540982,5814.367505,0,0,0,0,0.100452,0,0.070523,0.120877,0,0.249131,0,0,0,0,1079.637854,0,757.962437,1299.160901,0,2677.606313,74.65235,64,95,0.009677,51.65294,0.534249,20.502225,20.502225,0,0,0,2194.554578,-231.895797,2.347634,0.754982,65.133293,124.395172,507.235963,177.069766,0,0,0,1159.78053,131.885846,62,53.634324,47,59.082442,0.007065,166.179477,212.883801,83.0237,1.016667,216.666667,0.97508,0.073314,42.393238,108.778745,98.630052,65.133293
4931.713968,0.458858,4931.713968,0,0,0,0,0.003,0,0.068392,0.132673,0,0.254793,0,0,0,0,32.2434,0,735.063331,1425.946235,0,2738.461002,77.152875,64,95,0.009656,47.438367,1.20425,28.681922,28.681922,0,0,0,2454.997168,-187.638254,0.25792,0.083232,65.133293,124.493787,0,0,0,0,0,127.525071,114.870961,62.6,53.727649,46.715,59.082442,0.006981,160.949221,209.976441,84.635041,2.291667,200,0.97508,0.073239,42.910887,109.227807,90.145964,65.133293
8088.459825,0.752569,8088.459825,0,0,0,0,0.3114,0,0.067765,0.118612,0,0.254793,0,0,0,0,3346.861029,0,728.324933,1274.812862,0,2738.461002,77.511323,64,95,0.009612,46.696033,2.02314,42.330768,42.330768,0,0,0,2547.145056,-744.669582,8.078571,2.553137,65.133293,124.216578,1147.727924,347.789525,0,0,0,3974.209854,102.089313,62.39,54.027932,47.675,59.082442,0.007197,163.537934,194.589263,76.683996,3.85,182.5,0.97508,0.073243,43.062844,109.359885,91.62935,65.133293
4867.145225,0.45285,4867.145225,0,0,0,0,0.003,0,0.068046,0.132673,0,0.249131,0,0,0,0,32.2434,0,731.349277,1425.946235,0,2677.606313,77.666758,64,95,0.009552,46.17133,1.602747,35.221887,35.221887,0,0,0,2347.089194,-358.023209,1.182955,0.387018,65.133293,124.810349,0,0,0,0,0,586.867465,102.089313,61.4,53.69629,47.99,59.082442,0.007236,150.911358,158.663479,66.381978,3.05,199.166667,0.97508,0.073378,42.209092,108.620252,94.874067,65.133293
5861.135199,0.545333,5861.135199,0,0,0,0,0.099958,0,0.07029,0.114631,0,0.260455,0,0,0,0,1074.327583,0,755.462635,1232.029291,0,2799.315691,77.263101,64,72,0.009463,46.329042,0.994054,27.97433,27.97433,0,73.193731,0,1962.020903,-1121.145643,0,0,65.133293,124.832189,550.38698,144.885976,0,0,0,0,89.334977,60.59,53.168258,47.42,59.082442,0.007126,142.748989,113.587887,48.155331,1.891667,214.166667,0.97508,0.073505,41.169573,107.722128,88.881018,65.133293
5726.723853,0.532828,5726.723853,0,0,0,0,0.003,0,0.077785,0.180263,0,0.271779,0,0,0,0,32.2434,0,836.020682,1937.434702,0,2921.025069,76.951687,64,72,0.009358,46.292181,1.024707,27.82156,27.82156,0,63.808745,0,1367.020342,-803.221846,2.143093,0.701532,65.133293,124.74315,0,0,0,0,0,1063.341388,119.104199,60.02,52.549286,46.7,59.082442,0.006915,125.129897,60.723837,26.785247,1.95,227.5,0.97508,0.07361,40.431046,107.088157,71.436228,65.133293
9306.306951,0.86588,9306.306951,0,0,0,0,0.190421,0,0.095929,0.260103,0.025,0.294427,0,0,0,0,2046.603109,0,1031.026152,2795.538865,268.695,3164.443824,76.030434,64,95,0.009235,47.170054,1.248041,104.692024,4.692024,99.999999,0,0,528.725567,-1092.17906,2.745298,0.880075,65.133293,124.414481,687.897137,192.757924,0,0,0,1355.190787,157.394519,59.09,52.009973,46.4,59.082442,0.006832,74.007233,12.260969,4.89566,2.375,240,0.97508,0.073752,39.471742,106.269279,33.522858,65.133293
7021.945036,0.653338,7021.945036,0,0,0,0,0.003,0,0.124483,0.220766,0.005,0.300089,0,0,0,0,32.2434,0,1337.915828,2372.748296,53.739,3225.298513,76.146606,64,95,0.009186,46.686018,1.191113,30.501373,30.501373,0,0,0,0,210.150555,5.075137,1.666428,65.133293,124.715244,0,0,0,0,0,2520.045838,187.191052,57.8,51.471667,46.4,59.082442,0.006835,0,0,0,2.266667,216.666667,0.97508,0.073936,38.131847,105.133416,0,65.133293
9530.769587,0.886765,9530.769587,0,0,0,0,0.308819,0,0.149791,0.145052,0,0.283103,0,0,0,0,3319.119969,0,1609.92209,1558.993081,0,3042.734446,73.991341,64,95,0.009187,50.2573,1.103531,29.839835,29.839835,0,0,0,0,-527.64254,1.313779,0.417439,65.133293,124.324176,1018.686732,354.955071,0,0,0,647.14193,178.669954,56.465,50.636893,45.98,59.082442,0.006695,0,0,0,2.1,229.166667,0.97508,0.074143,36.845537,104.050383,0,65.133293
6045.475633,0.562485,6045.475633,0,0,0,0,0.031694,0,0.153004,0.11167,0,0.266117,0,0,0,0,340.645412,0,1644.456476,1200.203366,0,2860.17038,71.949276,64,95,0.009155,53.568637,1.134185,28.531401,28.531401,0,0,0,0,-142.5103,0.011621,0.003653,65.133293,124.098134,0,0,0,0,0,5.709412,161.655068,55.73,50.274986,45.785,59.082442,0.006671,0,0,0,2.158333,250,0.97508,0.074252,36.151636,103.469243,0,65.133293
6009.275398,0.559117,6009.275398,0,0,0,0,0.075446,0,0.131415,0.097462,0,0.254793,0,0,0,0,810.882498,0,1412.427283,1047.504614,0,2738.461002,71.265126,64,95,0.009158,54.84895,1.15608,28.85039,28.85039,0,0,0,0,-94.760626,0,0,65.133293,124.110296,410.964298,141.44196,0,0,0,0.000047,131.885846,55.37,50.212369,45.86,59.082442,0.00672,0,0,0,2.2,250,0.97508,0.074298,35.771452,103.152258,0,65.133293
4236.44446,0.394169,4236.44446,0,0,0,0,0.003,0,0.081577,0.083109,0,0.226482,0,0,0,0,32.2434,0,876.773018,893.240485,0,2434.187557,69.7386,64,95,0.009147,57.681009,1.15608,27.657418,27.657418,0,0,0,0,49.216187,0,0,65.133293,124.110296,0,0,0,0,0,0,114.870961,55.01,50.068715,45.86,59.082442,0.006727,0,0,0,2.2,250,0.97508,0.074349,35.390391,102.835273,0,65.133293
4044.631555,0.376322,4044.631555,0,0,0,0,0.058753,0,0.04129,0.072445,0,0.203834,0,0,0,0,631.462221,0,443.771363,778.62917,0,2190.768801,68.567447,64,95,0.009146,60.051687,1.186734,27.554201,27.554201,0,0,0,0,-73.046967,0,0,65.133293,124.110296,288.84507,115.896502,0,0,0,0,63.798993,54.65,49.921866,45.965,59.082442,0.006732,0,0,0,2.258333,250,0.97508,0.074401,35.008448,102.518288,0,65.133293
3090.875738,0.287582,3090.875738,0,0,0,0,0.003,0,0.020502,0.065908,0,0.198172,0,0,0,0,32.2434,0,220.351421,708.366804,0,2129.914113,67.879498,64,95,0.009142,61.448119,1.208629,27.493154,27.493154,0,0,0,0,38.80762,0,0,65.133293,124.110296,0,0,0,0,0,0,17.014886,54.29,49.771853,46.04,59.082442,0.006735,0,0,0,2.3,250,0.97508,0.074452,34.625619,102.201303,0,65.205872
3454.801084,0.321443,3454.801084,0,0,0,0,0.057809,0,0.012301,0.064484,0,0.186848,0,0,0,0,621.323468,0,132.210853,693.062029,0,2008.204735,66.889245,64,95,0.009135,63.53657,1.239283,27.378281,27.378281,0,0,0,0,-78.686529,0,0,65.133293,124.110296,265.705191,119.117906,0,0,0,0,8.521098,53.93,49.618725,46.04,59.082442,0.006738,0,0,0,2.358333,169.166667,0.97508,0.074504,34.465952,102.069226,0,65.205872
3299.49684,0.306993,3299.49684,0,0,0,0,0.058381,0,0.008201,0.059225,0,0.181186,0,0,0,0,627.467165,0,88.140568,636.53906,0,1947.350046,66.350754,64,95,0.009134,64.732726,1.261178,27.706983,27.706983,0,0,0,0,-83.451346,0,0,65.133293,124.110296,255.273889,122.825657,0,0,0,0,2.130275,53.57,49.564266,46.145,59.082442,0.006791,0,0,0,2.4,60,0.97508,0.07455,34.241897,101.884318,0,65.205872
2628.11361,0.244526,2628.11361,0,0,0,0,0.003,0,0.008201,0.057801,0,0.175524,0,0,0,0,32.2434,0,88.140568,621.234285,0,1886.495357,65.765015,64,95,0.009124,65.98256,1.261178,27.347179,27.347179,0,0,0,0,45.407253,0,0,65.133293,124.110296,0,0,0,0,0,0,2.130275,53.105,49.378293,46.22,59.082442,0.006801,0,0,0,2.4,60,0.97508,0.074617,33.632174,101.382424,0,65.205872
3322.152587,0.309101,3322.152587,0,0,0,0,0.05876,0,0.008942,0.060212,0,0.181186,0,0,0,0,631.543369,0,96.111471,647.147702,0,1947.350046,65.250026,64,95,0.009123,67.170702,1.291832,27.855182,27.855182,0,0,0,0,-83.184476,0,0,65.133293,124.110296,247.301776,124.251547,0,0,0,0,8.521098,52.67,49.14389,46.22,59.082442,0.006779,0,0,0,2.458333,60,0.97508,0.074683,33.310971,101.11827,0,65.205872
3838.086828,0.357104,3838.086828,0,0,0,0,0.080786,0,0.024145,0.065325,0,0.186848,0,0,0,0,868.276469,0,259.500332,702.105293,0,2008.204735,65.452952,64,95,0.009127,66.722305,1.313727,28.508814,28.508814,0,0,0,0,128.126359,5.316644,1.72194,65.192508,124.411218,389.079137,222.290151,0,0,0,2626.81777,59.565755,52.31,49.074327,46.325,59.082442,0.006825,0,0,0,2.5,60,0.97508,0.07473,33.085336,100.933362,0,65.205872
8686.317562,0.808195,8686.317562,0,0.009763,0,0.000294,0.283386,0.15,0.056685,0.08607,0.0125,0.209496,0,104.935275,0,3.160482,3045.77926,1612.17,609.235145,925.06641,134.3475,2251.62349,66.023666,64,95,0.00919,65.943964,1.344381,57.988584,7.988584,50,0,4.568199,179.034368,1352.723757,49.199463,7.923932,65.205872,113.329963,852.002549,523.368655,453.716215,0,0,19400.91175,204.205938,51.95,48.972315,46.4,59.082442,0.006854,38.61936,12.110699,7.396321,2.558333,60,0.97508,0.074779,32.697999,100.616377,20.891087,65.205872
56970.75193,5.30069,56970.75193,0,0,0,0,0.003,4.875,0.071733,0.11065,0.0025,0.237807,0,0,0,0,32.2434,52395.525,770.971371,1189.24572,26.8695,2555.896935,66.298932,64,95,0.009235,65.548461,1.335623,29.25663,29.25663,0,0,0,439.950403,47.288048,0.69249,0,65.205872,93.863817,0,0,0,0,0,160.097614,216.960274,52.64,49.397381,46.715,59.082442,0.006916,97.288033,59.133817,30.377746,2.541667,60,0.97508,0.074671,33.437938,101.223932,52.734922,65.205872
12773.86803,1.18851,12773.86803,0,0,0,0,0.003,0.75,0.074854,0.117188,0,0.243469,0,0,0,0,32.2434,8060.85,804.514916,1259.508086,0,2616.751624,67.401404,64,95,0.009231,63.078416,1.037845,23.487954,23.487954,0,0,0,721.807132,-16.082372,0,0,65.205872,95.39822,0,0,0,0,0,0,208.439175,55.865,51.342047,47.675,59.082442,0.007208,145.205624,117.798044,48.577978,1.975,60,0.97508,0.07417,36.079818,103.416413,76.289532,65.205872
4748.569539,0.441818,4748.569539,0,0,0,0,0.003,0,0.075605,0.119744,0,0.243469,0,0,0,0,32.2434,0,812.587634,1286.986881,0,2616.751624,69.712305,64,95,0.009231,58.277009,0.350327,17.867539,17.867539,0,0,0,1222.092236,-6.361501,0.071283,0,65.205872,99.584194,0,0,0,0,0,19.632965,182.930503,59,52.766663,47.99,59.082442,0.007265,188.579762,174.972044,57.0045,0.666667,60,0.97508,0.073714,38.163833,105.159831,97.694015,65.205872
4627.929272,0.430593,4627.929272,0,0,0,0,0.003,0,0.073474,0.11065,0,0.243469,0,0,0,0,32.2434,0,789.688528,1189.24572,0,2616.751624,73.212245,64,95,0.009229,51.759807,0.183922,17.501039,17.501039,0,0,0,1865.59279,-23.268507,0,0,65.205872,100.960748,0,0,0,0,0,0,165.915617,62.105,53.769118,47.315,59.082442,0.007117,238.08228,226.753918,53.121432,0.35,130,0.97508,0.073293,39.933648,106.665511,110.356276,65.205872
4766.973051,0.44353,4766.973051,0,0,0,0,0.003,0,0.070523,0.120877,0,0.249131,0,0,0,0,32.2434,0,757.962437,1299.160901,0,2677.606313,76.718918,64,95,0.009223,46.004492,1.020328,23.459392,23.459392,0,0,0,2498.146602,-91.834491,0,0,65.205872,100.960748,0,0,0,0,0,0.000023,131.885846,65.465,54.802745,46.625,59.082442,0.006938,273.822358,259.358838,45.32888,1.941667,180,0.97508,0.072845,41.506482,108.012698,110.265179,65.205872
4931.713968,0.458858,4931.713968,0,0,0,0,0.003,0,0.068392,0.132673,0,0.254793,0,0,0,0,32.2434,0,735.063331,1425.946235,0,2738.461002,79.418007,64,95,0.009193,41.960984,2.16765,43.193525,43.193525,0,0,0,2981.497547,-311.171767,0,0,65.205872,100.960748,0,0,0,0,0,0.000005,114.870961,68.525,55.819964,46.4,59.082442,0.006825,301.479314,270.754343,35.951402,4.125,180,0.975656,0.072478,42.180035,108.593837,100.773144,65.205872
4773.842196,0.444169,4773.842196,0,0,0,0,0.003,0,0.067765,0.118612,0,0.254793,0,0,0,0,32.2434,0,728.324933,1274.812862,0,2738.461002,80.944423,64,95,0.009138,39.698034,2.443533,49.678886,49.678886,0,0,0,3072.962293,-292.218175,2.230147,0.607692,65.205872,104.501614,0,0,0,0,0,1059.089161,102.089313,69.065,56.477511,47.24,59.082442,0.007083,272.237432,238.225337,41.630719,4.65,215,0.976067,0.072405,41.904847,108.356098,103.495485,65.205872
4867.145225,0.45285,4867.145225,0,0,0,0,0.003,0,0.068046,0.132673,0,0.249131,0,0,0,0,32.2434,0,731.349277,1425.946235,0,2677.606313,81.15675,64,95,0.009106,39.26117,2.771965,58.928429,58.928429,0,0,0,2695.801716,-153.541291,0,0,65.205872,126.683734,0,0,0,0,0,0,102.089313,66.125,56.73578,49.94,59.082442,0.007909,208.153597,178.977378,51.378013,5.275,240,0.975491,0.072672,39.868973,106.61268,106.485005,65.205872
4819.051017,0.448376,4819.051017,0,0,0,0,0.003,0,0.07029,0.114631,0,0.260455,0,0,0,0,32.2434,0,755.462635,1232.029291,0,2799.315691,80.965164,64,72,0.009089,39.418831,2.334055,49.717633,49.717633,0,0,0,2230.467479,-79.010636,0.141205,0.052283,65.205872,126.576318,0,0,0,0,0,72.210241,89.334977,64.4,56.324879,50.6,59.082442,0.008063,184.247632,125.395397,40.996749,4.441667,210.833333,0.97508,0.072862,38.414576,105.371154,100.536668,65.205872
5726.723853,0.532828,5726.723853,0,0,0,0,0.003,0,0.077785,0.180263,0,0.271779,0,0,0,0,32.2434,0,836.020682,1937.434702,0,2921.025069,81.288444,64,72,0.009086,38.990201,1.572094,35.17753,35.17753,0,0,0,1581.096444,29.999111,0,0,65.205872,126.496311,0,0,0,0,0,0,119.104199,64.19,55.860178,50,59.082442,0.007838,159.364295,67.496286,23.615395,2.991667,149.166667,0.97508,0.072917,38.039558,105.054169,82.72792,65.205872
23845.88054,2.218676,23845.88054,0,0,0,0,0.043216,1.5,0.095929,0.260103,0.025,0.294427,0,0,0,0,464.4767,16121.7,1031.026152,2795.538865,268.695,3164.443824,81.572083,64,95,0.009065,38.654993,1.480133,105.893717,5.893718,99.999999,0,0,488.132315,-332.811489,41.823766,8.180475,65.205872,113.968483,131.706768,18.281078,0,0,0,17804.83178,157.394519,63.2,55.390052,50,59.082442,0.00779,62.472494,13.46005,6.991284,2.816667,108.333333,0.97508,0.073061,37.002296,104.18246,30.315586,65.205872
48938.36504,4.553338,48938.36504,0,0,0,0,0.003,3.9,0.124483,0.220766,0.005,0.300089,0,0,0,0,32.2434,41916.42,1337.915828,2372.748296,53.739,3225.298513,79.229555,64,95,0.009062,41.600588,1.370655,31.919776,31.919776,0,0,0,0,280.877282,0,0,65.205872,96.001188,0,0,0,0,0,0,187.191052,62.6,55.140878,49.79,59.082442,0.007782,0,0,0,2.608333,140.833333,0.97508,0.073146,37.691408,104.7636,0,65.205872
14304.74302,1.330946,14304.74302,0,0,0,0,0.003,0.75,0.149791,0.145052,0,0.283103,0,0,0,0,32.2434,8060.85,1609.92209,1558.993081,0,3042.734446,77.398029,64,95,0.009097,44.362885,1.78229,38.300187,38.300187,0,0,0,0,141.982771,0,0,65.205872,96.001188,0,0,0,0,0,0,178.669954,61.76,54.652114,49.43,59.082442,0.007693,0,0,0,3.391667,117.5,0.97508,0.073274,37.756185,104.81643,0,65.205872
5737.073621,0.533791,5737.073621,0,0,0,0,0.003,0,0.153004,0.11167,0,0.266117,0,0,0,0,32.2434,0,1644.456476,1200.203366,0,2860.17038,75.544106,64,95,0.009116,47.267342,2.185166,45.395912,45.395912,0,0,0,0,152.730445,6.056309,2.837396,65.205872,127.70918,0,0,0,0,0,3319.153752,161.655068,60.74,54.169521,49.385,59.082442,0.007651,0,0,0,4.158333,80,0.97508,0.073423,36.90939,104.103214,0,65.205872
5230.636299,0.48667,5230.636299,0,0,0,0,0.003,0,0.131415,0.097462,0,0.254793,0,0,0,0,32.2434,0,1412.427283,1047.504614,0,2738.461002,73.593106,64,95,0.009131,50.536172,2.237715,45.977568,45.977568,0,0,0,0,67.903658,0,0,65.205872,133.394015,0,0,0,0,0,0,131.885846,60.02,53.936633,49.565,59.082442,0.007684,0,0,0,4.258333,80,0.97508,0.073521,36.309471,103.601321,0,65.205872
4236.44446,0.394169,4236.44446,0,0,0,0,0.003,0,0.081577,0.083109,0,0.226482,0,0,0,0,32.2434,0,876.773018,893.240485,0,2434.187557,72.088011,64,95,0.00914,53.222401,2.290265,46.740682,46.740682,0,0,0,0,66.475708,0,0,65.205872,133.394015,0,0,0,0,0,0,114.870961,59.3,53.805226,49.85,59.082442,0.007773,0,0,0,4.358333,80,0.97508,0.073612,35.548953,102.96735,0,65.205872
3445.412734,0.320569,3445.412734,0,0,0,0,0.003,0,0.04129,0.072445,0,0.203834,0,0,0,0,32.2434,0,443.771363,778.62917,0,2190.768801,70.932036,64,95,0.009153,55.419161,2.31216,46.940683,46.940683,0,0,0,0,120.072858,2.588573,1.250648,65.205872,132.702639,0,0,0,0,0,1432.807197,63.798993,58.685,53.719844,50.105,59.082442,0.007865,0,0,0,4.4,80,0.97508,0.073689,36.118394,103.442828,0,65.205872
3090.875738,0.287582,3090.875738,0,0,0,0,0.003,0,0.020502,0.065908,0,0.198172,0,0,0,0,32.2434,0,220.351421,708.366804,0,2129.914113,69.751573,64,95,0.009169,57.796257,2.342814,47.446142,47.446142,0,0,0,0,68.928161,0,0,65.205872,131.324443,0,0,0,0,0,0,17.014886,58.04,53.512025,50.285,59.082442,0.007896,0,0,0,4.458333,80,0.97508,0.073777,36.309471,103.601321,0,65.280267
2865.721016,0.266633,2865.721016,0,0,0,0,0.003,0,0.012301,0.064484,0,0.186848,0,0,0,0,32.2434,0,132.210853,693.062029,0,2008.204735,68.788576,64,95,0.009179,59.796923,2.395363,48.514171,48.514171,0,0,0,0,73.662449,0,0,65.205872,131.324443,0,0,0,0,0,0,8.521098,57.32,53.33133,50.57,59.082442,0.007959,0,0,0,4.558333,56.666667,0.97508,0.073872,35.548953,102.96735,0,65.280267
2704.273075,0.251612,2704.273075,0,0,0,0,0.003,0,0.008201,0.059225,0,0.181186,0,0,0,0,32.2434,0,88.140568,636.53906,0,1947.350046,67.990837,64,95,0.009191,61.534372,2.447912,49.693268,49.693268,0,0,0,0,82.399779,0,0,65.205872,131.324443,0,0,0,0,0,0,2.130275,56.6,53.209755,50.825,59.082442,0.008055,0,0,0,4.658333,40,0.97508,0.073964,35.008448,102.518288,0,65.280267
2628.11361,0.244526,2628.11361,0,0,0,0,0.003,0,0.008201,0.057801,0,0.175524,0,0,0,0,32.2434,0,88.140568,621.234285,0,1886.495357,67.266442,64,95,0.009204,63.178309,2.500461,50.925598,50.925598,0,0,0,0,92.743431,0,0,65.205872,131.324443,0,0,0,0,0,0,2.130275,55.88,53.068168,51.005,59.082442,0.008141,0,0,0,4.758333,40,0.97508,0.074057,34.401564,102.016395,0,65.280267
2722.852619,0.25334,2722.852619,0,0,0,0,0.003,0,0.008942,0.060212,0,0.181186,0,0,0,0,32.2434,0,96.111471,647.147702,0,1947.350046,66.763101,64,95,0.009219,64.391587,2.55301,52.193556,52.193556,0,0,0,0,125.451393,1.565005,0.653331,65.227353,130.304369,0,0,0,0,0,826.513847,8.521098,55.265,52.906837,51.185,59.082442,0.008191,0,0,0,4.858333,40,0.97508,0.07414,34.529446,102.122056,0,65.280267
3002.053759,0.279318,3002.053759,0,0,0,0,0.003,0,0.024145,0.065325,0,0.186848,0,0,0,0,32.2434,0,259.500332,702.105293,0,2008.204735,66.26132,64,95,0.009238,65.654148,2.605559,53.530113,53.530113,0,0,0,0,120.297942,0,0,65.278835,127.859636,0,0,0,0,0,0,59.565755,54.62,52.830686,51.47,59.082442,0.008296,0,0,0,4.958333,40,0.97508,0.07422,34.401564,102.016395,0,65.280267
3952.515946,0.367751,3952.515946,0,0,0,0,0.003,0,0.056685,0.08607,0.0125,0.209496,0,0,0,0,32.2434,0,609.235145,925.06641,134.3475,2251.62349,65.847831,64,95,0.009253,66.707263,2.627455,73.705476,23.705476,50,0,0,215.978487,76.659096,0,0,65.278835,127.859636,0,0,0,0,0,0,204.205938,53.9,52.705751,51.725,59.082442,0.008391,46.535184,13.808528,8.761118,5,40,0.97508,0.074313,33.85728,101.567332,24.77746,65.280267
4575.226926,0.42569,4575.226926,0,0,0,0,0.003,0,0.071733,0.11065,0.0025,0.237807,0,0,0,0,32.2434,0,770.971371,1189.24572,26.8695,2555.896935,66.457555,64,95,0.009271,65.436173,2.596801,53.68749,53.68749,0,0,0,453.441697,154.687264,0.544817,0.207072,65.279657,126.774722,0,0,0,0,0,280.140845,216.960274,53.6,52.619414,51.8,59.082442,0.008412,90.42002,58.382453,32.173995,4.941667,40,0.97508,0.074354,33.696866,101.435255,51.637842,65.280267
4713.018026,0.43851,4713.018026,0,0,0,0,0.003,0,0.074854,0.117188,0,0.243469,0,0,0,0,32.2434,0,804.514916,1259.508086,0,2616.751624,67.258218,64,95,0.009283,63.73478,2.36033,48.541177,48.541177,0,0,0,734.035559,26.75391,1.024316,0.353866,65.28,126.041859,0,0,0,0,0,513.487187,208.439175,53.6,52.619414,51.8,59.082442,0.008412,85.718074,99.811346,59.487551,4.491667,40,0.97508,0.074354,33.696866,101.435255,63.300983,65.280267
