MF PT 1 Baseline - Source Energy|Total (*),MF PT 1 Baseline - Site Energy|Total (E),MF PT 1 Baseline - Source Energy|Total (E),MF PT 1 Baseline - Site Energy|Cooling (E),MF PT 1 Baseline - Site Energy|Heating Fan/Pump (E),MF PT 1 Baseline - Site Energy|Lights (E),MF PT 1 Baseline - Site Energy|Lg. Appl. (E),MF PT 1 Baseline - Site Energy|Vent Fan (E),MF PT 1 Baseline - Site Energy|Misc. (E),MF PT 1 Baseline - Site Energy|Total (G),MF PT 1 Baseline - Source Energy|Total (G),MF PT 1 Baseline - Site Energy|Heating (G),MF PT 1 Baseline - Site Energy|Hot Water (G),MF PT 1 Baseline - Site Energy|Lg. Appl. (G),MF PT 1 Baseline - Source Energy|Cooling (E),MF PT 1 Baseline - Source Energy|Heating Fan/Pump (E),MF PT 1 Baseline - Source Energy|Lights (E),MF PT 1 Baseline - Source Energy|Lg. Appl. (E),MF PT 1 Baseline - Source Energy|Vent Fan (E),MF PT 1 Baseline - Source Energy|Misc. (E),MF PT 1 Baseline - Source Energy|Heating (G),MF PT 1 Baseline - Source Energy|Hot Water (G),MF PT 1 Baseline - Source Energy|Lg. Appl. (G),MF PT 1 Baseline - Living Space|Indoor Temperature,MF PT 1 Baseline - Living Space|Heating Setpoint,MF PT 1 Baseline - Living Space|Cooling Setpoint,MF PT 1 Baseline - Living Space|Indoor Humidity,MF PT 1 Baseline - Living Space|Indoor Relative Humidity,MF PT 1 Baseline - Living Space|Wind Speed (at Building),MF PT 1 Baseline - Living Space|Infiltration + Mech. Vent.,MF PT 1 Baseline - Living Space|Infiltration,MF PT 1 Baseline - Living Space|Mech. Vent. (rated),MF PT 1 Baseline - Living Space|Natural Ventilation,MF PT 1 Baseline - Living Space|System Flow Rate to Zone,MF PT 1 Baseline - Living Space|Zone Glazing Transmitted Solar,MF PT 1 Baseline - Living Space|Latent Gains/Losses,MF PT 1 Baseline - Domestic Water System|Hot Water Use Flow Rate,MF PT 1 Baseline - Domestic Water System|Cold Water Use Flow Rate,MF PT 1 Baseline - Domestic Water System|Water Heater Inlet Temperature,MF PT 1 Baseline - Domestic Water System|Delivered Hot Water Temperature,MF PT 1 Baseline - Delivered Energy|Heating Delivered (main),MF PT 1 Baseline - Delivered Energy|Cooling Delivered (sensible),MF PT 1 Baseline - Delivered Energy|Cooling Delivered (latent),MF PT 1 Baseline - Delivered Energy|DHW Delivered Energy,MF PT 1 Baseline - Delivered Energy|DHW Pipe Heat Losses - Unit,MF PT 1 Baseline - HVAC System|Total Supply Air Flow Rate,MF PT 1 Baseline - HVAC System|Supply Air Temperature,MF PT 1 Baseline - Weather|Outdoor Drybulb,MF PT 1 Baseline - Weather|Outdoor Wetbulb,MF PT 1 Baseline - Weather|Outdoor Dew Point,MF PT 1 Baseline - Weather|Ground Temperature,MF PT 1 Baseline - Weather|Outdoor Humidity Ratio,MF PT 1 Baseline - Weather|Direct Normal Solar,MF PT 1 Baseline - Weather|Total Horizontal Solar,MF PT 1 Baseline - Weather|Diffuse Horizontal Solar,MF PT 1 Baseline - Weather|Wind Speed (at Weather Station),MF PT 1 Baseline - Weather|Wind Direction,MF PT 1 Baseline - Weather|Atmospheric Pressure,MF PT 1 Baseline - Weather|Outdoor Air Density,MF PT 1 Baseline - Weather|Sky Temperature,MF PT 1 Baseline - Weather|Sky Radiation Losses,MF PT 1 Baseline - Weather|Total Vertical Solar,MF PT 1 Baseline - Weather|Mains Water Temperature
Btu,kWh,Btu,kWh,kWh,kWh,kWh,kWh,kWh,Btu,Btu,Btu,Btu,Btu,Btu,Btu,Btu,Btu,Btu,Btu,Btu,Btu,Btu,F,F,F,lb/lb,%,m/s,cfm,cfm,cfm,cfm,cfm,Btu,Btu,gph,gph,F,F,Btu,Btu,Btu,Btu,Btu,cfm,F,F,F,F,F,lb/lb,Btu/sqft,Btu/sqft,Btu/sqft,m/s,Deg,Atm,lbm/cuft,F,Btu/sqft,Btu/sqft,F
7402.00778,0.517764,5564.819364,0,0,0.165978,0.067143,0,0.284643,1685.49396,1837.188416,0,1173.13915,512.354809,0,0,1783.894634,721.643691,0,3059.281039,0,1278.721674,558.466742,73.201093,71,95,0.003326,18.83181,0,34.436988,34.436988,0,0,0,0,198.371947,0.780903,0.267399,64.696598,125.456949,0,0,0,395.677332,230.335131,0,71.448515,47,35.377797,15.8,61.095585,0.001842,0,0,0,0,200,0.97508,0.076116,13.72505,85.982228,0,64.696598
7553.936133,0.468889,5039.524389,0,0.000192,0.141075,0.060058,0,0.267564,2306.799766,2514.411745,904.214514,1103.711613,298.873639,0,2.060081,1516.25009,645.490042,0,2875.724176,985.59382,1203.045658,325.772266,71.151975,71,95,0.003353,20.335878,0.030654,33.412631,33.412631,0,0,11.196919,0,157.962708,0.514969,0.169198,64.696598,124.494141,542.528708,0,0,258.235824,208.400128,11.196919,105.38423,45.875,34.916372,16.325,61.095585,0.001909,0,0,0,0.058333,200,0.97508,0.076277,12.667816,85.216181,0,64.696598
8980.533328,0.420701,4521.610091,0,0.001125,0.106834,0.056564,0,0.256178,4090.755263,4458.923237,3877.274093,0,213.48117,0,12.08969,1148.229343,607.938123,0,2753.352935,4226.228761,0,232.694476,71.056455,71,95,0.003376,20.542462,0.113856,33.862879,33.862879,0,0,48.014954,0,167.558668,0,0,64.696598,124.415996,2326.364456,0,0,0,170.022676,48.014954,122.342761,45.08,34.624987,17.12,61.095585,0.001971,0,0,0,0.216667,200,0.97508,0.07639,12.044759,84.767118,0,64.696598
11869.06407,0.373718,4016.640991,0,0.00187,0.091924,0.05221,0,0.227714,7204.057872,7852.423081,5963.589911,1103.840012,136.627949,0,20.095122,987.978818,561.14222,0,2447.424831,6500.313003,1203.185614,148.924465,71.082618,71,95,0.003399,20.661293,0.188301,34.540166,34.540166,0,0,73.853078,0,148.749224,0.119121,0.038379,64.696598,124.503157,3578.153946,0,0,59.447499,148.087673,73.853078,122.32861,44.36,34.334201,17.84,61.095585,0.002017,0,0,0,0.358333,200,0.97508,0.076493,11.603146,84.450133,0,64.696598
11747.21062,0.296418,3185.839007,0,0.002471,0.04129,0.047714,0,0.204943,7854.469365,8561.371607,7760.53765,0,93.931715,0,26.562619,443.771363,512.822678,0,2202.682348,8458.986038,0,102.385569,71.103931,71,95,0.003419,20.771786,0.24085,35.212552,35.212552,0,0,96.107233,0,138.893146,0,0,64.696598,124.758918,4656.32259,0,0,0,82.247457,96.107233,122.312433,43.64,34.097261,18.56,61.095585,0.002084,0,0,0,0.458333,200,0.97508,0.076594,11.160288,84.133148,0,64.696598
13839.78867,0.26829,2883.52393,0,0.002881,0.020502,0.045657,0,0.19925,10051.61903,10956.26474,8888.025937,1103.818367,59.774728,0,30.964331,220.351421,490.711451,0,2141.496727,9687.948271,1203.16202,65.154453,71.116368,71,95,0.003439,20.882834,0.293399,35.886208,35.886208,0,0,110.070436,0,139.708246,0,0,64.696598,124.758918,5332.815562,0,0,0,21.935002,110.070436,122.294973,42.92,33.934712,19.28,61.095585,0.002181,0,0,0,0.558333,118.333333,0.97508,0.076692,10.716176,83.816163,0,64.638645
14632.30184,0.247883,2664.195604,0,0.00316,0.012301,0.044557,0,0.187864,10979.91398,11968.10624,9707.147388,1212.991865,59.774728,0,33.965247,132.210853,478.894018,0,2019.125485,10580.79065,1322.161133,65.154453,71.124579,71,95,0.003461,21.005911,0.376602,36.700799,36.700799,0,0,120.21479,0,166.439786,1.181971,0.391743,64.680843,124.868698,5824.288433,0,0,594.75123,10.985106,120.21479,122.277208,42.095,33.731865,20.105,61.095585,0.002286,0,0,0,0.716667,60,0.97508,0.076805,10.009952,83.31427,0,64.638645
15162.58675,0.236524,2542.109534,0,0.003412,0.008201,0.04274,0,0.182171,11578.41946,12620.47721,10440.44447,1103.818003,34.156987,0,36.672861,88.140568,459.35624,0,1957.939865,11380.08447,1203.161623,37.231116,71.131936,71,95,0.003484,21.13999,0.451046,37.503942,37.503942,0,0,129.296934,0,145.553129,0,0,64.64158,125.142291,6264.266682,0,0,0,2.746276,129.296934,122.259328,41.3,33.445949,20.9,61.095585,0.002352,0,0,0,0.858333,60,0.97508,0.076919,9.37624,82.865207,0,64.638645
14466.00309,0.229913,2471.063377,0,0.003594,0.008201,0.04164,0,0.176478,11004.53185,11994.93971,10970.37486,0,34.156987,0,38.629758,88.140568,447.538807,0,1896.754244,11957.7086,0,37.231116,71.136724,71,95,0.003505,21.263482,0.503595,38.220979,38.220979,0,0,135.86034,0,151.293156,0,0,64.64158,125.142291,6582.224916,0,0,0,2.746276,135.86034,122.242091,40.58,33.22675,21.62,61.095585,0.002427,0,0,0,0.958333,60,0.97508,0.077021,8.927032,82.548222,0,64.638645
16240.80289,0.236291,2539.606259,0,0.003743,0.009117,0.041259,0,0.182171,12569.90517,13701.19663,11406.31869,1103.811746,59.774728,0,40.232197,97.992477,443.44172,0,1957.939865,12432.88737,1203.154803,65.154453,71.140447,71,95,0.003527,21.397772,0.586798,39.046512,39.046512,0,0,141.260117,0,166.348127,0,0,64.64158,125.142291,6843.791215,0,0,0,10.985106,141.260117,122.225451,39.86,33.048449,22.34,61.095585,0.002519,0,0,0,1.116667,60,0.97508,0.07712,8.476528,82.231237,0,64.638645
18707.85222,0.25886,2782.170892,0,0.003762,0.025017,0.042217,0,0.187864,14610.71681,15925.68133,11453.9789,3062.806199,93.931715,0,40.43003,268.879862,453.735515,0,2019.125485,12484.837,3338.458757,102.385569,71.139376,71,95,0.003562,21.605406,0.661243,40.376855,40.376855,0,0,141.853026,0,255.76667,4.520619,1.485707,64.638688,124.88932,6872.387339,0,0,2269.96124,76.790113,141.853026,122.208999,38.51,32.621264,23.48,61.095585,0.002656,0,0,0,1.258333,60,0.97508,0.077312,7.494665,81.544436,0,64.638645
