Time Step,Time Stamp,Electric Load (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW)
1,2019-01-01 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.6,
2,2019-01-01 01:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.7,
3,2019-01-01 02:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.7,
4,2019-01-01 03:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.7,
5,2019-01-01 04:00:00,0.6,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.7,
6,2019-01-01 05:00:00,0.6,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.7,
7,2019-01-01 06:00:00,0.9,0.5,0.0,,0.3,0.0,,0.0,0.0,,,0.6,
8,2019-01-01 07:00:00,0.7,0.5,0.1,,0.1,0.0,,0.0,0.0,,,0.6,
9,2019-01-01 08:00:00,0.5,0.2,0.3,,0.0,0.0,,0.0,0.0,,,0.6,
10,2019-01-01 09:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,0.6,
11,2019-01-01 10:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.7,
12,2019-01-01 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.7,
13,2019-01-01 12:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.8,
14,2019-01-01 13:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.8,
15,2019-01-01 14:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.8,
16,2019-01-01 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.8,
17,2019-01-01 16:00:00,0.4,0.4,0.1,,0.0,0.0,,0.0,0.0,,,0.8,
18,2019-01-01 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.8,
19,2019-01-01 18:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.8,
20,2019-01-01 19:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.8,
21,2019-01-01 20:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.8,
22,2019-01-01 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.9,
23,2019-01-01 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.9,
24,2019-01-01 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,1.0,
25,2019-01-02 00:00:00,0.5,0.5,0.0,,0.0,0.0,,0.1,0.0,,,1.0,
26,2019-01-02 01:00:00,0.6,0.5,0.0,,0.1,0.0,,0.0,0.0,,,1.0,
27,2019-01-02 02:00:00,0.8,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.9,
28,2019-01-02 03:00:00,0.8,0.5,0.0,,0.3,0.0,,0.0,0.0,,,0.8,
29,2019-01-02 04:00:00,0.9,0.5,0.0,,0.4,0.0,,0.0,0.0,,,0.7,
30,2019-01-02 05:00:00,1.0,0.5,0.0,,0.4,0.0,,0.0,0.0,,,0.5,
31,2019-01-02 06:00:00,1.2,0.5,0.0,,0.7,0.0,,0.0,0.0,,,0.3,
32,2019-01-02 07:00:00,1.0,0.5,0.1,,0.4,0.0,,0.0,0.0,,,0.2,
33,2019-01-02 08:00:00,0.8,0.5,0.2,,0.0,0.1,,0.0,0.0,,,0.2,
34,2019-01-02 09:00:00,0.4,0.0,0.4,,0.0,0.1,,0.1,0.0,,,0.3,
35,2019-01-02 10:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.3,
36,2019-01-02 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.4,
37,2019-01-02 12:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.4,
38,2019-01-02 13:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.5,
39,2019-01-02 14:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.5,
40,2019-01-02 15:00:00,0.4,0.1,0.3,,0.0,0.0,,0.0,0.0,,,0.5,
41,2019-01-02 16:00:00,0.4,0.4,0.1,,0.0,0.0,,0.0,0.0,,,0.5,
42,2019-01-02 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.5,
43,2019-01-02 18:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.5,
44,2019-01-02 19:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.5,
45,2019-01-02 20:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.5,
46,2019-01-02 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.5,
47,2019-01-02 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
48,2019-01-02 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
49,2019-01-03 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.7,
50,2019-01-03 01:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.8,
51,2019-01-03 02:00:00,0.6,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.7,
52,2019-01-03 03:00:00,0.7,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.7,
53,2019-01-03 04:00:00,0.8,0.5,0.0,,0.3,0.0,,0.0,0.0,,,0.6,
54,2019-01-03 05:00:00,0.9,0.5,0.0,,0.3,0.0,,0.0,0.0,,,0.5,
55,2019-01-03 06:00:00,1.1,0.5,0.0,,0.6,0.0,,0.0,0.0,,,0.3,
56,2019-01-03 07:00:00,1.0,0.5,0.1,,0.4,0.0,,0.0,0.0,,,0.2,
57,2019-01-03 08:00:00,0.6,0.3,0.3,,0.0,0.0,,0.0,0.0,,,0.2,
58,2019-01-03 09:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,0.2,
59,2019-01-03 10:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.3,
60,2019-01-03 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.3,
61,2019-01-03 12:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.4,
62,2019-01-03 13:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.4,
63,2019-01-03 14:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.4,
64,2019-01-03 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.4,
65,2019-01-03 16:00:00,0.4,0.4,0.1,,0.0,0.0,,0.0,0.0,,,0.4,
66,2019-01-03 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.4,
67,2019-01-03 18:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.4,
68,2019-01-03 19:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.4,
69,2019-01-03 20:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.4,
70,2019-01-03 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.5,
71,2019-01-03 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.5,
72,2019-01-03 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
73,2019-01-04 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.7,
74,2019-01-04 01:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.7,
75,2019-01-04 02:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.8,
76,2019-01-04 03:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.8,
77,2019-01-04 04:00:00,0.7,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.7,
78,2019-01-04 05:00:00,0.8,0.5,0.0,,0.3,0.0,,0.0,0.0,,,0.6,
79,2019-01-04 06:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.7,
80,2019-01-04 07:00:00,0.6,0.5,0.1,,0.0,0.0,,0.0,0.0,,,0.7,
81,2019-01-04 08:00:00,0.7,0.4,0.3,,0.0,0.0,,0.0,0.0,,,0.7,
82,2019-01-04 09:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.7,
83,2019-01-04 10:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.7,
84,2019-01-04 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.8,
85,2019-01-04 12:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,0.8,
86,2019-01-04 13:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,0.8,
87,2019-01-04 14:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.8,
88,2019-01-04 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.8,
89,2019-01-04 16:00:00,0.4,0.4,0.1,,0.0,0.0,,0.0,0.0,,,0.8,
90,2019-01-04 17:00:00,0.5,0.1,0.0,,0.5,0.0,,0.0,0.0,,,0.7,
91,2019-01-04 18:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.5,
92,2019-01-04 19:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.3,
93,2019-01-04 20:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.2,
94,2019-01-04 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.2,
95,2019-01-04 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.3,
96,2019-01-04 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.3,
97,2019-01-05 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.4,
98,2019-01-05 01:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.5,
99,2019-01-05 02:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
100,2019-01-05 03:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.6,
101,2019-01-05 04:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.6,
102,2019-01-05 05:00:00,0.6,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.6,
103,2019-01-05 06:00:00,0.8,0.5,0.0,,0.3,0.0,,0.0,0.0,,,0.5,
104,2019-01-05 07:00:00,0.7,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.5,
105,2019-01-05 08:00:00,0.5,0.5,0.0,,0.0,0.3,,0.0,0.0,,,0.6,
106,2019-01-05 09:00:00,0.4,0.4,0.0,,0.0,0.4,,0.2,0.0,,,0.7,
107,2019-01-05 10:00:00,0.4,0.0,0.4,,0.0,0.2,,0.2,0.0,,,0.8,
108,2019-01-05 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.9,
109,2019-01-05 12:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,1.0,
110,2019-01-05 13:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,1.0,
111,2019-01-05 14:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,1.0,
112,2019-01-05 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,1.0,
113,2019-01-05 16:00:00,0.4,0.4,0.1,,0.0,0.0,,0.0,0.0,,,1.0,
114,2019-01-05 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
115,2019-01-05 18:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
116,2019-01-05 19:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
117,2019-01-05 20:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
118,2019-01-05 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
119,2019-01-05 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
120,2019-01-05 23:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
121,2019-01-06 00:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
122,2019-01-06 01:00:00,0.6,0.5,0.0,,0.1,0.0,,0.0,0.0,,,1.0,
123,2019-01-06 02:00:00,0.7,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.9,
124,2019-01-06 03:00:00,0.7,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.9,
125,2019-01-06 04:00:00,0.8,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.8,
126,2019-01-06 05:00:00,0.8,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.7,
127,2019-01-06 06:00:00,1.0,0.5,0.0,,0.4,0.0,,0.0,0.0,,,0.6,
128,2019-01-06 07:00:00,0.8,0.5,0.1,,0.2,0.0,,0.0,0.0,,,0.5,
129,2019-01-06 08:00:00,0.6,0.5,0.1,,0.0,0.2,,0.0,0.0,,,0.6,
130,2019-01-06 09:00:00,0.4,0.0,0.4,,0.0,0.1,,0.5,0.0,,,0.7,
131,2019-01-06 10:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.8,
132,2019-01-06 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.9,
133,2019-01-06 12:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.9,
134,2019-01-06 13:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,0.9,
135,2019-01-06 14:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,1.0,
136,2019-01-06 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,1.0,
137,2019-01-06 16:00:00,0.4,0.4,0.1,,0.0,0.0,,0.0,0.0,,,1.0,
138,2019-01-06 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
139,2019-01-06 18:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
140,2019-01-06 19:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
141,2019-01-06 20:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
142,2019-01-06 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
143,2019-01-06 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
144,2019-01-06 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
145,2019-01-07 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
146,2019-01-07 01:00:00,0.3,0.3,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
147,2019-01-07 02:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
148,2019-01-07 03:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
149,2019-01-07 04:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
150,2019-01-07 05:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
151,2019-01-07 06:00:00,0.6,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.9,
152,2019-01-07 07:00:00,0.5,0.5,0.1,,0.0,0.0,,0.0,0.0,,,0.9,
153,2019-01-07 08:00:00,0.4,0.0,0.3,,0.1,0.0,,0.0,0.0,,,0.9,
154,2019-01-07 09:00:00,0.4,0.0,0.3,,0.1,0.0,,0.0,0.0,,,0.9,
155,2019-01-07 10:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.9,
156,2019-01-07 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,1.0,
157,2019-01-07 12:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,1.0,
158,2019-01-07 13:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,1.0,
159,2019-01-07 14:00:00,0.4,0.1,0.3,,0.0,0.0,,0.0,0.0,,,1.0,
160,2019-01-07 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,1.0,
161,2019-01-07 16:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
162,2019-01-07 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
163,2019-01-07 18:00:00,0.5,0.1,0.0,,0.4,0.0,,0.0,0.0,,,0.9,
164,2019-01-07 19:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.7,
165,2019-01-07 20:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.5,
166,2019-01-07 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.6,
167,2019-01-07 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
168,2019-01-07 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.7,
169,2019-01-08 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.8,
170,2019-01-08 01:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.9,
171,2019-01-08 02:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.9,
172,2019-01-08 03:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,1.0,
173,2019-01-08 04:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
174,2019-01-08 05:00:00,0.6,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
175,2019-01-08 06:00:00,0.7,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.9,
176,2019-01-08 07:00:00,0.6,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.9,
177,2019-01-08 08:00:00,0.5,0.0,0.2,,0.2,0.0,,0.0,0.0,,,0.8,
178,2019-01-08 09:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.8,
179,2019-01-08 10:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,0.9,
180,2019-01-08 11:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,0.9,
181,2019-01-08 12:00:00,0.4,0.0,0.4,,0.0,0.2,,0.0,0.0,,,1.0,
182,2019-01-08 13:00:00,0.4,0.0,0.4,,0.0,0.1,,0.0,0.0,,,1.0,
183,2019-01-08 14:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,1.0,
184,2019-01-08 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,1.0,
185,2019-01-08 16:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
186,2019-01-08 17:00:00,0.5,0.2,0.0,,0.3,0.0,,0.0,0.0,,,0.9,
187,2019-01-08 18:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.7,
188,2019-01-08 19:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.6,
189,2019-01-08 20:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.4,
190,2019-01-08 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.5,
191,2019-01-08 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.5,
192,2019-01-08 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
193,2019-01-09 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.6,
194,2019-01-09 01:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.7,
195,2019-01-09 02:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.8,
196,2019-01-09 03:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.9,
197,2019-01-09 04:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,1.0,
198,2019-01-09 05:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,1.0,
199,2019-01-09 06:00:00,0.7,0.5,0.0,,0.2,0.0,,0.0,0.0,,,0.9,
200,2019-01-09 07:00:00,0.6,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
201,2019-01-09 08:00:00,0.5,0.3,0.2,,0.0,0.0,,0.0,0.0,,,0.9,
202,2019-01-09 09:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.9,
203,2019-01-09 10:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.9,
204,2019-01-09 11:00:00,0.4,0.0,0.3,,0.0,0.0,,0.0,0.0,,,0.9,
205,2019-01-09 12:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.9,
206,2019-01-09 13:00:00,0.4,0.0,0.4,,0.0,0.0,,0.0,0.0,,,0.9,
207,2019-01-09 14:00:00,0.4,0.1,0.3,,0.0,0.0,,0.0,0.0,,,0.9,
208,2019-01-09 15:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.9,
209,2019-01-09 16:00:00,0.4,0.4,0.1,,0.0,0.0,,0.0,0.0,,,0.9,
210,2019-01-09 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
211,2019-01-09 18:00:00,0.5,0.3,0.0,,0.3,0.0,,0.0,0.0,,,0.9,
212,2019-01-09 19:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.7,
213,2019-01-09 20:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.5,
214,2019-01-09 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.6,
215,2019-01-09 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
216,2019-01-09 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.7,
217,2019-01-10 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.8,
218,2019-01-10 01:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.9,
219,2019-01-10 02:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.9,
220,2019-01-10 03:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,1.0,
221,2019-01-10 04:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
222,2019-01-10 05:00:00,0.6,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
223,2019-01-10 06:00:00,0.8,0.5,0.0,,0.3,0.0,,0.0,0.0,,,0.9,
224,2019-01-10 07:00:00,0.7,0.5,0.0,,0.1,0.0,,0.0,0.0,,,0.9,
225,2019-01-10 08:00:00,0.5,0.5,0.1,,0.0,0.0,,0.0,0.0,,,0.9,
226,2019-01-10 09:00:00,0.4,0.3,0.1,,0.0,0.0,,0.0,0.0,,,0.9,
227,2019-01-10 10:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.9,
228,2019-01-10 11:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.9,
229,2019-01-10 12:00:00,0.4,0.3,0.1,,0.0,0.0,,0.0,0.0,,,0.9,
230,2019-01-10 13:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,0.9,
231,2019-01-10 14:00:00,0.4,0.3,0.1,,0.0,0.0,,0.0,0.0,,,0.9,
232,2019-01-10 15:00:00,0.4,0.3,0.1,,0.0,0.0,,0.0,0.0,,,0.9,
233,2019-01-10 16:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
234,2019-01-10 17:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,0.9,
235,2019-01-10 18:00:00,0.5,0.1,0.0,,0.5,0.0,,0.0,0.0,,,0.7,
236,2019-01-10 19:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.6,
237,2019-01-10 20:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.4,
238,2019-01-10 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.4,
239,2019-01-10 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.5,
240,2019-01-10 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.6,
241,2019-01-11 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.6,
242,2019-01-11 01:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.7,
243,2019-01-11 02:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.8,
244,2019-01-11 03:00:00,0.2,0.2,0.0,,0.0,0.0,,0.3,0.0,,,0.9,
245,2019-01-11 04:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,1.0,
246,2019-01-11 05:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,1.0,
247,2019-01-11 06:00:00,0.6,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
248,2019-01-11 07:00:00,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
249,2019-01-11 08:00:00,0.4,0.4,0.0,,0.0,0.0,,0.0,0.0,,,1.0,
250,2019-01-11 09:00:00,0.4,0.3,0.1,,0.0,0.0,,0.0,0.0,,,1.0,
251,2019-01-11 10:00:00,0.4,0.3,0.1,,0.0,0.0,,0.0,0.0,,,1.0,
252,2019-01-11 11:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,1.0,
253,2019-01-11 12:00:00,0.4,0.2,0.2,,0.0,0.0,,0.0,0.0,,,1.0,
254,2019-01-11 13:00:00,0.4,0.1,0.3,,0.0,0.0,,0.0,0.0,,,1.0,
255,2019-01-11 14:00:00,0.4,0.1,0.2,,0.0,0.0,,0.0,0.0,,,1.0,
256,2019-01-11 15:00:00,0.4,0.3,0.1,,0.0,0.0,,0.0,0.0,,,1.0,
257,2019-01-11 16:00:00,0.4,0.0,0.0,,0.4,0.0,,0.0,0.0,,,0.9,
258,2019-01-11 17:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.7,
259,2019-01-11 18:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.5,
260,2019-01-11 19:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.3,
261,2019-01-11 20:00:00,0.5,0.0,0.0,,0.5,0.0,,0.0,0.0,,,0.2,
262,2019-01-11 21:00:00,0.4,0.4,0.0,,0.0,0.0,,0.1,0.0,,,0.2,
263,2019-01-11 22:00:00,0.4,0.4,0.0,,0.0,0.0,,0.2,0.0,,,0.3,
264,2019-01-11 23:00:00,0.3,0.3,0.0,,0.0,0.0,,0.2,0.0,,,0.3,
265,2019-01-12 00:00:00,0.3,0.3,0.0,,0.0,0.0,,0.3,0.0,,,0.4,
